gdpA,gdpB,dist,trade
6429.93870679133,4707.037250111928,916.0018451899199,324511.93362483266
5490.690156000949,4517.597328264427,760.964902226056,320137.09281781246
5465.805059439696,4077.506533960388,768.1936222718801,285198.1620591779
5523.841735030413,3888.7999233018627,624.018159156114,337991.51221514726
6243.2926684965405,2731.274159580823,832.9437965275208,201360.68226288518
5176.205838484219,3863.0469800074297,949.2081564037028,207323.4245529314
5826.446585825848,4284.572931841417,708.1067266600378,346257.78379283624
5205.225257668472,3509.6655160803143,674.9739290543766,265839.2310285875
5813.493861285116,5477.114076316913,734.6297814338678,425443.8000473925
6261.825023639837,5329.389650870609,831.6096349268304,394229.8660829771
4896.455981149093,4451.216219911391,863.4504135993974,248234.3603488863
5675.791540358103,5663.011090266705,974.3821109942885,324320.0899163538
6039.846500931653,6934.373658667172,742.3274411275855,553653.7976522405
4690.079876512822,5697.812310882437,870.1446067782556,301534.6296193312
5857.932410434484,6519.698546011573,835.9837602309173,448573.37756734266
6089.431608067118,6372.887783513563,667.3986062756717,570614.6452078588
5153.8653762244185,8414.332327062972,732.6069297741087,580917.1784765042
6006.983947441418,4540.09988802935,974.6374297746668,274977.45376568206
5472.652522623341,5662.569296184749,893.3963533141424,340701.58137863345
5383.247327472464,3445.3235123757922,773.359679841158,235725.1860907279
5285.696427433448,2853.819570426445,953.38841244014,155808.28281578017
5775.918845302373,3813.991177377229,887.6352449477218,244063.71551889615
5997.373753544993,4690.893800218271,723.6719683115751,381676.0713407565
5553.050053226673,4221.103731987363,850.2870318097912,271199.7078180886
4997.23528016596,4467.6860578663345,904.2306739974653,242808.41212331018
5618.452860239282,5000.486994137052,828.2698707762589,332994.5826252345
5649.262480681699,3733.440083492568,977.6959224439631,212514.15800535766
5121.896842421846,2496.216089568927,941.4443058463391,133839.79452238325
4830.492905048019,6355.463240275685,1026.7944267121306,293819.48627004
6209.3424036913875,3925.451578730413,650.0219725092611,368290.57921524404
5245.11744714487,5890.278371371513,896.0461073824883,338529.56115843717
6140.035979514102,5986.224789033376,825.7715933207231,437106.36315634643
6370.6612679821,3624.606636374092,855.7387803714518,265191.7540572154
5265.876296569089,6029.660226999658,773.5181622403552,403237.27975868527
6425.296528558361,3639.927075754563,921.200467352271,249465.06177413976
6761.63085031714,5330.202996403406,908.894830669842,389521.3733426201
5399.221865260318,4006.7193788079967,975.754673949353,218059.4553543249
5374.237122852166,2884.090906258133,939.911413696403,162519.23178504664
6362.933696133133,4558.059981616903,929.7627829346116,306517.9052800661
6072.8071907786825,3870.0305228721636,958.5706044952198,240973.58057089822
6264.175879631295,3516.3749540797357,842.8968416102352,256763.49170227343
6565.553594553887,6445.759683009963,1023.8242998838004,405887.8797085795
6019.9614643114855,5508.506928413546,699.8309415401761,465166.1735044287
4626.487162891508,4640.3847080956675,828.5060327033168,254849.55377665654
6395.968881739517,4880.110240082721,936.8428346011731,327149.19654160214
5172.578068454779,6072.838695426135,814.3807964933399,378886.1705055861
4609.766286191912,3914.2900848919835,832.1573801208972,213344.33965995122
4674.972170753923,5976.273358248618,752.6306636246514,364603.5061685931
5477.655481134172,6531.431573575093,716.8799024129958,489813.2838654124
5790.033564248318,6492.715380656542,654.9913893897802,563283.8329940389
5958.940059449625,2229.381038899799,720.6423588889566,181647.37806734184
6050.505494923834,3372.597698946165,713.2993293125234,281303.1202810481
5661.282784127193,5072.932279948468,856.9358331296808,329244.19776281866
4988.01112660029,3847.066820436935,703.6087928706712,268284.8189888399
5953.8107325567835,4612.956893244118,862.3528765407981,312892.54277104215
4941.503312967805,5537.767462997164,968.3566412080427,277988.0854626984
6382.967060285715,4621.138170180641,751.8943784295361,385224.74545938603
5714.913559869466,4430.118347013495,640.5127713930912,388116.9628658318
6299.84678443749,5741.277511116815,663.3003156971952,535230.0714411526
5724.9769205763505,6212.034331961395,1055.3563970019345,331053.91692853917
5599.154132231219,3171.875359112859,878.72040318059,198987.1258154356
5539.459570954509,3282.5802844527,609.4575325006316,293311.1758530091
5680.5913960280905,4509.118571877533,611.4939496315329,411309.80732533796
5139.30027544434,1872.702644058822,732.5358608785823,129464.75341191252
5469.469580605023,3951.466051350335,1075.9031418696127,197634.47029499023
5722.210125749629,4401.11031314799,954.4347362789208,259251.97967508048
4920.075172824855,4165.19693074267,679.2343310873088,296609.21407920186
5573.854746671666,5060.1087734670855,862.0229595990073,321458.45658523974
6113.4217089337435,6516.531456702705,1034.3017974783968,378111.18190170586
5404.959873132124,5759.2356932533585,931.7868638009614,328129.18616962567
6551.868113510772,3558.06607865104,875.1600248262088,261867.49703079197
5626.760588805968,5824.091513308179,588.3878926643952,546487.2104029602
6096.157474647391,3941.478512918146,942.3362456923307,250650.36917034083
6473.869100232972,4517.160360593312,820.995066705099,349951.1899814204
4950.036091572098,4053.1475160061655,848.9992283486189,232405.46702063273
6841.03686231584,3539.9390006406,766.7980035257335,310190.28036731266
5966.710288632138,3266.0801145814676,882.6553745723804,217196.0666476034
6045.936420258708,6165.92852856784,834.4532072553262,438702.65113370755
6390.956149253802,5458.488428757366,910.9099125477909,376067.6813492858
6260.665129150492,4808.660258848557,900.0302285030871,328481.8246037079
5792.520663849011,4285.177221983216,785.6243578859319,310480.73347044335
6205.948945710062,5651.547590713995,784.7050069951989,438988.35570112476
5835.100567922932,2774.7335834951805,666.9441511338878,238698.0664038098
6302.971264009516,4208.323155159298,938.2426648023899,277807.2111304434
5696.684041788842,5560.90677808587,781.657746589286,397846.4640991859
5261.493216975605,5679.9187213338855,528.2868550303708,555032.730971862
5366.91740137249,3799.8064045017727,885.3976572435798,226456.38323068683
6071.303516141168,4291.34898142647,745.8323948734916,343108.94760774786
5842.149442200992,5845.869375089711,782.718084676697,428370.4370663803
5768.602499190254,4235.697248611295,878.6298857031361,273394.5943964819
6047.222246479238,6074.980415919256,809.8767699097858,445218.1266837519
6462.415905803651,6188.319331433291,765.0706514917417,513036.6935992797
5729.431712704304,5077.220069838508,776.6277286255317,367846.3563712539
5309.333011546658,6195.963776732303,897.6909907209235,359850.9899393434
5549.56613685904,3426.4241171163612,741.7323346107158,251917.60737590093
6612.169923146501,3854.5678470006774,830.5108209438068,301607.0527130831
5872.1980826953595,4733.027027306605,1073.4792676322995,254748.08893465128
5940.210844654405,2427.961297383077,900.5171626893598,157805.73751985267
5651.802606495065,5296.150164387494,894.1472355747987,328899.7626840078
6885.7899269395075,6266.982227699199,577.8116404943084,732536.0715526777
6246.806259672079,6601.521166120463,754.6951007203154,536266.0500216217
5843.450073263997,1514.031313471567,878.8390239593264,99406.63842127204
5553.947538945482,2337.2332147823977,1000.538169507213,128108.76869753959
6540.034704654808,3320.0689647691747,884.5180744474899,241342.87375230418
6728.434182564916,5412.24646938003,718.5664577323743,497293.9027599446
5192.643482216814,5562.456370445635,829.6714516472558,341942.00449226605
5961.9477290861605,5703.364716564535,837.905040742005,398414.2444359623
6188.251894306229,6092.667912161187,811.5417788137005,456013.1631372171
5503.833512415715,6974.3608418148415,815.2346631472244,462227.5727846758
6334.275139643419,3040.089646011942,807.2551574023005,234599.5929747057
6413.960394069823,4856.828897275494,1102.4308222419177,277791.1960291778
6320.256838689135,4492.782490503145,970.8651707214907,287580.0461711099
5672.259181132637,4890.61302895048,683.2172245936924,398687.86498692527
6155.329836885187,5458.906176737566,847.8913016024363,389444.90165192826
4389.0164080337445,5023.583761093463,853.7336296865298,253947.58994329657
6346.067613382214,3694.188488006217,951.7692411598091,242358.12814713732
5839.263599196575,4403.166330974311,685.5733524066031,368386.1439964234
5253.410910527226,2401.5760619160415,879.8424221452453,141313.46188899755
6615.586187138595,5436.467531225953,713.7821256722128,494620.9935461233
4433.3572217693145,5140.787306901175,739.322823881036,303047.444795403
6707.6208762877795,2416.7990596658774,1102.3267836034856,145025.18404302292
6580.898495962254,4480.430750741409,900.6775287835535,321594.3850715714
5691.6395770131485,4012.371234985603,955.7790795177631,234956.14096711105
5977.865922880176,3949.110197399655,760.9798691498253,304717.57860046957
5319.670365699147,3025.8083185346113,630.6663318606063,251030.35355758748
6402.439168854565,4705.3413610243515,869.5088942680554,340410.95508654916
5709.893898317444,2231.789187717653,478.164151435963,261946.3089990254
6171.207610026438,4306.3721114252585,878.6925528446816,297147.7549230038
5525.983030937432,2774.1845436562917,727.2820138121871,207393.19824798263
5706.313991792243,3275.9128323034565,545.8070156546687,336388.98431936034
5428.516598091122,4528.3708679395,711.6816932439062,339523.5639650434
5347.871055564599,4804.698151884912,659.8674594252543,382506.07798933657
5651.93806027275,3576.253002180464,725.275309004795,273674.1506154216
5520.980779716041,5160.237789466708,908.9294711901359,308122.7903582285
5403.1943163446185,5082.8883661220825,619.5181968620624,435299.1046018209
6483.674324745297,4645.254019215514,978.6886198291493,302293.2343501107
5858.230202820056,3400.5311579575864,662.8248705532703,295309.94675912726
6211.2238263202335,5762.079581938464,859.338151725987,409001.0788729571
5807.577999530346,3847.6613331790168,778.1960258640729,282371.7610983905
5880.0034336706685,4843.411270656962,879.1906950581048,318110.26558609604
6099.652032307626,5088.35334493413,931.8221601083794,327077.1982567701
6423.4788181421045,5477.116427234085,795.8491630483311,434088.6141214122
6578.880213861,5247.404983389519,971.5009921849268,349196.18379242346
5907.585594768899,3154.0722143657085,662.2272145108087,276519.9647458918
5211.689166904588,3667.863085059509,809.126600520857,232353.22309482095
4746.371175117195,3383.779633136647,1031.1851136289415,153456.37496242847
5924.309731935031,4821.226532600614,763.377962164031,367300.48975054093
5389.229939819202,4247.086196168885,743.7674626377901,302518.18602954224
5028.9210538420275,3142.161509794185,789.6382804115008,197022.58557817363
6237.512460041871,3668.3306434935694,791.0822180555214,284215.0464837743
5785.658497304619,5172.307868132071,948.6223394336674,309913.1335463174
4730.6147824340505,3929.9349712156527,678.465908425967,269284.1903313455
6736.549894275331,5794.1261214281385,478.56387237818086,800137.1185355391
6246.2124195439055,6679.59383761646,942.2156526537157,434623.8319722261
5286.1070565893315,6485.043089361381,719.7312519693496,467685.00368698366
5012.8545747059325,3427.5222963769293,832.5587629599864,203081.6481453222
5913.849572816239,6198.307184283392,854.8791063255381,421187.3295237111
5725.996665203018,2932.1105195974005,813.0389738472758,202881.80625666006
5106.157865231698,7348.329621477627,715.3650111032717,514714.3341940319
6038.289532106586,6520.756449213173,713.6525032995473,541512.9201626597
5993.056356702555,4683.38532576336,1020.8259576709058,270288.99721498333
6103.028655345116,5546.145184715325,888.284414752323,374220.23132490343
5470.65424932043,4938.253784584057,941.4161801685793,282171.80236050737
6918.18712349384,4750.426940647115,745.9445554768869,432583.8841632293
5701.590582592992,3467.634808626967,776.1033899374196,250484.84609473697
5172.242314550992,4620.407730402911,699.9886525974622,335430.6925426291
5481.390593456075,3608.7959029431095,852.3820406538005,228292.31343595035
5325.307578395657,4642.017908563306,690.0149874040442,351649.8624157121
6900.8716070100645,5384.963498306216,1023.8537113196571,356587.61481294077
5687.289153307458,3953.9638336644944,919.256026590104,240735.15031408012
4445.5108803363555,6695.445276295287,744.6150525907763,392498.2793054775
5265.866490090078,3804.9852471505333,680.6682574036721,289474.37958356395
4287.103396449811,5591.747226123881,945.407220243967,249255.9706381713
6325.390530843736,7023.313793567884,918.0201959649255,474900.87417700666
5234.371748958082,1442.6527724702423,842.5511581802286,88624.5999024961
5801.890984815199,4753.989785802112,756.1658244386402,358314.46773717593
5292.641850176636,5699.744584542308,902.5331018947898,328285.700483703
5587.853205919117,3899.4221031481716,898.2628647367219,238492.76098415424
7320.963110795841,3485.4501494132974,843.3625150945729,297468.74083272275
5793.70111289021,3833.974435679046,768.5934704664506,284095.2656817142
6145.996856635286,6840.168743411918,825.6650378673685,499784.3752964075
6060.260033491683,3580.921382476395,896.5539328730142,237990.90337893864
5853.133126701203,3526.245572737013,740.480529738416,274002.5843339845
5279.77308267329,2596.531668174778,846.9675589141183,159325.55996083608
6002.93219521548,7625.0849941126835,933.2723009015234,481479.20918644924
6478.369484245446,5308.754731646092,761.3890663751821,443377.06405084237
5325.196442220934,5576.653844016638,1028.54467779569,283708.9505402486
6005.519495144618,2676.9714695155126,634.9494159106661,248659.29470188633
5753.481870360532,2688.700516865195,791.645326896866,192204.6196263121
5683.372393516869,5803.431734329188,831.357955606837,389710.6304763419
5685.198297873693,4671.500588488729,659.429369522502,395436.8629853027
5872.45885624454,4693.645270940564,880.0688273484947,307676.94782952714
5932.86725127115,4989.278332920898,953.5451706342226,304936.7641210362
6047.5607329910135,4496.217502460606,1109.5091589905157,241108.35808314645
5390.518298304492,3859.626467112661,952.8796419714131,215160.96897878018
5581.945011368907,4367.154109331182,728.8865572600391,328502.87250399287
6381.1883248820595,4116.315639463803,828.3515894813412,311503.3479455882
6336.447408925099,4860.00110634052,942.245896930881,320927.69723563315
4889.507675821679,4555.138709224703,987.4958641257114,221730.8927125165
5743.083433745102,5045.79901382717,914.7908131804403,311419.1120819593
5581.9780389603075,4603.455467936173,660.5219541355408,381966.5725136847
6148.772186488587,4193.822935207918,813.0986900195693,311618.4646122625
5442.8525964290175,3119.5586617945146,782.5875648253443,213265.66124291174
5651.06182178154,3365.831288079732,943.1943904983692,198561.56170719984
5453.987261992257,4115.403014573674,1055.4109866143006,209335.74843031634
5779.790989332305,5123.2577787508,872.4506773511328,333515.7242353184
5558.842103043116,4902.32562692839,1017.3346368075297,263415.9676980867
6069.328292857422,4776.490651553098,764.7506163127141,372394.31636789115
6046.820849414197,4825.826299785281,902.809356545559,317678.7047963382
6415.077797986061,3483.1589220742667,961.5204288069816,228576.06718542456
4942.108695358386,6737.968281758316,870.2459237602984,375783.34048251924
5173.560859434287,4070.6142804984047,842.8097797270212,245646.84976088087
6546.6354945551175,3887.7116107216307,778.9186186592173,321100.1054007331
6074.77104248673,4553.516200351447,835.3022323131171,325571.88662516564
5813.049120649109,2824.809393422796,662.9792499049813,243410.31559162558
6450.442435594691,3869.3088838985905,855.7370654872459,286483.56140886346
6254.1169786902055,4232.8406116135375,661.5264478439749,393001.0666433845
5695.474070280397,5752.113392736722,766.6045837897115,419428.42339213565
6820.249119433722,4301.512660074299,1065.7807899852044,270330.4959033039
4871.222579617456,4594.096762453456,957.1252502561624,229853.10966349696
5868.521379264196,4969.826306150961,749.2696909607034,382308.2095789636
5795.705446246016,6613.007860798601,698.7822195630796,538325.0318214132
5600.732834286783,2139.0130881069936,772.955613907372,152641.1757676644
6735.192505651824,4109.934527162364,740.8380987565736,366962.75876296294
6196.359480515719,5138.459716319843,815.6597848031624,383314.0624024231
5644.601429674344,3179.4291179239617,794.4518926559401,222095.13068206803
5099.063706134897,5620.148473046969,888.7201723172634,316954.11553562497
6235.851835628873,4406.90955285271,1020.1584016069376,264924.60386021674
5379.021730483194,4649.540123048192,724.9274813226698,338974.5852330432
5177.726796388979,3366.947045178984,776.2691287791471,220896.5288878987
4801.512235725508,5140.865932641865,838.6793270582622,289208.9080351266
6008.250631978529,6330.844648149348,861.4973842332283,433396.7428749216
5355.588760872765,4458.081337899659,734.5864445919074,319393.9771219736
5867.504855464513,7357.111084504055,875.9558348434392,483941.97049241496
6038.215686637085,3749.07067414839,862.4550816392987,257987.89023447337
5071.245525640039,4817.612620210564,839.9667026004536,285776.4204472425
5576.382862015508,3048.021908147383,753.1285564137795,221878.96472590065
5117.301882095377,4174.457643401462,804.8928226423259,260917.02600822618
6388.2616412788275,1147.7400411426488,832.3048315709023,87104.71639429108
5315.643631825865,4878.8377477212125,973.7864998527943,261975.20675997986
6640.366995577519,3954.8251793687214,986.8629841055077,261792.00105798914
5983.333854928655,5210.770394629681,768.8763449043582,398309.9812192911
5851.581283941979,3800.70044294619,893.6468680557236,244468.7191737744
6294.353012855001,5953.127729931725,780.8095101150101,471280.88352377753
5788.605007159431,5701.878213560701,638.4462784979146,507432.23523014877
5678.746189320555,4877.257930011832,1044.362924978227,260848.988376841
5813.119750254668,5867.964041517298,726.8782879109117,460604.99250971124
5801.595627319239,6157.694544800979,1111.8711626144932,315674.4883647147
6037.467421896712,6152.774724636085,834.3760433412804,437084.0962639422
6445.803872770186,3512.6955013492216,709.8343986427845,313291.9327224538
6355.450609388118,3209.8336278602037,683.2150645746656,293610.73941285786
5887.036393538511,4685.051964547534,809.4800225888265,334960.6331880796
5351.729291927686,6804.000463758756,801.351812566381,445874.7665072233
5994.399819057761,4217.043964725282,700.8653966288249,354533.73992353806
