wage,age,consumption,job,sector
50.273789410921104,29.32086319034442,14.763512503198813,economistas,IT
50.490127418356174,27.703674808929634,7.429332201528628,economistas,Technology
48.55709498289002,30.077988223671984,0.27248075660167653,economistas,Technology
48.957033702584084,29.738492313976398,4.234480213662993,economistas,Financial
48.40033083846822,35.0027472427955,3.505840471155068,economistas,IT
51.828518596604326,30.858559110522684,11.107304613440013,economistas,Financial
120.08935585051438,29.874149825847063,7.727209289112266,data_scientist,IT
121.52293351675291,32.331330508766875,13.765826599129152,data_scientist,Financial
120.95185156108577,30.20178441824929,60.743866060130294,data_scientist,Retail
120.13875461368944,35.0358824578934,5.424431710372086,data_scientist,Retail
119.33122660270358,31.508106544641297,2.586976959321949,data_scientist,IT
120.10439842727472,28.635040645479158,15.702255814847673,data_scientist,Technology
114.23542267162975,34.01669919647194,8.073632271144342,data_scientist,Financial
118.89239569155615,34.533688629506926,38.45201905700397,data_scientist,Financial
120.456640861961,31.798798362823813,5.066845668698372,data_scientist,Financial
121.54784488613042,33.069143169178936,4.259397596034406,data_scientist,Financial
119.10685658660248,33.868949737433056,32.90452449179586,data_scientist,Financial
119.2790677380674,30.83824670300321,4.202331129761773,data_scientist,Retail
121.64339392593118,30.4343773741927,71.06464997193993,data_scientist,Financial
116.0039479430971,33.51944992120861,4.025554509628957,data_scientist,IT
117.87158524407867,30.745501853609017,25.980823437880012,data_scientist,Financial
119.70804217095815,32.37106833403732,0.6371735803493915,data_scientist,IT
120.61255452315194,30.371578670639597,71.52128168202871,data_scientist,Financial
121.3489545020584,31.415528720549695,73.53654974806359,data_scientist,Technology
124.47555660970296,36.01336892856124,37.30054908219155,data_scientist,Technology
120.38105084895047,29.67168946629996,7.515700867994806,data_scientist,Technology
117.88370359314483,29.35171087067019,15.26871328526517,data_scientist,Financial
121.11553864628846,33.41637120804851,21.626908364863926,data_scientist,Financial
119.19403811988735,30.313916449303765,97.42114336886866,data_scientist,Technology
115.51974416063003,30.77869455705163,10.253790845409965,data_scientist,Retail
121.27825737015715,32.06293578871014,7.824774445985735,data_scientist,Retail
118.52538602763573,31.777407293646313,11.390856016795386,data_scientist,Financial
123.94828810096115,30.612496109880876,18.348000907033448,data_scientist,IT
125.52379951433693,31.569001285101,57.59177163366961,data_scientist,IT
119.36984773593775,27.939778344525248,37.80491541160433,data_scientist,Retail
120.58058865883729,30.161180276899785,12.450639901750192,data_scientist,Technology
117.5382087767259,31.267512782439933,1.2210534134473066,data_scientist,Retail
122.27771599609522,33.43690694101792,1.738890418036872,data_scientist,Financial
116.75210169997086,30.952733864419493,3.8802179893604065,data_scientist,Technology
115.84701583833588,27.89168236996003,0.9907532816703729,data_scientist,IT
120.7088209437572,31.003352573233215,36.81178867899023,data_scientist,Retail
120.29790095358713,37.59435099689658,19.13907550204269,data_scientist,IT
120.1592723457828,32.13183714059514,2.487297233816279,data_scientist,Technology
120.99880375291585,30.456833357198704,4.985057285040168,data_scientist,Financial
118.1387886007439,27.114184401336498,16.049403194628315,data_scientist,Financial
121.38053865779726,31.35285784959056,13.95727919869084,data_scientist,Financial
122.09459988839114,32.037382499575216,1.0742190468594495,data_scientist,IT
118.37383407146844,34.33407611641689,20.442635797702533,data_scientist,Retail
118.22385449071449,29.9554161647147,15.697576048667655,data_scientist,IT
119.9661440103745,32.80809920883955,24.724945433416945,data_scientist,Technology
115.70381561973072,32.03101661344578,2.1295365993049447,data_scientist,Technology
120.01172648293586,33.984805649279906,23.375787248805146,data_scientist,Financial
120.87847774948405,35.613524343886574,5.078169569214559,data_scientist,Financial
121.35169102304303,28.569362258923913,17.019834209438827,data_scientist,Financial
119.43301150679686,33.56211006149819,29.04649547270593,data_scientist,Technology
115.50323792041668,34.064581675391274,8.709645125289711,data_scientist,Financial
122.67136582128182,31.609845988936765,46.339884454596834,data_scientist,IT
121.28357217052817,30.822516302947797,21.48983610271359,data_scientist,Retail
121.4608199235512,32.01642695615062,2.9240461150948738,data_scientist,Technology
119.75977091879088,31.38259293066354,28.507786422537247,data_scientist,Financial
117.72399302706332,32.75719079342402,15.606417384999352,data_scientist,Financial
118.65599885170296,34.90628182831376,14.186112834875184,data_scientist,Technology
117.58500329165469,31.956118474855206,1.9483567627462925,data_scientist,IT
121.1472318887581,31.94835526763919,0.7558784114827066,data_scientist,IT
120.7506496382764,33.242753209576215,42.69275499280653,data_scientist,Financial
121.92080435890895,35.25529519207981,26.543759046785254,data_scientist,IT
117.31102697589638,30.4667875136011,8.29726805774633,data_scientist,IT
120.70197544471223,31.345320825072722,6.975812743714275,data_scientist,IT
118.77446204120845,30.584374820335693,19.55867137547092,data_scientist,Technology
119.1417273525929,32.9166264692497,10.561598934682188,data_scientist,Technology
121.60677218543186,29.44745713968943,14.983584332511816,data_scientist,Financial
119.45509780827597,32.52558221425126,14.47807961402341,data_scientist,Technology
121.64788553427296,28.835429572002155,35.059215123172564,data_scientist,IT
116.01369516878253,33.07378506657181,38.393576237590125,data_scientist,Financial
121.45849442168516,32.21553591283254,54.467476598847256,data_scientist,Financial
122.2952871606156,29.300088169319263,6.876948333962798,data_scientist,IT
87.2494878997576,31.958537549013094,44.9800841790261,BI,Retail
88.24153743754641,33.167367271117975,25.383802269900745,BI,Technology
90.53588803480105,30.29797534957081,59.81985348984897,BI,Financial
91.45267084603958,31.246230052298614,92.65863339377626,BI,Technology
91.72144469906057,33.674466899560535,13.023068773713295,BI,IT
92.1338054759615,30.71178220027646,8.163232444622368,BI,Retail
88.0207311363135,32.46592600151108,31.604990141039288,BI,Financial
91.54312114970799,30.677600870202294,12.90132724231104,BI,Retail
95.79543930125958,30.781740998578602,97.39180275674603,BI,Financial
90.22784482226193,31.17991231311488,27.628694846676108,BI,IT
93.09909371770978,29.919780394947242,75.21314444008193,BI,IT
90.97112166584834,31.818249704761925,71.79021127148643,BI,Financial
92.60565737476806,32.84506893193202,16.025703562976766,BI,Technology
89.986471714055,27.67234075008025,9.439069513134916,BI,Financial
90.18771090198943,31.40913912730306,74.63754486001645,BI,IT
87.22384305427312,32.83768268329633,26.1926974804354,BI,IT
89.91176130733213,32.49762991344001,140.6616064889115,BI,Retail
87.70214890676293,29.400733788231282,47.088487032809574,BI,Technology
90.86060480192393,29.891710536038286,9.719277257833658,BI,Technology
93.38967619348632,34.38843763865411,32.75394978488832,BI,Retail
89.1898866365658,29.9851801307053,10.38620155798014,BI,IT
89.19509748334394,32.80360193642173,4.732918017246173,BI,Technology
92.89549865777722,32.4117000189877,15.826736192318412,BI,Retail
92.28818482363738,33.267205961423066,29.253565147124455,BI,Retail
94.01122841714701,30.522562384376894,15.1065616604552,BI,Financial
85.94638888674376,33.18846656398143,61.96470581131117,BI,Technology
88.61535916362561,31.73504348600309,6.4958468668978355,BI,Financial
88.86693550716282,34.17782378435004,33.518173571332504,BI,Retail
89.98988344531443,31.495201360291528,139.30456474391508,BI,Retail
88.06987404214438,29.429961638516627,117.49085080964079,BI,Retail
86.90648357785041,30.541525323871973,5.280433421111671,BI,Technology
91.94511069286999,28.60560932235107,122.5875725991674,BI,Retail
90.93939949431791,34.025854399001716,7.511035647816876,BI,Financial
86.63794257473859,30.36845594417806,13.221064977348552,BI,Retail
89.0675274117207,31.671084481323717,54.46860153602674,BI,Retail
89.2572923091828,32.65854355451017,6.499692220817683,BI,Retail
88.4705287666714,31.4435465331101,191.12376943121083,BI,Technology
89.86341039054743,29.002601494126033,73.87251893422886,BI,Financial
91.07838599345509,31.545028655422456,97.24832267822742,BI,Technology
90.44148693174073,33.979693571523754,9.372034478390765,BI,IT
89.20179018936953,32.023147727772546,1.2834151379912169,BI,IT
93.8572564249896,33.44572272392753,38.2848542954382,BI,IT
90.08984099850389,31.112573245574797,144.0918720650019,BI,Technology
91.83674919181156,32.37403438689402,47.84098833640539,BI,Technology
89.16988995508608,32.507039623712785,27.247094905302465,BI,Retail
93.53774797850944,32.26310056233682,114.84878116517451,BI,Retail
92.11747712362154,33.98208366856474,71.291479705487,BI,Technology
91.54036864501265,33.87247170658444,111.32998073644401,BI,IT
89.45922470668363,32.968203143500176,204.8970514507123,BI,Financial
90.28931467622355,28.825930694677204,70.92930493324162,BI,Retail
89.27571337881645,32.63032598082556,0.4879056354198876,BI,Technology
88.85998343180951,33.03501202633791,144.85016388060964,BI,Financial
93.30854716310802,34.26921210972396,16.198609036914625,BI,IT
89.44721654078626,28.597307976085574,18.935861174755804,BI,IT
89.17888358194146,31.91362901422364,82.03562227858394,BI,Technology
89.40799671550393,30.190265466165933,104.29432300404378,BI,Retail
89.51577539164606,32.74358022623063,14.483921633181387,BI,Technology
90.08438237908298,32.33221131721069,58.66448203518332,BI,Technology
87.75617865617495,30.52221907197376,3.279076608656199,BI,Technology
87.60797281265216,34.08980259221968,73.91162204203869,BI,Technology
84.72823926373776,34.958688055333944,10.49090618820193,BI,Technology
88.30510322859078,33.76767195015122,11.742475276628266,BI,Technology
91.6296110894166,31.742413810845456,12.309753431856358,BI,Retail
91.48934015596046,29.957850269381737,9.097965745545029,BI,Retail
90.69673843322894,33.36939747519673,143.37325612614734,BI,IT
90.15983141026275,35.691570792959276,11.466599847751656,BI,Retail
89.18688905268455,29.81535570532757,10.775663948690832,BI,Technology
87.42748185831795,32.0710934960462,101.71438243653589,BI,Retail
89.42374582931747,28.684571622134413,13.851023265930388,BI,Financial
91.28380085647821,31.945347445156358,3.2370990582460295,BI,Retail
