transportadora,days_delivery
Transportadora 1,6.521898786256659
Transportadora 1,5.64693769571379
Transportadora 1,3.902089807608518
Transportadora 1,8.61194021986495
Transportadora 1,8.03773124726308
Transportadora 1,4.291999774499653
Transportadora 1,3.3531371880286684
Transportadora 1,5.260429908315939
Transportadora 1,7.534597290108706
Transportadora 1,5.6655299545082345
Transportadora 1,6.113097409820089
Transportadora 1,4.575839755448748
Transportadora 1,5.912541790404461
Transportadora 1,8.089088902912277
Transportadora 1,4.520662437044578
Transportadora 1,5.286615465015745
Transportadora 1,5.507632953099255
Transportadora 1,5.567450711542074
Transportadora 1,2.1762222478575453
Transportadora 1,1.246262688252211
Transportadora 1,2.9606898581563215
Transportadora 1,5.335884590803336
Transportadora 1,6.107712332006423
Transportadora 1,3.9386508804527516
Transportadora 1,7.7545149657346135
Transportadora 1,4.713648051347626
Transportadora 1,5.040631996469249
Transportadora 1,4.612072258894675
Transportadora 1,5.26805358549333
Transportadora 1,6.408948148087207
Transportadora 1,6.331306875824662
Transportadora 1,3.2031541187808195
Transportadora 1,8.047327552957055
Transportadora 1,2.809947085146165
Transportadora 1,5.158454028181225
Transportadora 1,4.451206852955295
Transportadora 1,2.9020166453630254
Transportadora 1,4.849758824052337
Transportadora 1,3.5183724534152034
Transportadora 1,5.145814486552104
Transportadora 1,5.806171922438734
Transportadora 1,7.9438587379465435
Transportadora 1,5.614768437254829
Transportadora 1,3.77754931939035
Transportadora 1,4.216760378560797
Transportadora 1,5.279956212229127
Transportadora 1,5.186921658924303
Transportadora 1,7.919178536456842
Transportadora 1,7.79070585951391
Transportadora 1,4.282128147515477
Transportadora 1,3.9027157436276037
Transportadora 1,1.0
Transportadora 1,3.90215917335556
Transportadora 1,3.0438845878314327
Transportadora 1,4.2903510838103625
Transportadora 1,5.783168484700222
Transportadora 1,5.354384658397976
Transportadora 1,4.940063985904915
Transportadora 1,5.399164222177028
Transportadora 1,4.747764453538016
Transportadora 1,5.394037865086952
Transportadora 1,1.0
Transportadora 1,4.461413020498491
Transportadora 1,4.778298557893986
Transportadora 1,4.317476567586828
Transportadora 1,4.564107475794117
Transportadora 1,6.4066202356134605
Transportadora 1,3.8037893373183493
Transportadora 1,9.401404198434257
Transportadora 1,6.376593860444177
Transportadora 1,4.987385498172256
Transportadora 1,4.586675393604867
Transportadora 1,4.826955427235729
Transportadora 1,3.1693858601120426
Transportadora 1,4.809594921483981
Transportadora 1,5.557367033454109
Transportadora 1,6.159083231146459
Transportadora 1,6.159379558288667
Transportadora 1,4.4502449068681305
Transportadora 1,2.1678354949561394
Transportadora 1,3.6617947475331087
Transportadora 1,8.224386085624776
Transportadora 1,6.792116626819896
Transportadora 1,5.7392391726083485
Transportadora 1,3.4774115104797523
Transportadora 1,5.007290309947556
Transportadora 1,2.488662628675036
Transportadora 1,3.8961262486078527
Transportadora 1,4.50959331662961
Transportadora 1,4.276720136269574
Transportadora 1,6.913203862112024
Transportadora 2,2.162548171929095
Transportadora 2,3.2691354569696918
Transportadora 2,2.2506240579555614
Transportadora 2,2.525293574624292
Transportadora 2,5.248111792893297
Transportadora 2,1.7991189338874567
Transportadora 2,6.507737557675274
Transportadora 2,4.506368446117849
Transportadora 2,5.137576665051955
Transportadora 2,5.645153475994407
Transportadora 2,4.131666959496818
Transportadora 2,7.064959431506756
Transportadora 2,4.61131454654473
Transportadora 2,6.18814051047814
Transportadora 2,4.601775234485496
Transportadora 2,5.581748774849847
Transportadora 2,5.559325340315922
Transportadora 2,5.4999398789110625
Transportadora 2,3.051384300758161
Transportadora 2,5.87175154109488
Transportadora 2,4.362086021800808
Transportadora 2,6.260976060979836
Transportadora 2,1.0
Transportadora 2,2.069767555890098
Transportadora 2,5.7268911242700575
Transportadora 2,8.725855170210458
Transportadora 2,6.670117493622473
Transportadora 2,3.635098131600039
Transportadora 2,1.6158951692440882
Transportadora 2,6.485372442323237
Transportadora 2,4.838833555914098
Transportadora 2,6.181408435788771
Transportadora 2,5.230597444421582
Transportadora 2,5.0592858502409905
Transportadora 2,10.917250891786352
Transportadora 2,4.987740077908842
Transportadora 2,4.68150958149347
Transportadora 2,4.757102649191956
Transportadora 2,3.8329265665846863
Transportadora 2,6.980265789430625
Transportadora 2,4.292491332437302
Transportadora 2,6.271885411289179
Transportadora 2,5.5692060596271125
Transportadora 2,7.437971724264853
Transportadora 2,5.840359193976723
Transportadora 2,2.5732304381047055
Transportadora 2,2.3470244298921186
Transportadora 2,7.8167382921538024
Transportadora 2,3.782578393471116
Transportadora 2,2.3587948404206958
Transportadora 2,3.6607628002604833
Transportadora 2,7.5292505739360145
Transportadora 2,2.1595740021029757
Transportadora 2,3.2670095924807807
Transportadora 2,3.666384982406961
Transportadora 2,2.4976202530536096
Transportadora 2,2.6313453229766726
Transportadora 2,1.9637840494726828
Transportadora 2,4.077625173726556
Transportadora 2,4.29018233651983
Transportadora 2,3.6349236915933885
Transportadora 2,1.6926043220647178
Transportadora 2,7.5066718937119905
Transportadora 2,2.341842341655679
Transportadora 2,5.556067424045742
Transportadora 2,2.8504668137622495
Transportadora 2,6.336633733483056
Transportadora 2,6.911664710334329
Transportadora 2,3.24477282674469
Transportadora 2,1.1525685406057482
Transportadora 2,6.391574638279216
Transportadora 2,8.75160109342727
Transportadora 2,5.831389079784868
Transportadora 2,5.321088842959436
Transportadora 2,6.639521219220378
Transportadora 2,6.530109691994036
Transportadora 2,3.3420223324779794
Transportadora 2,3.681697378606705
Transportadora 2,6.222247100111822
Transportadora 2,4.711973305039415
Transportadora 2,7.633211191727105
Transportadora 2,3.5913157057424834
Transportadora 2,6.501219833736963
Transportadora 2,5.685275962738456
Transportadora 2,4.747124872580732
Transportadora 2,7.351821543669214
Transportadora 2,6.360143065734859
Transportadora 2,2.990065693235792
Transportadora 2,6.280437360839694
Transportadora 2,7.749981262988398
Transportadora 2,4.739110622030752
Transportadora 2,4.502688299230053
Transportadora 2,3.6607057047129508
Transportadora 2,4.972792228649298
Transportadora 2,6.37240137210582
Transportadora 2,3.3646634008425047
Transportadora 2,2.30728487852552
Transportadora 2,4.2485001780361475
Transportadora 2,2.2405500426825
Transportadora 2,6.0464368825652635
Transportadora 2,4.1466204600123975
Transportadora 2,1.4891963108983868
Transportadora 2,4.30278497052298
Transportadora 2,4.614770028411819
Transportadora 2,5.898271226719434
Transportadora 2,4.70927291369158
Transportadora 2,8.737452913679617
Transportadora 2,3.962592296922001
Transportadora 2,4.875202902835387
Transportadora 2,4.794178771474659
Transportadora 2,4.434743231185953
Transportadora 2,5.28485117002588
Transportadora 2,6.082462594395345
Transportadora 2,7.680197407072869
Transportadora 2,1.8614877452110732
Transportadora 2,3.9793142523877583
Transportadora 2,4.104457149295514
Transportadora 2,6.875700594723412
Transportadora 2,4.286673877853312
Transportadora 2,1.2096488138413624
Transportadora 2,5.175460927733153
Transportadora 2,4.932621536918122
Transportadora 2,5.35950313154263
Transportadora 2,2.919674238041036
Transportadora 2,8.438069362169006
Transportadora 2,4.352280432429308
Transportadora 2,4.623406283012666
Transportadora 2,3.1999828603816782
Transportadora 2,3.137995992250553
Transportadora 2,2.5545260805024292
Transportadora 2,4.2133782964376865
Transportadora 2,3.0848363224867317
Transportadora 2,9.112934682450444
Transportadora 2,1.2230152392263696
Transportadora 2,2.7433389036364124
Transportadora 2,4.197171143085971
Transportadora 2,6.346982556196649
Transportadora 2,4.172486237239875
Transportadora 2,6.351926786005955
Transportadora 2,3.026392221419356
Transportadora 2,5.118582267789414
Transportadora 2,8.488082174021667
Transportadora 2,3.0645112086010444
Transportadora 2,5.839135351790789
Transportadora 2,5.4138550385665205
Transportadora 2,1.0
Transportadora 2,3.8220589070586426
Transportadora 2,7.262303810611979
Transportadora 2,5.270155344969398
Transportadora 2,2.5754620742078727
Transportadora 2,6.3815545458312855
Transportadora 2,4.041754109371294
Transportadora 2,5.720101456161673
Transportadora 2,5.753840228875261
Transportadora 2,2.7626087977088543
Transportadora 2,6.579656069468597
Transportadora 2,2.984982397529648
Transportadora 2,2.38842826731672
Transportadora 2,3.234342024555926
Transportadora 2,4.3078199322736115
Transportadora 2,5.218806312882525
Transportadora 2,3.45483253525512
Transportadora 2,6.489638624790231
Transportadora 2,5.502928368087188
Transportadora 2,3.6104035697889945
Transportadora 2,6.777985835189711
Transportadora 2,7.322136715292967
Transportadora 2,4.802630606380973
Transportadora 2,4.570033910072218
Transportadora 2,1.4524572934872966
Transportadora 2,4.184974815217062
Transportadora 2,4.41698657486927
Transportadora 2,5.490758814519384
Transportadora 2,4.663147136739054
Transportadora 2,5.488053876280989
Transportadora 2,8.068180578607729
Transportadora 2,3.940171802732647
Transportadora 2,4.018055434868306
Transportadora 2,2.3816693713948367
Transportadora 2,4.982679066516829
Transportadora 2,6.953625964939221
Transportadora 2,1.4978593016152608
Transportadora 2,3.668286065961225
Transportadora 2,5.071881005007837
Transportadora 2,6.700205767048875
Transportadora 2,5.765740478053731
Transportadora 2,5.650927256364261
Transportadora 2,4.551374428058198
Transportadora 2,5.96374851403743
Transportadora 2,7.028607767066922
Transportadora 2,1.5820164469015934
Transportadora 2,6.457070801670268
Transportadora 2,4.802480388266574
Transportadora 2,3.9400222715709714
Transportadora 2,1.0
Transportadora 2,2.2392973526914015
Transportadora 2,8.396117984494502
Transportadora 2,3.622902935072891
Transportadora 2,2.830462457493836
Transportadora 2,4.087148087712815
Transportadora 2,3.5097055562828134
Transportadora 2,5.248717265237831
Transportadora 2,8.033947356493222
Transportadora 2,3.8267680982955725
Transportadora 2,5.308580101103742
Transportadora 2,2.7055257175195293
Transportadora 2,8.040332884413065
Transportadora 2,5.37808688482822
Transportadora 2,2.8363617534187604
Transportadora 2,6.808612440269285
Transportadora 2,7.399975297165227
Transportadora 2,5.322912726815271
Transportadora 2,1.721206064918448
Transportadora 2,8.570337627032949
Transportadora 2,5.620245041253052
Transportadora 2,7.340908594722906
Transportadora 2,3.8982135897657155
Transportadora 2,4.202752150532199
Transportadora 2,5.22090621858113
Transportadora 2,7.22680335607176
Transportadora 2,5.285980056334322
Transportadora 2,2.486332374932637
Transportadora 2,5.523978393566682
Transportadora 2,8.259068389021534
Transportadora 2,5.131612564925662
Transportadora 2,5.258771047552965
Transportadora 2,2.4749125144323605
Transportadora 2,2.194021824554321
Transportadora 2,3.7246157223735166
Transportadora 2,4.346964706762553
Transportadora 2,5.20812147002056
Transportadora 2,5.331913948948353
Transportadora 2,8.203815302033856
Transportadora 2,5.11737487689982
Transportadora 2,7.128845376821815
Transportadora 2,4.921341330710169
Transportadora 2,7.897807223251522
Transportadora 2,1.2592050425055983
Transportadora 2,3.8025364666431414
Transportadora 2,6.966066792518482
Transportadora 2,4.656807989486569
Transportadora 2,6.863059226775931
Transportadora 2,5.7701322055545425
Transportadora 2,6.891753967426069
Transportadora 2,6.226135456057687
Transportadora 2,6.347297867627501
Transportadora 2,7.9849107743031
Transportadora 2,6.9729480374018795
Transportadora 2,6.987613414272819
Transportadora 2,5.040837517571153
Trasnportadora 3,3.8362995803662554
Trasnportadora 3,3.680879823455407
Trasnportadora 3,6.501889194379361
Trasnportadora 3,1.0
Trasnportadora 3,2.3856436233914287
Trasnportadora 3,3.0734926282424198
Trasnportadora 3,4.504757242612766
Trasnportadora 3,1.0
Trasnportadora 3,7.517442605178665
Trasnportadora 3,6.200350472659188
Trasnportadora 3,8.969164796917132
Trasnportadora 3,7.124428937845564
Trasnportadora 3,7.060758662304056
Trasnportadora 3,9.501352062061734
Trasnportadora 3,3.8580838262851405
Trasnportadora 3,1.9930832015012112
Trasnportadora 3,4.53528520701452
Trasnportadora 3,3.350015892305679
Trasnportadora 3,4.486309277951106
Trasnportadora 3,2.8995620194838194
Trasnportadora 3,6.1357601349079935
Trasnportadora 3,6.025965699197449
Trasnportadora 3,4.946154818863455
Trasnportadora 3,5.62316300676576
Trasnportadora 3,4.715898545741634
Trasnportadora 3,6.504067336534563
Trasnportadora 3,5.139281498970712
Trasnportadora 3,4.469108750208454
Trasnportadora 3,6.859168939885421
Trasnportadora 3,7.5216425384535235
Trasnportadora 3,7.674907651282425
Trasnportadora 3,3.0194506213610364
Trasnportadora 3,3.9311055839166054
Trasnportadora 3,1.597007810504616
Trasnportadora 3,4.522869963592788
Trasnportadora 3,5.832247628955251
Trasnportadora 3,4.73439765097605
Trasnportadora 3,8.861701734096604
Trasnportadora 3,4.188313249777286
Trasnportadora 3,2.822982889022142
Trasnportadora 3,6.137008413335751
Trasnportadora 3,5.299867656996321
Trasnportadora 3,6.099285191600771
Trasnportadora 3,5.607575861572379
Trasnportadora 3,5.487531521061747
Trasnportadora 3,1.0
Trasnportadora 3,3.547771944965308
Trasnportadora 3,3.8193501640942715
Trasnportadora 3,4.304071324130147
Trasnportadora 3,4.103216723078118
Trasnportadora 3,5.8256375233753825
Trasnportadora 3,6.201765017384039
Trasnportadora 3,2.736718146497695
Trasnportadora 3,6.373608813589356
Trasnportadora 3,6.171536277334142
Trasnportadora 3,5.931540132076433
Trasnportadora 3,2.1642110239406613
Trasnportadora 3,5.881164600577999
Trasnportadora 3,5.16519083907254
Trasnportadora 3,6.921760150427688
Trasnportadora 3,8.568713590602606
Trasnportadora 3,8.176135771188523
Trasnportadora 3,5.225288344479856
Trasnportadora 3,4.996250616548459
Trasnportadora 3,6.263896568018666
Trasnportadora 3,2.769920093161119
Trasnportadora 3,2.098633716790399
Trasnportadora 3,4.054938815950003
Trasnportadora 3,7.4411378274290545
Trasnportadora 3,4.337743403435057
Trasnportadora 3,8.00516181161887
Trasnportadora 3,1.0
Trasnportadora 3,1.825587146424739
Trasnportadora 3,4.7526225342886015
Trasnportadora 3,6.776389082681751
Trasnportadora 3,4.860753802559815
Trasnportadora 3,4.8086945110134005
Trasnportadora 3,4.756517009485816
Trasnportadora 3,1.4742045311978509
Trasnportadora 3,7.316137748879706
Trasnportadora 3,3.6344705603252576
Trasnportadora 3,7.179065314428906
Trasnportadora 3,4.8589531640753005
Trasnportadora 3,7.136320774658163
Trasnportadora 3,5.686515961955132
Trasnportadora 3,4.786651018883515
Trasnportadora 3,5.452523294137405
Trasnportadora 3,2.054044781776848
Trasnportadora 3,5.01205865434207
Trasnportadora 3,8.432080644224262
Trasnportadora 3,7.616387127977431
Trasnportadora 3,3.029952834603856
Trasnportadora 3,6.011371702675847
Trasnportadora 3,5.4959597694950775
Trasnportadora 3,6.634376560234816
Trasnportadora 3,5.188305771044424
Trasnportadora 3,4.5329920137398
Trasnportadora 3,7.661261552721297
Trasnportadora 3,5.43279313654402
Trasnportadora 3,7.510928643892628
Trasnportadora 3,6.948772406688988
Trasnportadora 3,4.351025516962184
Trasnportadora 3,4.665999451285681
Trasnportadora 3,8.859664867998045
Trasnportadora 3,5.382964650879824
Trasnportadora 3,3.4827431532799515
Trasnportadora 3,2.599913444029953
Trasnportadora 3,6.948264870515514
Trasnportadora 3,5.320587442192546
Trasnportadora 3,3.4158160989420328
Trasnportadora 3,6.349169662473249
Trasnportadora 3,5.3194973901118425
Trasnportadora 3,1.679049858474086
Trasnportadora 3,6.177371109421625
Trasnportadora 3,7.666381405686467
Trasnportadora 3,10.11970046126494
Trasnportadora 3,5.069805128124009
Trasnportadora 3,5.465299316421093
Trasnportadora 3,8.21319361046961
Trasnportadora 3,5.337444533872958
Trasnportadora 3,5.550683726159845
Trasnportadora 3,3.738763217138848
Trasnportadora 3,2.211249774573621
Trasnportadora 3,6.825375871639711
Trasnportadora 3,2.452859526375512
Trasnportadora 3,7.281312485894926
Trasnportadora 3,3.423668882224681
Trasnportadora 3,5.5304679167965975
Trasnportadora 3,4.255456537283428
Trasnportadora 3,7.349200475914681
Trasnportadora 3,5.601692804413162
Trasnportadora 3,8.918190705014283
Trasnportadora 3,2.8326446412808366
Trasnportadora 3,5.827726163071514
Trasnportadora 3,5.094683761814266
Trasnportadora 3,5.559887142513846
Trasnportadora 3,8.191842343220898
Trasnportadora 3,6.170636060184572
Trasnportadora 3,2.704949182645586
Trasnportadora 3,6.067021636679658
Trasnportadora 3,4.168761247688499
Trasnportadora 3,4.053290059858419
Trasnportadora 3,7.0917146560667375
Trasnportadora 3,3.795320033947543
Trasnportadora 3,4.240539344839728
Trasnportadora 3,5.064814508807741
Trasnportadora 3,6.892371793490776
Trasnportadora 3,6.163179605722378
Trasnportadora 3,4.531170176164257
Trasnportadora 3,4.455647068625214
Trasnportadora 3,2.679740676932943
Trasnportadora 3,3.4803298228146735
Trasnportadora 3,3.6912378283590135
Trasnportadora 3,4.701418116505109
Trasnportadora 3,8.973526074338324
Trasnportadora 3,3.6490611324271365
Trasnportadora 3,4.408341864188722
Trasnportadora 3,1.0
Trasnportadora 3,6.201142188621015
Trasnportadora 3,1.8451024123459892
Trasnportadora 3,3.1868209556712856
Trasnportadora 3,7.084670736881986
Trasnportadora 3,1.0
Trasnportadora 3,5.19184082479048
Trasnportadora 3,6.601859293330254
Trasnportadora 3,8.050888472880555
Trasnportadora 3,3.159813783020773
Trasnportadora 3,3.75195029952027
Trasnportadora 3,8.608872646805203
Trasnportadora 3,4.949879710836805
Trasnportadora 3,3.5274721314606565
Trasnportadora 3,3.5650283253855455
Trasnportadora 3,3.0548873528650686
Trasnportadora 3,4.120655589148014
Trasnportadora 3,7.176440952898689
Trasnportadora 3,6.775532137146928
Trasnportadora 3,2.651459394349311
Trasnportadora 3,5.42917214940847
Trasnportadora 3,4.195680529854965
Trasnportadora 3,6.564880808208884
Trasnportadora 3,4.687280545541402
Trasnportadora 3,5.7430493635995346
Trasnportadora 3,4.682789586083001
Trasnportadora 3,1.0
Trasnportadora 3,5.094004890737289
Trasnportadora 3,2.4565061009398264
Trasnportadora 3,6.494256823353682
Trasnportadora 3,3.6403442152004244
Trasnportadora 3,3.789974687854021
Trasnportadora 3,4.982194349975395
Trasnportadora 3,6.155587908448761
Trasnportadora 3,4.660512364401742
Trasnportadora 3,8.28436554409004
Trasnportadora 3,8.297635722971616
Trasnportadora 3,8.430937184339982
Trasnportadora 3,4.531362550882465
Trasnportadora 3,2.0360830877942906
Trasnportadora 3,7.440157028476558
Trasnportadora 3,4.167309429400448
Trasnportadora 3,5.076332624004015
Trasnportadora 3,6.25664020571034
Trasnportadora 3,1.7911271989746957
Trasnportadora 3,8.258242410664995
Trasnportadora 3,6.749924658206615
Trasnportadora 3,5.704543164142946
Trasnportadora 3,6.781833500957382
Trasnportadora 3,6.113905078654695
Trasnportadora 3,5.233656231138156
Trasnportadora 3,4.38445135571088
Trasnportadora 3,3.5217154512884354
Trasnportadora 3,5.5744285618067355
Trasnportadora 3,5.72240611954335
Trasnportadora 3,7.166397605376398
Trasnportadora 3,5.401320017438394
Trasnportadora 3,3.2935969684388784
Trasnportadora 3,1.847534305206688
Trasnportadora 3,4.744875675980138
Trasnportadora 3,4.945083246620858
Trasnportadora 3,4.8038168344128005
Trasnportadora 3,1.9389742052887518
Trasnportadora 3,7.148930281071015
Trasnportadora 3,7.145259492467565
Trasnportadora 3,3.353429670771018
Trasnportadora 3,6.611964223244309
Trasnportadora 3,6.905661723623313
Trasnportadora 3,5.0768941532953855
Trasnportadora 3,3.1030027476118462
Trasnportadora 3,8.226763070522047
Trasnportadora 3,5.761842867544453
Trasnportadora 3,4.497925089575915
Trasnportadora 3,6.545690791345817
Trasnportadora 3,8.244416975700304
Trasnportadora 3,4.005679706622269
Trasnportadora 3,6.382845090513578
Trasnportadora 3,8.886320341449416
Trasnportadora 3,2.7668703315290406
Trasnportadora 3,3.901492822543874
Trasnportadora 3,3.80428983881559
Trasnportadora 3,4.683345725901559
Trasnportadora 3,4.580052528231611
Trasnportadora 3,5.6015908787341
Trasnportadora 3,3.359248959730526
Trasnportadora 3,3.7546730222382134
Trasnportadora 3,5.602580967965151
Trasnportadora 3,5.3098237194674205
Trasnportadora 3,6.748159618320399
Trasnportadora 3,5.818710049851281
Trasnportadora 3,6.543693271121526
Trasnportadora 3,2.714095920917
Trasnportadora 3,4.233167377768434
Trasnportadora 3,8.69675990176689
Trasnportadora 3,5.784156093103339
Trasnportadora 3,6.494785923092634
Trasnportadora 3,5.545469474325589
Trasnportadora 3,5.8506717138575715
Trasnportadora 3,4.538191896943653
Trasnportadora 3,12.143158436052623
Trasnportadora 3,4.207688155180604
Trasnportadora 3,4.923357564513696
Trasnportadora 3,1.0
Trasnportadora 3,7.212533315189443
Trasnportadora 3,3.895494100630146
Trasnportadora 3,4.8784117879767175
Trasnportadora 3,3.943918898236338
Trasnportadora 3,4.722634109450309
Trasnportadora 3,4.43150580315874
Trasnportadora 3,4.9139164484387035
Trasnportadora 3,4.8943970346923065
Trasnportadora 3,4.691589377028235
Trasnportadora 3,4.664245546907441
Trasnportadora 3,7.617036904652034
Trasnportadora 3,6.762833839518517
Trasnportadora 3,6.774884636893179
Trasnportadora 3,3.5351022377764485
Trasnportadora 3,7.5136416636967285
Trasnportadora 3,7.2632890183917755
Trasnportadora 3,3.89319134239687
Trasnportadora 3,8.047704034399606
Trasnportadora 3,3.633548114000421
Trasnportadora 3,1.3159363231898462
Trasnportadora 3,7.203051972306345
Trasnportadora 3,4.760962439139849
Trasnportadora 3,6.953843129149965
Trasnportadora 3,3.4915956745516175
Trasnportadora 3,2.476459976505915
Trasnportadora 3,7.46374357724794
Trasnportadora 3,2.1854628732084653
Trasnportadora 3,1.8779389771252726
Trasnportadora 3,1.148826218471295
Trasnportadora 3,1.0
Trasnportadora 3,2.92179123347122
Trasnportadora 3,1.0
Trasnportadora 3,4.928789030780341
Trasnportadora 3,1.0
Trasnportadora 3,2.8114531616480205
Trasnportadora 3,9.664123992419313
Trasnportadora 3,5.690248481224144
Trasnportadora 3,5.105611350815453
Trasnportadora 3,1.7584960393602853
Trasnportadora 3,4.508804668102457
Transportadora 4,5.096217126273234
Transportadora 4,1.789638408425882
Transportadora 4,5.2523613617612375
Transportadora 4,7.382464914130198
Transportadora 4,4.30348376232124
Transportadora 4,4.60552726319143
Transportadora 4,1.0
Transportadora 4,2.2015322627808263
Transportadora 4,7.115390202856432
Transportadora 4,3.676898706838988
Transportadora 4,3.140576731115167
Transportadora 4,3.614833768057286
Transportadora 4,4.88506774599834
Transportadora 4,2.6831681782684167
Transportadora 4,5.253033011940471
Transportadora 4,2.2799846457538817
Transportadora 4,6.548000004151571
Transportadora 4,2.885888445320795
Transportadora 4,7.6405366378642015
Transportadora 4,4.979934694485233
Transportadora 4,3.308711143209541
Transportadora 4,6.822921219164631
Transportadora 4,2.251006241793775
Transportadora 4,3.9058687099651808
Transportadora 4,4.999848946778769
Transportadora 4,4.757666393423582
Transportadora 4,1.0
Transportadora 4,3.1587069147732674
Transportadora 4,5.3364686848468645
Transportadora 4,2.3602168812801794
Transportadora 4,7.532858597331693
Transportadora 4,5.990361777571972
Transportadora 4,3.9715192185778587
Transportadora 4,4.559415069399872
Transportadora 4,8.723128247663636
Transportadora 4,6.871976901752634
Transportadora 4,5.760438289732344
Transportadora 4,2.1689624591314476
Transportadora 4,8.259222637291916
Transportadora 4,7.104802137747956
Transportadora 4,4.7031892248802585
Transportadora 4,3.9006038615824306
Transportadora 4,4.624192122446455
Transportadora 4,2.5961266382660524
Transportadora 4,4.058428884585319
Transportadora 4,6.526321028309032
Transportadora 4,1.3847574455148561
Transportadora 4,4.371851251515451
Transportadora 4,5.227511945759675
Transportadora 4,5.207136074646657
Transportadora 4,2.642126091933149
Transportadora 4,2.635694217345879
Transportadora 4,7.178330764916767
Transportadora 4,2.550941814367418
