fecha,n_clientes_expuestos,score_promedio,saldo_promedio_mill,cuota_promedio_mill,mora30,desempleo,inflacion
2021-07-01,37158,684.1126828638089,4.814560819077081,0.5763536105183328,0.05200289524665461,10.319724088791723,4.291392125128775
2021-08-01,36444,691.9032800716906,4.705543192093551,0.6168769843192449,0.0527418187748656,10.631926873967275,4.286358646688318
2021-09-01,37233,694.4122430602785,4.799671881005696,0.5197093488404596,0.048664673723090496,10.244654410019054,4.203622198676056
2021-10-01,37078,681.178180478197,4.661402221992628,0.608357782397693,0.04054005991191183,9.70117221699606,4.157954705241723
2021-11-01,37291,683.2266271439828,4.772988468120935,0.6198015532184875,0.04945562285585311,9.95514109632639,4.717960810248508
2021-12-01,38169,677.9612938910134,4.744648414691189,0.5373976649243558,0.05196607974076827,10.27184605725045,5.35597016788812
2022-01-01,38252,688.0288144368575,4.951167309248971,0.5929911756104398,0.04734287155368625,9.48566958435602,5.307058767982011
2022-02-01,38466,692.5126790895268,4.822163126495182,0.5878221346748642,0.04491309331740993,9.969226031661542,4.963991427450803
2022-03-01,38932,698.654605181579,4.84264039931128,0.5649442275976184,0.03584319856057041,8.141519104241077,5.618626778174365
2022-04-01,38510,689.4947256382501,4.73821845508163,0.5774655055643095,0.050055296206172675,9.369540882911982,5.839296174351037
2022-05-01,39060,698.1682010203624,4.7348590663891255,0.5709785571828105,0.043546868668579465,8.934818827295269,5.5283105831889126
2022-06-01,38784,683.1666401898561,4.7511162718270565,0.6453625746769434,0.04496387091604868,8.649883345003188,6.01003437695584
2022-07-01,39322,681.4374485208242,4.883167821356745,0.6335503508965238,0.04337244972406964,8.688176173190346,6.079218778268089
2022-08-01,39314,691.3473650911889,4.76885232787696,0.6382314937687019,0.03709564341238012,7.75294842581016,5.744342219515963
2022-09-01,39648,692.1412742598484,4.883466228534462,0.632215113027804,0.04472651059077635,8.372900760323668,6.337127305453175
2022-10-01,40117,689.719689662703,5.159310119796816,0.6017392117094099,0.04157088388399427,8.534189589591154,6.456940265549732
2022-11-01,39630,678.7793536828566,4.986668705514754,0.6102204286187434,0.04621905678246978,8.932046626349724,6.669207346774239
2022-12-01,41306,689.9148981093033,4.815096470174824,0.6289891875394391,0.039568584044561116,8.102958079041969,6.668830718212216
2023-01-01,39976,684.7163845529094,5.052182088324591,0.6000559091939309,0.037172036936515225,7.976602558842726,5.80795513287791
2023-02-01,40092,694.2880761868934,4.818788694046767,0.6387643954566481,0.03859471755780087,8.109563348917613,5.932426917350558
2023-03-01,41499,691.5086851888999,4.582281319723322,0.6051059310322127,0.04469302859381343,8.707049855533947,6.392164072854308
2023-04-01,41535,685.306968035827,4.74478705336239,0.6118688324793795,0.04134923797726346,8.52284500485033,6.324206906575955
2023-05-01,41672,687.9160773287734,4.623381211846121,0.6349430597973933,0.04473868581446991,8.248865433951856,6.239112417019107
2023-06-01,41894,683.5802586539281,4.859272977393804,0.6420702316568412,0.04344524910592476,8.75328296489586,7.304686611604058
2023-07-01,41793,689.6711722984796,4.9227627568784325,0.6271139836984446,0.04265614709061192,8.69030288231536,6.0374723646019195
2023-08-01,41571,694.0087887279948,5.179465596841292,0.6799565249261708,0.04482623864461192,9.15694428140269,6.101883065509153
2023-09-01,42277,685.2790703675695,4.985039106064624,0.6162253721132338,0.0468398343704537,8.619178762449058,5.891914071349072
2023-10-01,42121,692.5032704934395,4.911134920678671,0.6569551362075401,0.04430392834058548,8.909715022522784,5.627986937957028
2023-11-01,43167,687.5524257036717,5.076410837177523,0.6666480733080857,0.046534540369975216,9.032573884624112,5.121781721912321
2023-12-01,42826,686.4911960999257,4.628329703648817,0.6236778241995911,0.037734834055482724,8.75796259008309,5.321869817047549
2024-01-01,42707,689.2041742592814,5.003342183716285,0.6603204347418672,0.046719343899330405,9.618448110825831,4.6037522183838195
2024-02-01,43179,684.3479963013809,5.091629779083045,0.6273036495445197,0.04944574306713195,9.761053539536016,4.605264721522771
2024-03-01,43766,686.8987129114862,4.762212063133024,0.6672112786368236,0.04678286690502594,9.812628236780007,4.330122758259814
2024-04-01,43498,683.5901288669008,5.163563106481039,0.6615556019129771,0.05006976214793122,9.86538526548805,4.340504714903436
2024-05-01,43588,699.4241365459212,5.0507744611241625,0.6494706475432321,0.04452302377850543,9.533851703179836,4.935889454863763
2024-06-01,44341,690.3007531071278,4.94570681291488,0.6855105712916661,0.05018202902021862,10.06225558570432,3.2902265927179837
2024-07-01,44562,685.8277568765417,5.110917279915943,0.651937271732228,0.05518147857392591,10.211442330813147,4.008065109094639
2024-08-01,44406,691.294790346613,5.364603928670659,0.649018664024444,0.04476926181281326,10.131113100660833,3.0355494450836207
2024-09-01,44644,688.9548371374557,5.059279938258774,0.6320482675748411,0.047065410420741714,10.474716199874923,3.2768103928472474
2024-10-01,45216,687.6483802357308,5.07723308794505,0.6890119031808936,0.05533520335677453,10.77027578173936,3.6766976174926356
2024-11-01,44595,691.2525856155112,4.979095865068963,0.6389440594410412,0.0585899031910269,11.413585352031093,3.1848373208241036
2024-12-01,44836,693.3649441217847,4.928523344580281,0.7142960217786232,0.04732192714692772,10.759564958781308,2.666558737849838
2025-01-01,45400,686.8403256475561,5.188550372481637,0.6333792834269888,0.04793915643634109,10.803020156289104,2.690797974947021
2025-02-01,45873,686.506193685067,4.94358742611367,0.7175907805129345,0.04830133375421203,10.659955467342106,3.093477388370456
2025-03-01,46355,689.6113617964468,5.090734935582909,0.6898121834592109,0.03938120339859621,9.891602505427265,2.5324699495677256
2025-04-01,47157,678.191243483045,5.016351382985232,0.6803997413525018,0.04546253314361623,10.598049888833858,2.8150948250328414
2025-05-01,47068,682.2484122503879,5.167846973861959,0.6787693715228742,0.044819134575457116,10.563322568517739,2.725810732303443
2025-06-01,46780,695.5508381545369,5.154049315793042,0.7036808686484539,0.05026441218142512,11.437320853343596,2.471939878337964
2025-07-01,47070,697.8992701245585,5.2676309916386845,0.700440682021313,0.04744592988611005,10.27158375151141,3.460241019600972
2025-08-01,46798,688.7091560434098,5.043497540171788,0.7197574240590024,0.04773185206105392,10.351132651743908,2.961205976490453
2025-09-01,47510,693.940173184831,5.087518759705994,0.6992316292018507,0.048326789961826766,10.086115292117903,2.079298365338561
2025-10-01,47595,692.8319256679022,4.989185442632654,0.6972168161681797,0.03879718567335064,9.491748903790297,2.9208771864126173
2025-11-01,48121,705.6752128639673,5.077356010988583,0.6907774952440828,0.04897829709604209,10.267711979929032,2.7095290105190752
2025-12-01,47766,695.8380707297217,5.208595073956728,0.7070061131048098,0.04478670348436366,9.957404643738773,3.3421210773037724
