,NIT,y,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,Ganancia (pérdida) antes de impuestos,Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida),_merge
12,860029424.0,0,10934710.0,4083088.0,6851622.0,660288.0,3785894.0,3384629.0,182745.0,,158642.0,9371.0,120851.0,47162.0,-436329.0,483491.0,,483491.0,both
13,860029424.0,0,10934710.0,4083088.0,6851622.0,660288.0,3785894.0,3384629.0,182745.0,,158642.0,9371.0,120851.0,47162.0,-436329.0,483491.0,,483491.0,both
14,860516981.0,0,2776755.0,,2776755.0,2531.0,,553725.0,27934.0,,2197627.0,,,2197627.0,9653.0,2187974.0,,2187974.0,both
15,860516981.0,0,2776755.0,,2776755.0,2531.0,,553725.0,27934.0,,2197627.0,,,2197627.0,9653.0,2187974.0,,2187974.0,both
16,860516981.0,0,2776755.0,,2776755.0,2531.0,,553725.0,27934.0,,2197627.0,,,2197627.0,9653.0,2187974.0,,2187974.0,both
17,860516981.0,0,2776755.0,,2776755.0,2531.0,,553725.0,27934.0,,2197627.0,,,2197627.0,9653.0,2187974.0,,2187974.0,both
18,900174552.0,0,9892119.0,6740434.0,3151685.0,1144120.0,,1041522.0,869070.0,,2385213.0,,,2385213.0,603961.0,1781252.0,,1781252.0,both
19,900174552.0,0,9892119.0,6740434.0,3151685.0,1144120.0,,1041522.0,869070.0,,2385213.0,,,2385213.0,603961.0,1781252.0,,1781252.0,both
20,900174552.0,0,9892119.0,6740434.0,3151685.0,1144120.0,,1041522.0,869070.0,,2385213.0,,,2385213.0,603961.0,1781252.0,,1781252.0,both
21,900174552.0,0,9892119.0,6740434.0,3151685.0,1144120.0,,1041522.0,869070.0,,2385213.0,,,2385213.0,603961.0,1781252.0,,1781252.0,both
22,900263715.0,0,6441479.0,7082602.0,-641123.0,46587.0,0.0,700932.0,237209.0,0.0,-1532677.0,21.0,1116282.0,-2648938.0,93504.0,-2742442.0,0.0,-2742442.0,both
23,900263715.0,0,6441479.0,7082602.0,-641123.0,46587.0,0.0,700932.0,237209.0,0.0,-1532677.0,21.0,1116282.0,-2648938.0,93504.0,-2742442.0,0.0,-2742442.0,both
24,900355863.0,0,21978644.0,9621342.0,12357302.0,140353.0,,5892053.0,3533355.0,,3072247.0,,,3072247.0,1132715.0,1939532.0,,1939532.0,both
25,900355863.0,0,21978644.0,9621342.0,12357302.0,140353.0,,5892053.0,3533355.0,,3072247.0,,,3072247.0,1132715.0,1939532.0,,1939532.0,both
26,900355863.0,0,21978644.0,9621342.0,12357302.0,140353.0,,5892053.0,3533355.0,,3072247.0,,,3072247.0,1132715.0,1939532.0,,1939532.0,both
27,900355863.0,0,21978644.0,9621342.0,12357302.0,140353.0,,5892053.0,3533355.0,,3072247.0,,,3072247.0,1132715.0,1939532.0,,1939532.0,both
28,900444243.0,0,121642.0,,121642.0,411079.0,9.0,28250.0,538.0,,503924.0,44879.0,,548803.0,13195.0,535608.0,,535608.0,both
29,900444243.0,0,121642.0,,121642.0,411079.0,9.0,28250.0,538.0,,503924.0,44879.0,,548803.0,13195.0,535608.0,,535608.0,both
30,900558980.0,0,9315448.0,,9315448.0,33084.0,,895903.0,21909.0,,8430720.0,,,8430720.0,66320.0,8364400.0,,8364400.0,both
31,900558980.0,0,9315448.0,,9315448.0,33084.0,,895903.0,21909.0,,8430720.0,,,8430720.0,66320.0,8364400.0,,8364400.0,both
32,900558980.0,0,9315448.0,,9315448.0,33084.0,,895903.0,21909.0,,8430720.0,,,8430720.0,66320.0,8364400.0,,8364400.0,both
33,900558980.0,0,9315448.0,,9315448.0,33084.0,,895903.0,21909.0,,8430720.0,,,8430720.0,66320.0,8364400.0,,8364400.0,both
34,900670813.0,0,3194352.0,,3194352.0,137491.0,,48924.0,973.0,,3281946.0,,,3281946.0,,3281946.0,,3281946.0,both
35,900670813.0,0,3194352.0,,3194352.0,137491.0,,48924.0,973.0,,3281946.0,,,3281946.0,,3281946.0,,3281946.0,both
36,900670813.0,0,3194352.0,,3194352.0,137491.0,,48924.0,973.0,,3281946.0,,,3281946.0,,3281946.0,,3281946.0,both
37,900670813.0,0,3194352.0,,3194352.0,137491.0,,48924.0,973.0,,3281946.0,,,3281946.0,,3281946.0,,3281946.0,both
38,900776460.0,0,1863681.0,,1863681.0,652.0,,821375.0,43975.0,,998983.0,,30607.0,968376.0,374404.0,593972.0,,593972.0,both
39,900776460.0,0,1863681.0,,1863681.0,652.0,,821375.0,43975.0,,998983.0,,30607.0,968376.0,374404.0,593972.0,,593972.0,both
40,900619153.0,0,218619.0,,218619.0,1719.0,,23717.0,10778.0,,185843.0,,,185843.0,6834.0,179009.0,,179009.0,both
41,900619153.0,0,218619.0,,218619.0,1719.0,,23717.0,10778.0,,185843.0,,,185843.0,6834.0,179009.0,,179009.0,both
42,900619153.0,0,218619.0,,218619.0,1719.0,,23717.0,10778.0,,185843.0,,,185843.0,6834.0,179009.0,,179009.0,both
43,900619153.0,0,218619.0,,218619.0,1719.0,,23717.0,10778.0,,185843.0,,,185843.0,6834.0,179009.0,,179009.0,both
44,860058979.0,0,77177823.0,60193576.0,16984247.0,735604.0,7375926.0,2533124.0,1010984.0,,6799817.0,,2072838.0,4726979.0,1821110.0,2905869.0,,2905869.0,both
45,860058979.0,0,77177823.0,60193576.0,16984247.0,735604.0,7375926.0,2533124.0,1010984.0,,6799817.0,,2072838.0,4726979.0,1821110.0,2905869.0,,2905869.0,both
46,900726006.0,0,156091.0,,156091.0,0.0,,171750.0,97.0,,-15756.0,5242.0,155041.0,-165555.0,,-165555.0,,-165555.0,both
47,900726006.0,0,156091.0,,156091.0,0.0,,171750.0,97.0,,-15756.0,5242.0,155041.0,-165555.0,,-165555.0,,-165555.0,both
48,800020817.0,0,16089010.0,,16089010.0,0.0,,778615.0,,,15310395.0,5633846.0,122136.0,20822105.0,579050.0,20243055.0,,20243055.0,both
49,800020817.0,0,16089010.0,,16089010.0,0.0,,778615.0,,,15310395.0,5633846.0,122136.0,20822105.0,579050.0,20243055.0,,20243055.0,both
50,800005154.0,0,7050058.0,4273393.0,2776665.0,44545.0,1289178.0,1141752.0,74030.0,80948.0,397198.0,7333.0,211970.0,192561.0,67910.0,124651.0,0.0,124651.0,both
51,800005236.0,0,592050.0,99486.0,492564.0,0.0,0.0,357850.0,596.0,0.0,134118.0,0.0,0.0,134118.0,44259.0,89859.0,0.0,89859.0,both
52,800005311.0,0,16307458.0,11595164.0,4712294.0,136398.0,1581615.0,1627477.0,119124.0,,1520476.0,96118.0,149019.0,1467575.0,321007.0,1146568.0,,1146568.0,both
53,800005423.0,0,36584296.0,24035874.0,12548422.0,98971.0,8078176.0,3180419.0,319071.0,,1069727.0,14.0,844133.0,225608.0,210039.0,15569.0,,15569.0,both
54,800005591.0,0,738807.0,0.0,738807.0,3543.0,0.0,589111.0,46060.0,0.0,107179.0,0.0,0.0,107179.0,63075.0,44104.0,0.0,44104.0,both
55,800005727.0,0,2240446.0,1177320.0,1063126.0,542.0,0.0,803759.0,21440.0,0.0,238469.0,17862.0,67928.0,188403.0,64677.0,123726.0,0.0,123726.0,both
56,800005736.0,0,44812728.0,30483554.0,14329174.0,28117.0,8211900.0,2835249.0,621838.0,0.0,2688304.0,7204.0,494385.0,2201123.0,602143.0,1598980.0,0.0,1598980.0,both
57,800006286.0,0,11995950.0,9075180.0,2920770.0,467401.0,966366.0,939222.0,786820.0,0.0,695763.0,0.0,578027.0,117736.0,0.0,117736.0,0.0,117736.0,both
58,800006332.0,0,4427629.0,2872132.0,1555497.0,1425782.0,598741.0,854168.0,879049.0,0.0,649321.0,30727.0,593605.0,86443.0,36533.0,49910.0,0.0,49910.0,both
59,800006583.0,0,48139701.0,29998099.0,18141602.0,432855.0,8063253.0,1229134.0,2218975.0,,7063095.0,606812.0,,7669907.0,2589251.0,5080656.0,,5080656.0,both
60,800006608.0,0,10558215.0,2959224.0,7598991.0,282602.0,175813.0,2313146.0,530540.0,,4862094.0,161371.0,157572.0,4865893.0,2528215.0,2337678.0,,2337678.0,both
61,800006785.0,0,13647066.0,7684408.0,5962658.0,885665.0,206972.0,1663018.0,648963.0,,4329370.0,,,4329370.0,1428928.0,2900442.0,,2900442.0,both
62,800006900.0,0,14501756.0,9996813.0,4504943.0,22835.0,558334.0,1931231.0,264646.0,0.0,1773567.0,49006.0,285576.0,1536997.0,579510.0,957487.0,0.0,957487.0,both
63,800006902.0,0,768784.0,572547.0,196237.0,278985.0,7320.0,341132.0,21230.0,,105540.0,8099.0,36804.0,76835.0,68978.0,7857.0,,7857.0,both
64,800006911.0,0,17829118.0,11046654.0,6782464.0,742300.0,2990891.0,1443459.0,192138.0,,2898276.0,,,2898276.0,1198746.0,1699530.0,,1699530.0,both
65,800007122.0,0,58645346.0,50262613.0,8382733.0,1118421.0,6649553.0,465356.0,337240.0,,2049005.0,31560.0,297243.0,1783322.0,816701.0,966621.0,,966621.0,both
66,800007208.0,0,5687315.0,5858721.0,-171406.0,1793115.0,,206012.0,559245.0,,856452.0,,,856452.0,,856452.0,,856452.0,both
67,800007310.0,0,6254620.0,3960719.0,2293901.0,5662.0,603822.0,631136.0,239469.0,,825136.0,1021.0,145943.0,680214.0,224470.0,455744.0,,455744.0,both
68,800007355.0,0,21796254.0,15147171.0,6649083.0,277615.0,1937341.0,2362990.0,427263.0,,2199104.0,,392132.0,1806972.0,623996.0,1182976.0,,1182976.0,both
69,800007359.0,0,13469169.0,9687944.0,3781225.0,27881.0,1744051.0,1505289.0,0.0,0.0,559766.0,390.0,380881.0,179275.0,94874.0,84401.0,0.0,84401.0,both
70,800007367.0,0,20880081.0,16112258.0,4767823.0,305319.0,489851.0,1479376.0,69316.0,0.0,3034599.0,128771.0,105944.0,3057426.0,1112898.0,1944528.0,0.0,1944528.0,both
71,800007455.0,0,3758629.0,3911070.0,-152441.0,842371.0,221098.0,404611.0,,,64221.0,,446261.0,-382040.0,-36434.0,-345606.0,,-345606.0,both
72,800007673.0,0,1207610.0,,1207610.0,123611.0,,1254786.0,54033.0,,22402.0,,160436.0,-138034.0,40779.0,-178813.0,,-178813.0,both
73,800007983.0,0,20872368.0,17826397.0,3045971.0,109213.0,2261077.0,250765.0,110917.0,0.0,532425.0,305761.0,8343.0,829843.0,283175.0,546668.0,0.0,546668.0,both
74,800008307.0,0,20992373.0,455559.0,20536814.0,138345.0,0.0,7847089.0,7713893.0,0.0,5114177.0,38494.0,504174.0,4648497.0,1848619.0,2799878.0,0.0,2799878.0,both
75,800008324.0,0,4412967.0,3383189.0,1029778.0,152056.0,110092.0,631785.0,59078.0,0.0,380879.0,0.0,245849.0,135030.0,44560.0,90470.0,0.0,90470.0,both
76,800008538.0,0,3149912.0,3110668.0,39244.0,2481354.0,5313.0,977137.0,1201073.0,0.0,337075.0,241.0,8486.0,328830.0,82875.0,245955.0,,245955.0,both
77,800008677.0,0,532656.0,287250.0,245406.0,345.0,81538.0,347564.0,525.0,,-183876.0,145160.0,46670.0,-85386.0,33240.0,-118626.0,,-118626.0,both
78,800008737.0,0,4897060.0,4140889.0,756171.0,0.0,43926.0,268489.0,0.0,0.0,443756.0,84754.0,354509.0,174001.0,84880.0,89121.0,0.0,89121.0,both
79,800008801.0,0,5917497.0,4973500.0,943997.0,154574.0,,667716.0,123254.0,,307601.0,,,307601.0,254546.0,53055.0,,53055.0,both
80,800008833.0,0,87261.0,,87261.0,665970.0,,224310.0,0.0,-66791.0,462130.0,0.0,2628.0,459502.0,110349.0,349153.0,,349153.0,both
81,800009017.0,0,1057615.0,,1057615.0,338.0,,776153.0,17845.0,,263955.0,80380.0,34463.0,309872.0,200695.0,109177.0,,109177.0,both
82,800009345.0,0,470663.0,,470663.0,29.0,,1349399.0,249256.0,,-1127963.0,,,-1127963.0,-145012.0,-982951.0,,-982951.0,both
83,800009732.0,0,5376444.0,4505265.0,871179.0,84766.0,,280129.0,178625.0,,497191.0,2433.0,656.0,498968.0,-77478.0,576446.0,,576446.0,both
84,800009802.0,0,6650520.0,5232655.0,1417865.0,31224.0,,887485.0,13428.0,,548176.0,1291.0,299621.0,249846.0,100761.0,149085.0,,149085.0,both
85,800009973.0,0,5768382.0,3385046.0,2383336.0,77943.0,311013.0,1734713.0,106273.0,,309280.0,3814.0,3948.0,309146.0,159199.0,149947.0,,149947.0,both
86,800010284.0,0,335271.0,0.0,335271.0,0.0,71020.0,150918.0,0.0,0.0,113333.0,0.0,0.0,113333.0,0.0,113333.0,0.0,113333.0,both
87,800010319.0,0,8351467.0,7075523.0,1275944.0,742564.0,1749060.0,238020.0,,,31428.0,325124.0,109668.0,246884.0,,246884.0,,246884.0,both
88,800010634.0,0,7361549.0,3459713.0,3901836.0,92618.0,988503.0,2332590.0,256602.0,,416759.0,,,416759.0,158316.0,258443.0,,258443.0,both
89,800010668.0,0,57324080.0,48966242.0,8357838.0,748422.0,5805204.0,188501.0,1145577.0,,1966978.0,,,1966978.0,,1966978.0,,1966978.0,both
90,800010701.0,0,11891726.0,25560.0,11866166.0,250901.0,0.0,10146541.0,57814.0,0.0,1912712.0,0.0,121583.0,1791129.0,664929.0,1126200.0,0.0,1126200.0,both
91,800010724.0,0,17546286.0,11027533.0,6518753.0,0.0,5740121.0,,785032.0,,-6400.0,,,-6400.0,468072.0,-474472.0,,-474472.0,both
92,800010792.0,0,2282893.0,162717.0,2120176.0,111966.0,154054.0,2150025.0,,,-71937.0,,71045.0,-142982.0,509522.0,-652504.0,,-652504.0,both
93,800010923.0,0,78439.0,216000.0,-137561.0,6.0,,57838.0,2106.0,,-197499.0,4026.0,27.0,-193500.0,-265.0,-193235.0,,-193235.0,both
94,800010950.0,0,12005812.0,8831042.0,3174770.0,423340.0,1425706.0,1092665.0,336865.0,,742874.0,,1041895.0,-299021.0,-52295.0,-246726.0,,-246726.0,both
95,800010972.0,0,19040706.0,11963016.0,7077690.0,0.0,0.0,9362810.0,938708.0,0.0,-3223828.0,2540094.0,0.0,-683734.0,174710.0,-858444.0,0.0,-858444.0,both
96,800011161.0,0,109246703.0,96390559.0,12856144.0,12395882.0,6687794.0,3863649.0,,,14700583.0,,2143178.0,12557405.0,1878821.0,10678584.0,,10678584.0,both
97,800011170.0,0,33166776.0,25158459.0,8008317.0,113585.0,4554717.0,2046911.0,634136.0,,886138.0,,789958.0,96180.0,85937.0,10243.0,,10243.0,both
98,800011205.0,0,2563516.0,2008800.0,554716.0,87820.0,453377.0,,116138.0,,73021.0,178900.0,206903.0,45018.0,31179.0,13839.0,,13839.0,both
99,800011207.0,0,22140698.0,16567724.0,5572974.0,357325.0,3092662.0,2005598.0,15351.0,,816688.0,38693.0,325951.0,529430.0,149318.0,380112.0,,380112.0,both
100,800011489.0,0,1237628.0,,1237628.0,0.0,0.0,6282.0,0.0,-2981169.0,-1749823.0,0.0,0.0,-1749823.0,375270.0,-2125093.0,,-2125093.0,both
101,800011815.0,0,1753446.0,,1753446.0,196079.0,594798.0,528491.0,27108.0,,799128.0,419075.0,17712.0,1200491.0,297344.0,903147.0,,903147.0,both
102,800011874.0,0,9519493.0,4922929.0,4596564.0,126275.0,378549.0,2788372.0,0.0,0.0,1555918.0,0.0,119172.0,1436746.0,474126.0,962620.0,,962620.0,both
103,800011951.0,0,29467876.0,24716288.0,4751588.0,426784.0,1356392.0,1048526.0,,,2773454.0,,377985.0,2395469.0,806904.0,1588565.0,,1588565.0,both
104,800012173.0,0,23967740.0,20861217.0,3106523.0,101705.0,1012160.0,,,,2196068.0,,278665.0,1917403.0,703095.0,1214308.0,,1214308.0,both
105,800012181.0,0,6143336.0,4120290.0,2023046.0,142636.0,,1625059.0,6957.0,,533666.0,1741.0,474549.0,60858.0,54115.0,6743.0,,6743.0,both
106,800012310.0,0,6348694.0,0.0,6348694.0,0.0,0.0,6210383.0,0.0,0.0,138311.0,0.0,106989.0,31322.0,15308.0,16014.0,0.0,16014.0,both
107,800012670.0,0,11622663.0,8693084.0,2929579.0,48983.0,648104.0,1047687.0,157252.0,,1125519.0,37565.0,292504.0,870580.0,405034.0,465546.0,,465546.0,both
108,800012778.0,0,33701125.0,23234644.0,10466481.0,269409.0,6358958.0,2655513.0,38707.0,0.0,1682712.0,656506.0,1008632.0,1330586.0,0.0,1330586.0,0.0,1330586.0,both
109,800012833.0,0,25042919.0,20408886.0,4634033.0,50759.0,2602954.0,1438153.0,23766.0,-3525.0,616394.0,5288.0,439199.0,182483.0,113600.0,68883.0,0.0,68883.0,both
110,800012888.0,0,54995693.0,49614559.0,5381134.0,409833.0,,471733.0,518838.0,,4800396.0,,236355.0,4564041.0,1656696.0,2907345.0,,2907345.0,both
111,800013148.0,0,0.0,0.0,0.0,152887.0,1984.0,83974.0,318040.0,0.0,-251111.0,155767.0,0.0,-95344.0,20784.0,-116128.0,0.0,-116128.0,both
112,800013331.0,0,22030955.0,,22030955.0,638710.0,10684226.0,9663913.0,991381.0,,1330145.0,,,1330145.0,630000.0,700145.0,,700145.0,both
113,800013455.0,0,23954396.0,11568621.0,12385775.0,421160.0,8683077.0,2866489.0,285278.0,,972091.0,315342.0,1439978.0,-152545.0,139514.0,-292059.0,,-292059.0,both
114,800013536.0,0,4386074.0,,4386074.0,512722.0,,3021285.0,1971733.0,,-94222.0,,,-94222.0,231966.0,-326188.0,,-326188.0,both
115,800013617.0,0,13700122.0,11040315.0,2659807.0,0.0,983202.0,,,,1676605.0,,221331.0,1455274.0,480240.0,975034.0,,975034.0,both
116,800013879.0,0,9021965.0,7304381.0,1717584.0,1798.0,312595.0,933813.0,49146.0,,423828.0,0.0,86323.0,337505.0,130728.0,206777.0,,206777.0,both
117,800014096.0,0,13066980.0,9164022.0,3902958.0,77911.0,2852562.0,616834.0,7082.0,,504391.0,,64443.0,439948.0,156119.0,283829.0,,283829.0,both
118,800014107.0,0,13346109.0,10884692.0,2461417.0,26055.0,510050.0,1196295.0,352342.0,,428785.0,63035.0,,491820.0,184333.0,307487.0,,307487.0,both
119,800014338.0,0,60862446.0,28599053.0,32263393.0,312444.0,18951402.0,3915453.0,2312399.0,-66925.0,7329658.0,,384437.0,6945221.0,3595551.0,3349670.0,,3349670.0,both
120,800014574.0,0,19930503.0,13058877.0,6871626.0,247002.0,5654698.0,697126.0,22469.0,,744335.0,18989.0,121466.0,641858.0,256092.0,385766.0,,385766.0,both
121,800014620.0,0,7844870.0,5678526.0,2166344.0,17308.0,882836.0,1073034.0,82997.0,-8008.0,136777.0,0.0,29826.0,106951.0,-53668.0,160619.0,0.0,160619.0,both
122,800014880.0,0,456312.0,219192.0,237120.0,22673.0,139149.0,66801.0,228.0,,53615.0,18117.0,13897.0,57835.0,56464.0,1371.0,,1371.0,both
123,800014903.0,0,174521.0,95235.0,79286.0,78434.0,93634.0,,5903.0,,58183.0,,,58183.0,20762.0,37421.0,,37421.0,both
124,800014968.0,0,1498118.0,727183.0,770935.0,506563.0,,247329.0,1178995.0,,-148826.0,0.0,144044.0,-292870.0,-439720.0,146850.0,,146850.0,both
125,800015583.0,0,167913643.0,144695704.0,23217939.0,1122004.0,10287830.0,6704832.0,622591.0,,6724690.0,243194.0,737179.0,6230705.0,2547403.0,3683302.0,,3683302.0,both
126,800015603.0,0,16047114.0,11844799.0,4202315.0,125961.0,1636933.0,1761482.0,,,929861.0,0.0,151266.0,778595.0,414249.0,364346.0,,364346.0,both
127,800015713.0,0,964693.0,,964693.0,304243.0,,768785.0,6883.0,,493268.0,,,493268.0,75119.0,418149.0,,418149.0,both
128,800015819.0,0,4191777.0,,4191777.0,0.0,215303.0,2918377.0,2521.0,9665.0,1065241.0,,1740.0,1063501.0,350955.0,712546.0,,712546.0,both
129,800015821.0,0,9065518.0,6439087.0,2626431.0,9653.0,0.0,1942195.0,163138.0,-14323.0,516428.0,0.0,99958.0,416470.0,194795.0,221675.0,0.0,221675.0,both
130,800016006.0,0,271884.0,15135.0,256749.0,3447.0,0.0,387139.0,173621.0,0.0,-300564.0,0.0,0.0,-300564.0,188070.0,-488634.0,0.0,-488634.0,both
131,800016107.0,0,2230729.0,,2230729.0,1.0,,836675.0,,,1394055.0,,,1394055.0,488835.0,905220.0,,905220.0,both
132,800016116.0,0,1639595.0,,1639595.0,0.0,861013.0,445628.0,0.0,-52699.0,280255.0,16084.0,157175.0,139164.0,148604.0,-9440.0,,-9440.0,both
133,800016281.0,0,46900656.0,43239342.0,3661314.0,0.0,0.0,710855.0,773851.0,0.0,2176608.0,2122630.0,326019.0,3973219.0,1438091.0,2535128.0,0.0,2535128.0,both
134,800016289.0,0,3633990.0,1727588.0,1906402.0,66779.0,1223751.0,408609.0,115421.0,,225400.0,,,225400.0,,225400.0,,225400.0,both
135,800016656.0,0,518507.0,676187.0,-157680.0,0.0,7681.0,326732.0,131128.0,0.0,-623221.0,0.0,78724.0,-701945.0,153893.0,-855838.0,0.0,-855838.0,both
136,800016744.0,0,9467227.0,8370425.0,1096802.0,87406.0,1127.0,1031204.0,14284.0,0.0,137593.0,0.0,0.0,137593.0,31046.0,106547.0,0.0,106547.0,both
137,800016920.0,0,383003.0,100548.0,282455.0,15.0,,182915.0,1101.0,,98454.0,,,98454.0,36330.0,62124.0,,62124.0,both
138,800016957.0,0,903231.0,421239.0,481992.0,51062.0,4790.0,370729.0,115136.0,0.0,42399.0,0.0,0.0,42399.0,13874.0,28525.0,,28525.0,both
139,800017180.0,0,5444637.0,2567370.0,2877267.0,196582.0,721109.0,1705896.0,24361.0,0.0,622483.0,0.0,0.0,622483.0,175633.0,446850.0,0.0,446850.0,both
140,800017277.0,0,1293676.0,501360.0,792316.0,28430.0,9977.0,657969.0,4722.0,,148078.0,4832.0,16826.0,136084.0,42015.0,94069.0,,94069.0,both
141,800017779.0,0,8147388.0,,8147388.0,361810.0,52477.0,3107760.0,6116.0,,5342845.0,1007054.0,756124.0,5593775.0,2242210.0,3351565.0,,3351565.0,both
142,800017873.0,0,6700047.0,4794013.0,1906034.0,0.0,,1377618.0,,,528416.0,227726.0,174429.0,581713.0,219861.0,361852.0,,361852.0,both
143,800018143.0,0,399953.0,,399953.0,881.0,,280949.0,5.0,,119880.0,,,119880.0,-33134.0,153014.0,,153014.0,both
144,800018181.0,0,9866798.0,556878.0,9309920.0,123988.0,6350.0,6072231.0,1576215.0,0.0,1779112.0,0.0,169626.0,1609486.0,957891.0,651595.0,0.0,651595.0,both
145,800000090.0,0,1674930.0,5733.0,1669197.0,157284.0,,1514740.0,45225.0,,266516.0,16.0,119520.0,147012.0,82358.0,64654.0,,64654.0,both
146,800000268.0,0,300000.0,,300000.0,2488.0,,236818.0,1486.0,,64184.0,,39875.0,24309.0,8022.0,16287.0,,16287.0,both
147,800000276.0,0,341774165.0,291273482.0,50500683.0,342293.0,37984207.0,10702038.0,1749128.0,2505715.0,2913318.0,,3664861.0,-751543.0,1005283.0,-1756826.0,,-1756826.0,both
148,800000313.0,0,4942608.0,3394648.0,1547960.0,28147.0,1181042.0,734590.0,15231.0,,-354756.0,3543.0,176507.0,-527720.0,20357.0,-548077.0,,-548077.0,both
149,800000457.0,0,10927214.0,8362679.0,2564535.0,175835.0,,1737074.0,133140.0,,870156.0,14055.0,,884211.0,291790.0,592421.0,,592421.0,both
150,800000750.0,0,132566524.0,61554030.0,71012494.0,1900330.0,,8960099.0,,,63952725.0,0.0,578557.0,63374168.0,28072503.0,35301665.0,,35301665.0,both
151,800001020.0,0,4913131.0,,4913131.0,66050.0,,942307.0,,,4036874.0,,13545.0,4023329.0,1554774.0,2468555.0,,2468555.0,both
152,800001047.0,0,11001246.0,7748711.0,3252535.0,11005.0,1814662.0,789728.0,7406.0,,651744.0,3117.0,22.0,654839.0,225080.0,429759.0,,429759.0,both
153,800001075.0,0,7499881.0,6126305.0,1373576.0,1484492.0,178409.0,2383511.0,1230629.0,0.0,-934481.0,152745.0,837153.0,-1618889.0,0.0,-1618889.0,,-1618889.0,both
154,800001161.0,0,173419.0,84050.0,89369.0,3546.0,,75598.0,1932.0,,15385.0,19192.0,1651.0,32926.0,,32926.0,,32926.0,both
155,800001266.0,0,3904073.0,3626416.0,277657.0,793307.0,1032961.0,1985603.0,3320493.0,,-5268093.0,,,-5268093.0,,-5268093.0,,-5268093.0,both
156,800001351.0,0,623163.0,0.0,623163.0,2611.0,0.0,1195036.0,0.0,0.0,-569262.0,979778.0,67157.0,343359.0,136362.0,206997.0,0.0,206997.0,both
157,800001792.0,0,5350030.0,3071136.0,2278894.0,0.0,,2991990.0,,320990.0,-392106.0,139226.0,488706.0,-741586.0,,-741586.0,,-741586.0,both
158,800001845.0,0,29539440.0,24890923.0,4648517.0,1429906.0,0.0,3296461.0,0.0,0.0,2781962.0,0.0,221034.0,2560928.0,0.0,2560928.0,0.0,2560928.0,both
159,800002538.0,0,560867.0,,560867.0,107778.0,,425939.0,798077.0,,-555371.0,5.0,,-555366.0,77403.0,-632769.0,,-632769.0,both
160,800002609.0,0,12792860.0,6575304.0,6217556.0,183108.0,4412044.0,1052960.0,122164.0,,813496.0,591721.0,1159807.0,245410.0,81905.0,163505.0,,163505.0,both
