month,id-product
05,C41
05,D25
05,C20
05,B12
05,D15
05,B20
05,D24
05,A54
05,D31
05,D41
05,D54
05,A02
05,A24
05,D31
05,B00
05,C33
05,E02
05,A11
05,C31
05,D03
05,D02
05,C55
05,C45
05,D25
05,C50
05,D33
05,C43
05,B43
05,D53
05,C41
05,D20
05,A03
05,A53
05,B10
05,C32
05,E02
05,D55
05,D22
05,D54
05,D54
05,D13
05,C21
05,B51
05,E20
05,E04
05,D00
05,E00
05,C31
05,D34
05,D23
05,D55
05,D11
05,D11
05,E13
05,D23
05,D04
05,C54
05,C52
05,C34
05,D23
05,C45
05,D00
05,D41
05,D30
05,C42
05,B41
05,D10
05,D12
05,C03
05,D45
05,A55
05,D12
05,C42
05,D02
05,B50
05,D42
05,D01
05,B03
05,D23
05,D12
05,D51
05,C32
05,C02
05,D25
05,B33
05,B42
06,A53
06,C45
06,D24
06,D52
06,B54
06,C45
06,D31
06,D40
06,C20
06,D00
06,D42
06,D13
06,D20
06,B03
06,D34
06,E21
06,A14
06,A21
06,B13
06,C03
06,C10
06,E54
06,D34
06,C53
06,D15
06,A03
06,A00
06,A43
06,A15
06,D42
06,D01
06,D00
06,D31
06,C35
06,D02
06,C30
06,D21
06,D25
06,D05
06,C50
06,C01
06,D05
06,C14
06,D33
06,D23
06,E53
06,A51
06,D23
06,D24
06,D41
06,D04
06,D11
06,A43
06,C55
06,D21
06,D12
06,D32
06,D23
06,D02
06,B41
06,A05
06,C20
06,D45
06,D24
06,E50
06,D52
06,D14
06,D31
06,D03
06,D22
06,C21
06,C23
06,D31
06,D50
06,C30
06,C10
06,B23
06,D51
06,E21
06,C34
06,D54
06,D54
06,D31
06,B33
06,A52
06,D24
06,B31
06,D13
06,D31
06,A11
06,C50
06,C21
06,E25
06,C55
