id,transaction_date
233,27/03/2025 09:50:00
221,26/03/2025 04:39:00
132,25/03/2025 07:11:00
303,27/03/2025 17:56:00
400,29/03/2025 22:15:00
478,20/03/2025 09:55:00
593,31/03/2025 20:17:00
405,02/03/2025 23:18:00
295,02/03/2025 10:36:00
616,08/03/2025 21:02:00
204,18/03/2025 06:02:00
603,07/03/2025 14:38:00
351,19/03/2025 20:30:00
171,21/03/2025 05:09:00
354,10/03/2025 04:00:00
183,11/03/2025 06:11:00
239,20/03/2025 04:25:00
706,24/03/2025 17:44:00
167,20/03/2025 10:19:00
299,02/03/2025 03:52:00
148,13/03/2025 21:25:00
577,07/03/2025 17:52:00
376,04/03/2025 16:40:00
249,11/03/2025 15:01:00
582,25/03/2025 08:00:00
253,14/03/2025 19:30:00
184,05/03/2025 23:50:00
315,29/03/2025 17:57:00
140,13/03/2025 00:22:00
414,15/03/2025 15:52:00
416,12/03/2025 07:04:00
520,28/03/2025 05:42:00
129,07/03/2025 03:46:00
499,14/03/2025 10:28:00
101,24/03/2025 04:17:00
627,11/03/2025 18:48:00
632,20/03/2025 08:30:00
435,02/03/2025 17:52:00
434,14/03/2025 16:22:00
561,22/03/2025 21:25:00
161,14/03/2025 13:02:00
298,30/03/2025 16:09:00
721,03/03/2025 14:52:00
364,08/03/2025 06:47:00
662,08/03/2025 23:47:00
260,02/03/2025 06:24:00
604,31/03/2025 14:41:00
665,17/03/2025 00:09:00
421,06/03/2025 20:31:00
339,04/03/2025 20:30:00
462,26/03/2025 12:34:00
247,19/03/2025 14:33:00
685,03/03/2025 08:54:00
520,10/03/2025 11:31:00
185,15/03/2025 21:23:00
111,06/03/2025 14:46:00
416,21/03/2025 14:38:00
268,28/03/2025 04:29:00
693,28/03/2025 20:38:00
673,01/03/2025 12:19:00
237,08/03/2025 12:01:00
207,14/03/2025 05:29:00
669,01/03/2025 03:56:00
414,06/03/2025 23:20:00
648,12/03/2025 08:25:00
106,26/03/2025 17:09:00
223,16/03/2025 15:30:00
241,17/03/2025 08:28:00
468,07/03/2025 13:25:00
444,11/03/2025 04:48:00
154,18/03/2025 08:26:00
596,04/03/2025 18:06:00
573,25/03/2025 09:45:00
286,23/03/2025 14:33:00
202,23/03/2025 23:29:00
714,25/03/2025 12:55:00
118,09/03/2025 15:47:00
614,22/03/2025 12:17:00
124,17/03/2025 13:03:00
683,11/03/2025 13:07:00
658,18/03/2025 14:41:00
385,03/03/2025 15:05:00
368,18/03/2025 03:24:00
228,26/03/2025 16:39:00
287,05/03/2025 06:32:00
634,02/03/2025 18:44:00
494,17/03/2025 22:19:00
117,01/03/2025 17:24:00
718,12/03/2025 18:28:00
655,07/03/2025 10:20:00
477,13/03/2025 22:32:00
306,29/03/2025 03:18:00
113,21/03/2025 12:46:00
102,16/03/2025 06:02:00
415,22/03/2025 20:56:00
489,26/03/2025 17:18:00
256,21/03/2025 15:34:00
422,09/03/2025 04:45:00
450,30/03/2025 08:20:00
286,06/03/2025 20:10:00
469,20/03/2025 12:42:00
244,18/03/2025 00:10:00
399,29/03/2025 12:21:00
231,04/03/2025 02:12:00
602,25/03/2025 06:46:00
570,17/03/2025 10:20:00
688,29/03/2025 16:46:00
512,21/03/2025 22:02:00
523,20/03/2025 04:49:00
466,21/03/2025 21:41:00
716,01/03/2025 05:50:00
524,26/03/2025 13:50:00
423,26/03/2025 02:10:00
628,25/03/2025 00:40:00
729,06/03/2025 16:55:00
577,13/03/2025 21:43:00
279,04/03/2025 15:16:00
676,06/03/2025 16:36:00
527,01/03/2025 08:51:00
309,29/03/2025 18:19:00
124,08/03/2025 02:09:00
501,28/03/2025 09:02:00
227,26/03/2025 12:57:00
372,21/03/2025 14:57:00
267,31/03/2025 04:25:00
448,11/03/2025 13:16:00
496,08/03/2025 13:29:00
258,03/03/2025 06:53:00
112,22/03/2025 21:12:00
697,01/04/2025 00:42:00
532,21/03/2025 05:56:00
361,25/03/2025 14:34:00
712,05/03/2025 07:27:00
621,09/03/2025 08:49:00
139,06/03/2025 11:51:00
365,04/03/2025 04:00:00
682,22/03/2025 22:30:00
572,14/03/2025 17:58:00
613,11/03/2025 23:25:00
411,12/03/2025 16:40:00
708,09/03/2025 11:48:00
609,24/03/2025 07:45:00
610,05/03/2025 17:11:00
137,06/03/2025 19:33:00
179,03/03/2025 23:56:00
649,17/03/2025 02:45:00
502,30/03/2025 16:32:00
407,15/03/2025 22:14:00
497,05/03/2025 11:39:00
164,25/03/2025 14:06:00
178,13/03/2025 04:03:00
444,27/03/2025 04:45:00
107,23/03/2025 07:02:00
581,21/03/2025 12:14:00
416,08/03/2025 19:21:00
400,29/03/2025 09:39:00
437,20/03/2025 08:08:00
198,06/03/2025 16:36:00
381,26/03/2025 17:56:00
451,29/03/2025 19:30:00
586,14/03/2025 23:38:00
105,01/03/2025 05:05:00
469,15/03/2025 22:05:00
639,03/03/2025 00:54:00
264,08/03/2025 14:29:00
532,18/03/2025 12:23:00
120,05/03/2025 20:58:00
311,01/03/2025 06:52:00
136,13/03/2025 08:19:00
460,09/03/2025 14:25:00
302,15/03/2025 16:17:00
207,21/03/2025 05:39:00
121,27/03/2025 17:25:00
608,23/03/2025 03:44:00
227,16/03/2025 20:30:00
674,22/03/2025 00:46:00
227,29/03/2025 19:29:00
644,16/03/2025 09:13:00
542,18/03/2025 21:05:00
421,01/03/2025 07:17:00
664,06/03/2025 07:37:00
498,20/03/2025 00:33:00
311,02/03/2025 11:09:00
476,16/03/2025 05:28:00
467,30/03/2025 10:40:00
278,08/03/2025 06:32:00
255,21/03/2025 06:46:00
161,30/03/2025 21:16:00
252,05/03/2025 21:42:00
627,09/03/2025 09:02:00
251,11/03/2025 16:49:00
159,18/03/2025 18:43:00
394,14/03/2025 19:07:00
432,19/03/2025 00:20:00
102,26/03/2025 04:21:00
212,29/03/2025 22:39:00
535,18/03/2025 18:55:00
668,25/03/2025 04:36:00
188,26/03/2025 04:07:00
304,27/03/2025 11:54:00
279,30/03/2025 09:13:00
610,26/03/2025 21:57:00
606,16/03/2025 22:09:00
307,09/03/2025 16:04:00
462,20/03/2025 00:25:00
258,22/03/2025 10:08:00
321,12/03/2025 11:31:00
620,07/03/2025 21:58:00
649,03/03/2025 18:09:00
586,14/03/2025 16:32:00
572,14/03/2025 08:27:00
379,03/03/2025 10:48:00
244,12/03/2025 02:55:00
297,16/03/2025 22:53:00
195,28/03/2025 11:24:00
388,27/03/2025 13:22:00
284,29/03/2025 17:46:00
447,16/03/2025 15:43:00
605,30/03/2025 00:50:00
411,25/03/2025 19:40:00
222,25/03/2025 23:08:00
354,09/03/2025 06:03:00
121,15/03/2025 17:21:00
507,03/03/2025 13:12:00
329,26/03/2025 00:07:00
692,18/03/2025 11:22:00
386,16/03/2025 03:52:00
102,08/03/2025 11:47:00
621,27/03/2025 23:10:00
343,30/03/2025 17:45:00
336,05/03/2025 20:03:00
588,25/03/2025 22:31:00
246,26/03/2025 14:10:00
467,22/03/2025 19:28:00
582,17/03/2025 12:44:00
186,14/03/2025 05:32:00
535,31/03/2025 22:17:00
726,14/03/2025 13:11:00
710,12/03/2025 15:28:00
303,24/03/2025 06:54:00
181,02/03/2025 09:17:00
621,23/03/2025 19:45:00
342,21/03/2025 14:00:00
522,02/03/2025 02:39:00
670,21/03/2025 20:58:00
611,13/03/2025 02:03:00
565,29/03/2025 00:46:00
131,01/03/2025 04:47:00
543,11/03/2025 22:25:00
323,12/03/2025 03:33:00
146,15/03/2025 00:02:00
191,31/03/2025 14:00:00
666,12/03/2025 18:10:00
389,02/03/2025 19:35:00
720,28/03/2025 16:57:00
310,16/03/2025 10:28:00
243,08/03/2025 12:56:00
291,14/03/2025 00:48:00
150,19/03/2025 00:42:00
284,12/03/2025 04:45:00
523,16/03/2025 07:31:00
182,18/03/2025 10:03:00
645,22/03/2025 10:58:00
407,08/03/2025 07:42:00
160,04/03/2025 04:18:00
217,10/03/2025 07:22:00
482,07/03/2025 17:20:00
424,20/03/2025 04:38:00
459,07/03/2025 17:01:00
246,30/03/2025 14:40:00
303,20/03/2025 14:21:00
174,12/03/2025 23:04:00
183,03/03/2025 21:40:00
258,17/03/2025 02:32:00
611,01/03/2025 10:19:00
686,09/03/2025 02:38:00
138,26/03/2025 04:27:00
173,13/03/2025 04:56:00
360,16/03/2025 12:04:00
119,18/03/2025 22:56:00
390,13/03/2025 03:22:00
715,02/03/2025 22:16:00
426,09/03/2025 03:51:00
623,09/03/2025 12:12:00
306,20/03/2025 04:05:00
211,05/03/2025 13:32:00
435,25/03/2025 17:41:00
431,30/03/2025 05:14:00
269,07/03/2025 14:15:00
229,08/03/2025 13:09:00
105,17/03/2025 20:52:00
116,27/03/2025 17:57:00
155,02/03/2025 10:01:00
132,16/03/2025 10:47:00
345,14/03/2025 05:24:00
445,04/03/2025 06:39:00
288,14/03/2025 13:24:00
156,19/03/2025 13:14:00
294,04/03/2025 11:46:00
329,22/03/2025 09:13:00
414,25/03/2025 09:08:00
293,08/03/2025 16:18:00
469,19/03/2025 02:26:00
445,16/03/2025 20:00:00
606,21/03/2025 16:47:00
340,06/03/2025 12:23:00
631,27/03/2025 09:08:00
286,15/03/2025 09:28:00
500,05/03/2025 23:45:00
279,14/03/2025 23:45:00
295,11/03/2025 06:49:00
683,20/03/2025 18:03:00
178,15/03/2025 11:19:00
650,12/03/2025 13:18:00
514,15/03/2025 09:53:00
649,14/03/2025 08:49:00
444,20/03/2025 23:58:00
113,31/03/2025 11:50:00
405,11/03/2025 13:37:00
635,31/03/2025 12:00:00
500,30/03/2025 09:32:00
412,24/03/2025 15:04:00
460,28/03/2025 03:43:00
130,23/03/2025 04:27:00
312,21/03/2025 14:58:00
361,13/03/2025 19:23:00
669,10/03/2025 12:24:00
387,31/03/2025 11:35:00
612,12/03/2025 03:19:00
653,31/03/2025 05:22:00
283,05/03/2025 23:15:00
330,25/03/2025 22:55:00
556,25/03/2025 03:25:00
517,26/03/2025 20:18:00
237,04/03/2025 23:39:00
309,26/03/2025 09:34:00
556,05/03/2025 00:44:00
664,26/03/2025 18:56:00
519,29/03/2025 21:11:00
523,11/03/2025 16:21:00
194,12/03/2025 20:27:00
405,28/03/2025 15:45:00
697,04/03/2025 12:51:00
641,11/03/2025 20:25:00
591,04/03/2025 02:18:00
411,15/03/2025 11:44:00
458,30/03/2025 00:31:00
658,31/03/2025 14:29:00
522,08/03/2025 03:52:00
242,01/03/2025 22:07:00
104,22/03/2025 20:37:00
445,27/03/2025 06:47:00
296,11/03/2025 02:43:00
183,23/03/2025 13:39:00
557,04/03/2025 03:38:00
521,09/03/2025 20:41:00
710,26/03/2025 00:49:00
528,01/03/2025 14:40:00
409,30/03/2025 02:04:00
173,12/03/2025 05:45:00
277,29/03/2025 12:44:00
542,03/03/2025 06:33:00
350,13/03/2025 02:50:00
540,02/03/2025 13:41:00
504,10/03/2025 16:58:00
510,09/03/2025 08:15:00
531,26/03/2025 14:06:00
259,05/03/2025 09:58:00
151,26/03/2025 16:48:00
264,06/03/2025 23:12:00
263,17/03/2025 12:48:00
530,31/03/2025 23:14:00
684,25/03/2025 03:46:00
173,04/03/2025 02:53:00
684,20/03/2025 00:37:00
696,01/03/2025 21:28:00
122,15/03/2025 00:57:00
479,07/03/2025 00:20:00
204,24/03/2025 19:14:00
128,10/03/2025 21:00:00
700,31/03/2025 14:56:00
686,23/03/2025 15:58:00
688,14/03/2025 23:45:00
581,08/03/2025 02:44:00
255,19/03/2025 16:48:00
165,07/03/2025 23:43:00
236,23/03/2025 22:32:00
691,14/03/2025 13:29:00
170,28/03/2025 20:24:00
301,31/03/2025 00:52:00
585,17/03/2025 14:19:00
371,07/03/2025 15:56:00
565,15/03/2025 13:47:00
271,10/03/2025 10:53:00
588,22/03/2025 16:49:00
130,05/03/2025 19:14:00
245,16/03/2025 17:43:00
159,01/03/2025 07:26:00
606,05/03/2025 11:35:00
483,03/03/2025 21:36:00
611,27/03/2025 05:36:00
558,12/03/2025 04:05:00
641,08/03/2025 17:28:00
618,11/03/2025 13:10:00
270,15/03/2025 17:56:00
723,17/03/2025 10:06:00
566,18/03/2025 05:04:00
367,31/03/2025 12:55:00
519,09/03/2025 20:11:00
306,06/03/2025 09:55:00
564,05/03/2025 20:43:00
700,05/03/2025 22:31:00
329,02/03/2025 16:02:00
485,24/03/2025 00:11:00
125,30/03/2025 17:46:00
283,05/03/2025 04:15:00
112,04/03/2025 02:22:00
520,14/03/2025 04:43:00
551,24/03/2025 07:42:00
545,08/03/2025 14:35:00
411,26/03/2025 19:07:00
499,02/03/2025 18:30:00
599,05/03/2025 14:44:00
607,19/03/2025 18:45:00
128,20/03/2025 22:51:00
516,07/03/2025 20:07:00
125,17/03/2025 22:40:00
192,01/03/2025 19:07:00
258,17/03/2025 13:02:00
397,12/03/2025 08:26:00
464,13/03/2025 13:31:00
701,18/03/2025 20:00:00
281,12/03/2025 09:10:00
522,26/03/2025 11:06:00
394,21/03/2025 11:03:00
374,21/03/2025 05:44:00
496,25/03/2025 13:25:00
119,30/03/2025 17:17:00
163,30/03/2025 23:43:00
114,08/03/2025 00:45:00
477,15/03/2025 20:02:00
198,16/03/2025 22:31:00
537,03/03/2025 11:35:00
251,13/03/2025 05:52:00
408,25/03/2025 02:44:00
651,16/03/2025 10:07:00
445,08/03/2025 06:18:00
211,02/03/2025 18:53:00
729,20/03/2025 12:48:00
535,02/03/2025 07:03:00
706,17/03/2025 09:46:00
449,21/03/2025 16:46:00
340,22/03/2025 04:52:00
314,01/03/2025 18:12:00
468,23/03/2025 07:47:00
154,22/03/2025 13:47:00
613,01/03/2025 08:25:00
686,14/03/2025 11:27:00
453,18/03/2025 22:45:00
597,24/03/2025 04:11:00
114,14/03/2025 20:14:00
571,12/03/2025 13:47:00
487,06/03/2025 07:01:00
195,19/03/2025 09:17:00
641,07/03/2025 04:43:00
274,04/03/2025 12:17:00
536,01/03/2025 06:51:00
152,19/03/2025 22:42:00
354,25/03/2025 02:30:00
331,07/03/2025 16:58:00
141,22/03/2025 09:49:00
240,10/03/2025 04:48:00
400,24/03/2025 06:35:00
677,08/03/2025 15:26:00
317,13/03/2025 04:43:00
333,12/03/2025 04:39:00
193,01/03/2025 23:10:00
182,02/03/2025 23:44:00
180,25/03/2025 05:41:00
637,01/03/2025 19:08:00
564,12/03/2025 05:00:00
371,26/03/2025 19:51:00
430,01/03/2025 07:04:00
720,19/03/2025 09:35:00
440,08/03/2025 13:23:00
542,29/03/2025 02:16:00
249,01/03/2025 02:25:00
441,01/03/2025 06:45:00
231,30/03/2025 06:30:00
555,26/03/2025 05:57:00
545,12/03/2025 04:56:00
228,28/03/2025 18:17:00
306,11/03/2025 00:34:00
224,07/03/2025 23:25:00
548,07/03/2025 15:35:00
292,28/03/2025 06:20:00
660,04/03/2025 08:48:00
728,21/03/2025 17:52:00
589,05/03/2025 19:50:00
130,30/03/2025 18:06:00
628,11/03/2025 11:08:00
638,11/03/2025 15:57:00
558,26/03/2025 20:25:00
263,27/03/2025 09:10:00
713,23/03/2025 02:00:00
475,30/03/2025 09:35:00
278,12/03/2025 19:44:00
234,15/03/2025 14:45:00
414,09/03/2025 09:36:00
413,23/03/2025 12:05:00
290,31/03/2025 11:30:00
108,30/03/2025 16:39:00
133,28/03/2025 20:51:00
161,24/03/2025 18:57:00
696,11/03/2025 21:32:00
267,05/03/2025 05:28:00
337,23/03/2025 10:57:00
600,22/03/2025 17:39:00
199,31/03/2025 20:34:00
571,15/03/2025 04:31:00
650,19/03/2025 19:09:00
205,07/03/2025 09:25:00
490,22/03/2025 14:25:00
721,10/03/2025 22:07:00
441,09/03/2025 07:00:00
681,27/03/2025 21:18:00
353,28/03/2025 04:06:00
281,22/03/2025 10:19:00
691,31/03/2025 23:01:00
309,31/03/2025 18:09:00
140,08/03/2025 02:16:00
566,26/03/2025 20:31:00
322,08/03/2025 09:12:00
667,25/03/2025 07:36:00
293,13/03/2025 18:29:00
356,18/03/2025 13:43:00
452,20/03/2025 13:21:00
631,03/03/2025 14:29:00
565,13/03/2025 17:57:00
450,25/03/2025 13:46:00
297,09/03/2025 22:13:00
587,20/03/2025 07:19:00
478,29/03/2025 12:32:00
212,23/03/2025 13:54:00
271,21/03/2025 13:37:00
263,20/03/2025 13:57:00
340,17/03/2025 04:40:00
545,08/03/2025 06:25:00
239,23/03/2025 11:25:00
586,26/03/2025 10:54:00
238,13/03/2025 10:03:00
632,01/03/2025 22:45:00
223,16/03/2025 02:45:00
181,24/03/2025 10:15:00
403,22/03/2025 14:22:00
446,10/03/2025 22:12:00
614,03/03/2025 14:56:00
598,04/03/2025 00:13:00
360,17/03/2025 07:27:00
388,25/03/2025 08:27:00
322,20/03/2025 11:08:00
656,22/03/2025 23:05:00
384,18/03/2025 15:27:00
378,02/03/2025 18:29:00
114,02/03/2025 14:00:00
276,23/03/2025 18:09:00
487,17/03/2025 10:30:00
415,03/03/2025 20:08:00
550,24/03/2025 07:38:00
141,14/03/2025 14:49:00
490,04/03/2025 17:02:00
258,09/03/2025 12:07:00
110,02/03/2025 03:09:00
532,10/03/2025 17:23:00
527,07/03/2025 05:02:00
422,11/03/2025 04:03:00
286,14/03/2025 02:10:00
704,22/03/2025 20:47:00
180,03/03/2025 04:58:00
238,24/03/2025 06:29:00
393,29/03/2025 18:44:00
364,02/03/2025 23:22:00
132,17/03/2025 23:19:00
232,17/03/2025 10:11:00
700,04/03/2025 19:58:00
604,04/03/2025 11:16:00
327,15/03/2025 07:21:00
636,28/03/2025 08:36:00
652,19/03/2025 15:02:00
696,21/03/2025 13:56:00
326,02/03/2025 02:12:00
295,22/03/2025 12:02:00
431,11/03/2025 06:55:00
209,16/03/2025 00:22:00
462,14/03/2025 08:50:00
566,23/03/2025 15:27:00
284,03/03/2025 22:38:00
543,28/03/2025 05:23:00
386,13/03/2025 14:03:00
316,17/03/2025 08:09:00
560,26/03/2025 03:14:00
251,31/03/2025 00:54:00
313,05/03/2025 09:10:00
120,04/03/2025 13:25:00
412,09/03/2025 10:43:00
667,21/03/2025 21:11:00
588,19/03/2025 07:50:00
655,06/03/2025 17:47:00
518,20/03/2025 17:07:00
561,04/03/2025 13:39:00
717,02/03/2025 02:46:00
279,13/03/2025 14:36:00
479,28/03/2025 18:53:00
109,23/03/2025 04:02:00
481,20/03/2025 07:14:00
467,13/03/2025 06:28:00
245,24/03/2025 22:15:00
225,30/03/2025 03:16:00
532,15/03/2025 10:07:00
172,08/03/2025 15:10:00
427,03/03/2025 11:16:00
153,05/03/2025 10:37:00
326,15/03/2025 13:04:00
557,10/03/2025 15:55:00
541,17/03/2025 16:21:00
515,25/03/2025 13:23:00
594,16/03/2025 10:38:00
220,15/03/2025 20:56:00
684,06/03/2025 21:56:00
602,05/03/2025 18:20:00
130,13/03/2025 05:08:00
575,26/03/2025 02:35:00
635,12/03/2025 12:34:00
247,19/03/2025 23:14:00
253,09/03/2025 13:11:00
535,28/03/2025 17:26:00
371,30/03/2025 07:25:00
362,17/03/2025 23:08:00
158,05/03/2025 04:48:00
622,18/03/2025 21:48:00
618,23/03/2025 17:14:00
373,05/03/2025 15:34:00
235,02/03/2025 21:00:00
459,08/03/2025 07:49:00
636,24/03/2025 17:02:00
354,09/03/2025 17:22:00
730,22/03/2025 23:54:00
680,27/03/2025 05:55:00
457,24/03/2025 20:29:00
539,13/03/2025 02:28:00
267,25/03/2025 13:49:00
