y,z,w,X
731.2445708113777,172991.48096242602,6.305889832393019,240.12602815086439
196.72179640329344,11604.785205541719,5.729712874049827,62.16601186777689
492.60218880158294,77450.27511489244,5.852807877064737,160.66684133955602
4.2537980084285545,17.570530980005394,5.755458364693094,-1.6982415018488268
-446.7556873958896,69076.43324873333,4.570957993772605,-151.73033839807644
-228.98003389369728,18873.237590977085,5.340759812984091,-79.29373540058458
887.440306044876,257169.6237471203,6.373578159880752,292.7788255804313
8.3455562028056,14.869060151245625,5.793401159274797,-1.098512150175054
-168.58333881801676,10401.023138922672,5.656333145778988,-58.8550534144438
-552.777997775235,105481.36442761876,4.533137116565121,-187.5025616465494
-191.2021293593826,13598.28122824101,5.5623772462925745,-67.30261513714669
-244.77393929063018,21688.010461170405,5.641536341953078,-85.0062894922489
649.2785929295934,136210.33006470496,6.382581681925366,213.07277494711957
-301.9680364473688,32613.776520756663,5.322176641439781,-104.25077776906465
-545.258894997947,102565.13213336948,4.653421437756511,-184.89041623958562
-349.91701391434214,43127.91457285445,4.95346531205613,-119.88615842792561
585.7136027456809,110935.4272804062,6.024725326327683,192.2881907160654
-854.7836654993638,248953.22633669717,2.3278795591408485,-288.06400839818036
-342.8970736586137,41448.704074760506,5.288195974097754,-117.53009492601475
-622.9278558083009,133183.15322340335,4.437770232804444,-210.69090918918312
-449.56537964265834,70293.43453365017,5.059948864931412,-153.06141967615537
-818.074378212139,228575.2919962939,3.395870620528704,-276.02202834210425
-463.37222031124213,74906.4807354334,5.117564832802631,-158.00473618152108
834.8907910830229,226660.1155418312,6.355108805620986,274.8642469017533
819.1305722890398,218795.49339191086,6.119086944281139,270.05194673123106
-887.801945450193,269005.75919705984,0.5462944870704067,-299.44181569665517
525.7202546179351,88912.06803819812,6.247092203188548,172.1462625918499
515.916873433419,85601.08239350333,5.904751135663282,168.90869573746772
834.6192150858752,226505.58357727385,6.578004052593552,274.77018561133127
-705.3570848492651,169779.5539655904,4.338213928465672,-237.8862116087236
-527.1506201704951,96151.47556259872,4.505011785348669,-179.01558763892476
-42.66113622781787,912.544448521764,5.688262675022243,-17.35900594646705
-478.9320780377474,79940.51672850635,5.055474686730822,-163.22827866377304
341.466162383596,36911.1208638111,6.006519223156443,110.9054834759487
875.6462154822327,249269.5865528157,6.282539310222014,288.2473290792135
335.93527131444296,35733.02763078386,6.140116977457111,109.12093919949677
-319.3553551800094,35930.27812765208,5.175461319713134,-109.42642977652207
-490.2464056646665,83854.60415238806,4.744608233230805,-167.17694767713783
-392.8815316682736,54313.3041261013,5.202991692213009,-134.53949956386379
29.0652280705352,126.31178669860843,5.713396237097677,6.249547762134512
312.90751797739205,30747.75809709614,5.896976105454107,101.22203390024589
221.37296824322624,14811.963822020927,5.784867127662511,70.24426039141053
224.87995388017276,15481.988181258954,6.317465746475413,71.81681855894988
862.4539143256617,242549.21606624505,5.918417246222514,284.3353665451707
390.62012017813413,48438.80820780844,6.048471314335919,127.05451060887276
410.72519899608403,53918.53575357691,5.824037266762213,134.04982895444715
-502.7072353285901,87267.02297974237,4.407659976392924,-170.54390572763918
-345.0969850593147,41615.449997325144,5.176763555106181,-117.76417096783061
411.77701692682473,53928.50956868206,6.474417079909464,134.06251032304755
-666.4027967273411,152161.82723282577,3.9766748045456226,-225.20526233330096
457.38305171494795,66752.34963952572,6.299501469737068,149.15570635998245
767.0603703113346,191924.895145636,6.927232937361424,252.92545787116637
774.7272517540918,193999.54005244724,6.3587590716199225,254.29058524269726
850.9676278434671,237670.66587202353,6.6744964798187025,281.4609335498668
-268.39888329367045,26314.331906539286,5.077869877875145,-93.63613156523928
680.9664811034747,150182.46231264347,5.775212940575487,223.73595475616992
515.8884416166724,85513.31173947167,5.965322556799075,168.81978359053267
-120.02456183092664,5702.980896856169,5.647311572464848,-43.562621397195585
816.4562335604468,216710.54529660716,6.6071164555854365,268.76186647582915
589.0486829744468,112076.92564814052,5.964022939686337,193.27701807514512
