CostoVenta,Ganacia,Sector,PasivosCorrientes,ActivosCorrientes
9147949.0,154662.0,C,1397165.0,8220530.0
27450393.0,2760958.0,C,15210755.66666667,26268161.66666667
15055827.66666667,531750.0,C,5960716.333333333,14799566.0
10713870.0,242762.0,C,2174144.0,6387110.666666667
2327108.666666667,393566.6666666667,C,891405.3333333334,1526341.666666667
15196590.33333333,1905110.333333333,C,7995036.0,6835662.333333333
16171203.33333333,644795.3333333334,C,2617582.333333333,7147918.666666667
28745407.66666667,1430609.333333333,C,11533470.66666667,15499063.66666667
4859684.666666667,653773.3333333334,C,7068605.333333333,8518416.666666666
13228880.33333333,1417673.666666667,C,8676416.0,3049000.666666667
6747606.333333333,600336.6666666666,C,5391688.333333333,9555851.333333334
1807601.0,809934.6666666666,C,884717.3333333334,5379488.333333333
14826671.33333333,106183.3333333333,C,3253405.666666667,5455407.0
5996451.666666667,-162422.6666666667,C,2739316.0,3207291.333333333
1917449.333333333,424775.6666666667,C,685662.0,3757459.666666667
6154153.666666667,17746.66666666667,C,683869.6666666666,729226.6666666666
13328733.33333333,2200818.333333333,C,3964422.0,12941838.33333333
23543811.66666667,1151240.666666667,C,11402456.0,14377014.66666667
4958101.333333333,475865.6666666667,C,1189114.333333333,4034905.666666667
9819025.333333334,-1731041.333333333,C,4976784.0,3956523.0
28193953.66666667,224483.3333333333,H,5059273.333333333,4193841.333333333
8149222.666666667,818545.6666666666,C,2865152.666666667,5134144.666666667
4172703.0,304212.0,C,2603821.0,4379645.0
32730548.0,-1059787.666666667,C,16707456.66666667,19941610.0
9042142.666666666,356251.6666666667,C,2539269.666666667,4063457.666666667
4686081.666666667,198768.0,C,718894.6666666666,5821459.666666667
6770967.333333333,850070.6666666666,C,11058931.66666667,19076484.0
5299312.666666667,458678.6666666667,C,1874665.333333333,3745261.333333333
37588985.0,1473046.666666667,C,6151556.0,6451535.0
2538975.333333333,360896.6666666667,C,942814.3333333334,3430991.0
8600798.666666666,460129.0,C,5344154.0,5819017.333333333
6183548.666666667,-162010.0,C,1728173.666666667,1475554.0
6102776.666666667,292438.3333333333,C,3067191.0,4781418.0
4804337.333333333,334909.3333333333,C,1315851.666666667,2281941.333333333
19372755.66666667,737751.6666666666,C,6454897.666666667,17221010.0
40296565.0,-616634.3333333334,C,9189918.666666666,7172973.666666667
4698040.333333333,367559.6666666667,C,758566.0,3172884.0
162607645.0,8650558.333333334,C,34369922.33333334,41014332.66666666
3742968.0,792885.6666666666,C,1341895.0,4547151.333333333
7431689.0,3839327.333333333,C,6526235.666666667,11892308.66666667
1494537.0,49143.66666666666,C,2224049.0,1834743.333333333
27323767.0,468906.0,C,20275120.0,31224926.66666667
4236116.666666667,157706.6666666667,C,1361838.666666667,1558176.666666667
4306931.0,218690.6666666666,C,1109950.333333333,1481557.0
30957250.66666667,3120104.0,C,25283956.0,32835928.0
6319588.666666667,135345.3333333333,C,620709.3333333334,2784135.0
4454562.333333333,973644.6666666666,C,1609932.666666667,4633252.0
12848501.0,5060904.0,C,4851794.333333333,14117154.0
5076622.666666667,247855.0,H,922026.6666666666,1721340.666666667
3540360.666666667,-10553.0,C,2506477.666666667,3081294.666666667
15382982.0,2418737.0,C,2002933.666666667,9926067.0
3532681.333333333,218202.0,C,530359.6666666666,4848447.333333333
26915879.33333333,-1003729.333333333,H,7928327.666666667,15483193.33333333
34317195.33333334,4047105.333333333,C,26450807.0,26339334.33333333
3915907.0,164728.0,C,1886498.0,2258405.666666667
18379130.66666667,206473.6666666666,C,4711811.333333333,11776889.33333333
6239568.666666667,496303.3333333333,C,2387520.333333333,2489918.0
144821177.6666667,6755467.666666667,C,30912104.33333333,24669683.66666667
4786918.0,-28936.66666666667,C,2139843.666666667,2926083.666666667
15057236.0,882032.0,C,3302957.333333333,8760316.666666666
4936670.333333333,572266.0,C,1379714.0,3633480.0
6075810.666666667,21195.0,C,791900.6666666666,3494801.0
5476274.666666667,235958.3333333333,C,4078703.666666667,5652217.333333333
82441782.66666667,197493.0,C,22624930.33333333,10975445.66666667
8449858.666666666,1288585.0,C,1166820.333333333,7205702.0
5091496.0,307162.6666666667,C,2420048.0,6726949.0
15027708.33333333,244385.0,C,11197108.0,30022201.33333333
3207117.666666667,-35872.33333333334,C,2335262.0,3763560.333333333
5388200.666666667,299063.3333333333,C,876465.3333333334,1978758.666666667
3932752.333333333,158239.6666666667,C,901810.6666666666,3410340.0
13338240.33333333,550427.0,C,8995022.666666666,10563043.66666667
10661823.66666667,868713.3333333334,C,5559049.0,5641316.666666667
6815782.0,185244.6666666666,C,7209754.0,8253127.0
10048411.66666667,291342.6666666667,C,2420727.333333333,6769049.666666667
3103203.333333333,326639.3333333333,C,1647721.0,2308881.333333333
188724.0,24668.0,C,89734.0,169437.0
1683974.333333333,364428.0,H,1715495.666666667,6717437.666666667
5095573.666666667,460521.0,C,1564757.666666667,2501965.0
0.0,2166272.333333333,H,6575031.666666667,12080505.0
19530594.66666667,348224.3333333333,C,8906460.0,12030038.33333333
2219940.0,51513.0,C,111615.3333333333,2559783.0
7124889.0,779563.3333333334,C,2416705.666666667,5087482.0
5621940.666666667,27374.0,C,2271009.0,2529106.0
4353556.333333333,96949.33333333331,C,2314658.666666667,2903715.333333333
4321578.0,37025.33333333334,C,4190660.666666667,4958064.666666667
4055142.666666667,129620.6666666667,C,2368329.0,2752481.0
3735268.0,266461.6666666667,C,1909859.0,2362834.666666667
2849092.666666667,5797650.333333333,C,2618760.666666667,8926083.666666666
5795964.666666667,274336.6666666667,C,1988154.666666667,3241871.666666667
9643454.666666666,470379.0,C,2408215.666666667,1532216.666666667
6518876.333333333,1209328.666666667,C,1759873.666666667,5102765.666666667
10640960.66666667,246898.3333333333,C,6237681.0,11338030.33333333
5715201.333333333,764204.0,C,973068.0,4584748.0
8568218.333333334,173464.0,C,1977611.0,3482794.666666667
3620218.0,-27106.66666666667,C,1474205.666666667,4428959.0
4320540.666666667,-20957.33333333333,C,8232295.333333333,4630307.666666667
4387544.0,-149046.6666666667,C,1651207.666666667,2137655.0
4042933.333333333,364525.6666666667,C,3859701.666666667,4406412.333333333
820866.3333333334,2168216.333333333,H,15097395.66666667,20246605.66666667
6807659.0,94727.0,C,4312894.0,5648110.0
13764934.33333333,740848.0,C,10083911.33333333,12259782.33333333
14279091.33333333,-3839.666666666667,C,5241210.333333333,8502053.0
3999294.333333333,468035.3333333333,H,4147030.333333333,3587098.666666667
6072819.0,233766.6666666666,C,1687051.333333333,4306487.0
6842815.666666667,226338.6666666666,C,855959.6666666666,2479752.333333333
7207355.333333333,263460.3333333333,C,1705402.0,4357716.0
4886923.0,569379.0,C,2414465.0,6621018.0
3079074.0,456960.0,C,3018870.0,2728166.0
4555069.666666667,687113.3333333334,C,4504813.666666667,9264097.0
19460898.0,627600.3333333334,C,5091539.333333333,6948633.333333333
91577687.0,1138769.666666667,C,43721357.33333334,66385076.0
14404571.0,1176566.333333333,C,7529281.0,11487007.33333333
5848439.333333333,398472.0,C,4518670.666666667,7830136.333333333
2040102.666666667,-59355.66666666666,C,2780464.666666667,1950200.333333333
18668350.33333333,1261187.666666667,C,11360811.33333333,18179990.33333333
6194315.0,185740.0,C,8037316.0,2936452.0
8304079.0,567241.3333333334,C,4093329.0,6881607.666666667
2194301.666666667,255257.0,C,5702176.666666667,3176147.0
4729245.333333333,269001.6666666667,C,1106769.666666667,2844293.666666667
3856328.666666667,150054.6666666667,C,1225125.666666667,2321767.0
4119206.666666667,321235.3333333333,C,2336040.666666667,3788885.333333333
7063272.666666667,536093.3333333334,C,1357256.333333333,1429806.666666667
13230410.66666667,883479.0,C,4445004.333333333,12744537.0
55927668.66666666,1207033.666666667,C,8202261.333333333,10172445.33333333
34793522.66666666,1411611.666666667,C,19229283.0,32018818.66666667
0.0,872285.0,H,4585060.666666667,7049107.0
6058064.0,401548.3333333333,C,1997737.0,3248506.0
6322412.666666667,-42350.0,C,2574125.666666667,2288373.666666667
0.0,-686431.0,C,1551566.0,9576477.0
22617067.33333333,5976749.333333333,C,6611831.333333333,18572041.0
8620675.0,46032.33333333334,C,2946812.666666667,4525944.333333333
36052212.0,1161611.666666667,C,6749316.666666667,6745279.666666667
17296213.33333333,11471562.33333333,C,20249845.0,13590331.66666667
4776709.666666667,137652.0,C,2399727.666666667,3414337.666666667
7383026.0,114041.0,C,4932527.666666667,5599502.333333333
17097753.0,-591377.0,C,9270292.0,7132498.0
11324240.66666667,341205.0,C,5204073.333333333,14312271.0
70956461.66666667,900957.0,C,27373115.66666667,29561527.66666667
12028918.66666667,-48419.33333333334,C,13327051.66666667,20483310.0
6210294.0,46768.33333333334,C,4237887.0,8559859.333333334
5668223.666666667,90673.0,C,3380923.333333333,3120821.333333333
15388412.66666667,1387347.0,C,4261083.666666667,17873521.66666667
5198370.666666667,528309.6666666666,C,4155048.333333333,5224283.0
5128931.666666667,1023319.0,C,1845892.333333333,3651333.666666667
5488378.0,235895.6666666666,C,1644029.0,3900982.0
342826.3333333333,41354.33333333334,H,2544201.666666667,2736472.666666667
4661882.333333333,230899.6666666666,C,3052956.0,4126051.666666667
649128.3333333334,151059.0,H,1646418.666666667,554903.0
18378908.0,1161642.0,C,9005171.0,12091387.33333333
6878447.666666667,570346.6666666666,C,3049681.666666667,5239716.333333333
10941970.0,255184.6666666666,C,1957625.0,4066569.0
15198902.66666667,2047097.666666667,C,4267870.0,16680722.66666667
1055569.0,-857506.0,C,1132567.0,953854.0
17044328.33333333,565755.0,C,8407998.0,10901707.66666667
17359466.33333333,-13063.0,C,5979337.333333333,8885908.333333334
6721498.666666667,445267.3333333333,C,931170.0,1865788.333333333
56659013.33333334,1391772.0,C,53365622.66666666,59646760.33333334
74799325.0,977509.0,C,11735711.0,15310475.0
11257585.66666667,681091.6666666666,C,9696550.666666666,12494874.33333333
8805235.0,1186489.666666667,C,3728381.0,8442155.0
15914009.33333333,431535.0,C,5942669.666666667,9238982.666666666
38145927.66666666,2171377.0,C,16000647.33333333,22795550.66666667
61854999.33333334,1817718.666666667,C,33065379.66666667,48314409.0
1866416.0,-87183.33333333333,C,583802.6666666666,703872.6666666666
4824205.666666667,39137.66666666666,C,2321497.0,3255012.333333333
4453401.666666667,342243.0,C,1237773.333333333,2560259.0
6345695.666666667,75252.66666666667,C,690898.6666666666,955996.3333333334
35126434.0,2438800.333333333,C,16510616.66666667,22080355.33333333
13364385.66666667,935750.6666666666,C,3421971.333333333,9546383.0
5394739.0,633176.6666666666,C,3311933.666666667,3934553.333333333
0.0,-4721678.666666667,H,12158438.66666667,1987909.333333333
21354535.66666667,1166562.0,C,10617951.66666667,13250188.33333333
62493891.0,449143.0,C,14951421.0,15929384.33333333
14947999.33333333,884031.0,C,6751453.666666667,7316031.333333333
928455.3333333334,152410.6666666667,H,824946.6666666666,1281375.0
6904921.333333333,139019.3333333333,C,1978127.666666667,1425254.0
14429438.66666667,833353.0,C,5168091.666666667,11971980.66666667
4120839.333333333,13472.33333333333,C,2464553.666666667,5249915.666666667
12922657.0,925891.0,C,2814124.666666667,9984909.333333334
20816859.33333333,1505889.0,C,4330925.0,7636619.666666667
6449055.333333333,526564.0,C,4198370.666666667,5489809.666666667
8235722.0,14151.33333333333,C,5733321.666666667,4466163.333333333
52760893.33333334,2044179.0,C,22976509.66666667,38011541.0
3693829.0,-336222.0,C,2200871.0,2741847.0
6623996.666666667,681387.3333333334,C,7404387.666666667,6762143.333333333
6333139.333333333,-700367.6666666666,C,5133255.333333333,3595519.0
9294881.666666666,183478.6666666666,C,4671218.0,5587957.666666667
7463564.0,-335847.3333333333,H,2066129.666666667,2507303.666666667
12385058.66666667,46299.0,H,2704341.0,2958358.333333333
16147157.66666667,-111618.3333333333,C,4413036.0,5480332.666666667
4363039.0,214642.6666666666,C,1319089.666666667,1241996.333333333
3151332.0,163422.0,C,841921.6666666666,1799747.666666667
6144538.333333333,873725.0,C,2288782.333333333,7385758.0
12810116.33333333,3503013.0,C,7248291.0,18529754.0
21213795.0,404147.0,C,4527819.666666667,6491399.0
2569673.333333333,236774.6666666666,C,1342503.333333333,2745073.0
23604678.33333333,1332096.0,C,10886394.66666667,12641525.0
5032372.666666667,632267.6666666666,C,3772870.666666667,3060624.0
4748132.333333333,-18220.0,C,887761.6666666666,1453664.333333333
6624731.0,68807.66666666667,C,3031262.0,4902165.0
20414542.66666667,954857.6666666666,C,5667827.333333333,26085830.33333333
5385726.0,335356.0,C,3262005.0,2687835.666666667
9710795.333333334,255564.0,C,698298.6666666666,8958659.0
209993979.3333333,6174872.333333333,C,89333330.33333333,173672667.3333333
3305307.333333333,451370.0,C,1866072.333333333,3856754.333333333
9676603.0,286893.6666666667,C,7287948.333333333,15057015.33333333
16554548.33333333,377405.6666666667,C,4405040.666666667,8387086.333333333
12957555.0,544543.3333333334,C,5929213.0,7639780.666666667
8121096.333333333,250671.6666666666,C,3394616.666666667,4738013.666666667
34324557.66666666,1442035.666666667,C,9891809.666666666,13158891.33333333
7283898.333333333,411184.6666666667,C,1752041.0,4236886.0
5843241.666666667,43688.66666666666,C,2271998.0,3710883.333333333
8663392.666666666,1071235.666666667,C,1197922.666666667,7635846.0
15781609.0,1583540.666666667,C,2758699.666666667,11817022.33333333
3613371.0,229731.0,C,1140861.0,3296425.0
108890418.3333333,1826920.333333333,C,40952640.0,42975185.66666666
12701730.66666667,573665.6666666666,C,3365690.333333333,5450814.666666667
4877671.0,368344.6666666667,C,893710.6666666666,5775827.666666667
12542832.33333333,547144.3333333334,C,3241185.666666667,7421723.0
26393443.33333333,244934.0,C,5689782.333333333,11184561.33333333
3875190.333333333,583933.6666666666,C,873675.3333333334,2367520.0
16351090.0,920683.0,C,2020246.666666667,7518561.333333333
0.0,80533.66666666667,H,5107100.666666667,6282665.333333333
6693969.666666667,604230.0,C,1021119.666666667,6065251.333333333
6451186.333333333,77076.33333333333,C,3874613.333333333,6061574.333333333
6113808.666666667,470417.6666666667,C,4445534.333333333,7200451.0
18091012.0,1272820.0,C,9462076.0,10654908.0
11400766.33333333,898089.6666666666,C,6937654.666666667,7940780.666666667
9793235.0,434573.0,C,5071411.0,5299071.333333333
4202516.333333333,184999.0,C,2310515.333333333,2527733.333333333
5145308.666666667,524677.0,C,297994.6666666667,3207535.333333333
5373282.666666667,-165740.3333333333,C,3821462.333333333,3152758.0
8176545.333333333,-571502.6666666666,H,3436135.333333333,3673618.666666667
5696324.666666667,563344.6666666666,C,2597690.666666667,2318114.666666667
23468224.0,1592255.0,C,9448030.0,22301815.0
3288182.333333333,422830.0,C,736957.0,2575726.333333333
8045067.333333333,649235.0,C,2485134.0,5843618.333333333
1399088.0,41386.66666666666,C,167822.3333333333,382894.0
8394631.666666666,378142.6666666667,C,2218300.333333333,3025619.666666667
6515458.0,962678.3333333334,H,6074807.333333333,6604996.666666667
17366124.66666667,1470127.333333333,C,5852264.0,9063638.333333334
14868621.33333333,976958.6666666666,C,9989254.333333334,15169752.33333333
7129563.666666667,823542.6666666666,C,1697647.666666667,6891952.666666667
10585955.0,-12346.66666666667,C,5105006.666666667,10393674.33333333
35979908.66666666,1713322.333333333,C,9439173.333333334,17320902.0
5187821.0,2163305.666666667,C,1589636.0,6772132.0
11712505.33333333,156373.3333333333,C,2178985.666666667,6815553.666666667
4859265.333333333,332021.3333333333,C,1768270.333333333,4223350.0
66761928.33333334,3198596.333333333,C,24229989.33333333,35033087.0
9729642.0,1124481.666666667,C,7890677.333333333,10489236.33333333
20368.33333333333,-34831.0,H,204637.3333333333,26630580.66666667
2209744.333333333,-23261.66666666667,C,710639.0,1315231.333333333
60719899.66666666,1079654.333333333,C,25831441.0,27601719.66666667
8989486.0,-2740133.0,C,8273125.0,3040322.0
19715257.0,-7484603.0,C,13833995.0,9125851.0
2932890.666666667,55391.33333333334,C,1580041.666666667,5123815.0
3364621.666666667,374659.0,H,4504932.0,5095844.666666667
11587496.33333333,1139551.0,C,3557276.333333333,6449909.0
8399384.0,193529.6666666666,C,1092347.666666667,4492534.333333333
8226522.333333333,72675.66666666667,C,4122816.333333333,5475372.333333333
13174590.0,-14201.66666666667,C,2416489.0,2355866.333333333
69891259.66666667,4118359.666666667,C,31580183.33333333,46720631.0
64474206.33333334,2049033.666666667,C,18729497.66666667,23057049.66666667
9297328.666666666,758060.0,C,1832656.333333333,8073254.666666667
12965146.33333333,-16972.0,C,6989758.333333333,12917398.0
10306797.0,649156.0,C,8222594.666666667,11758165.66666667
7621865.333333333,110402.3333333333,C,2809409.0,3002499.0
20009145.0,1613622.333333333,C,9915628.666666666,8908627.666666666
5193227.666666667,260916.6666666666,C,3002616.666666667,2965592.0
7769201.333333333,335890.6666666667,C,4890114.333333333,8583810.0
2663279.333333333,684967.6666666666,C,4274550.333333333,6565718.333333333
4409842.666666667,-484073.3333333333,C,3798910.333333333,4642066.666666667
2492054.333333333,398668.3333333333,C,1359885.666666667,6666125.0
38723.66666666666,34378.66666666666,H,44852.66666666666,356260.6666666667
3844271.0,371643.6666666667,C,2682093.333333333,4589031.666666667
5227221.0,314323.0,C,1660974.666666667,2308969.666666667
5516626.0,81407.66666666667,C,4927980.666666667,6224143.0
61081051.0,-19008712.0,C,46644544.0,46208299.0
5133080.0,308200.6666666667,C,1942038.0,2691305.666666667
6749765.333333333,2379098.666666667,C,5377677.333333333,9886124.333333334
4777272.333333333,542409.0,C,2651672.0,6895119.333333333
12990240.0,966706.6666666666,C,5497432.333333333,9579119.666666666
74745079.0,2914054.0,C,47882860.33333334,98922277.66666669
4054008.333333333,64647.66666666666,C,1636005.666666667,1248860.0
7866301.666666667,-156893.6666666667,C,3582611.666666667,4739966.666666667
46247436.0,599754.0,C,7563780.0,8236775.0
5638255.0,278532.0,C,3396076.0,7482354.666666667
13331714.33333333,1131810.333333333,C,5225885.0,12588220.66666667
1269776.0,-443799.0,C,1322228.0,1926338.0
3728423.666666667,508887.3333333333,C,1864685.666666667,5783007.333333333
3822906.333333333,1374989.666666667,C,3022745.0,7831988.666666667
13062590.66666667,659245.3333333334,H,16693318.0,21641114.33333333
11711643.66666667,1320054.333333333,C,4683747.666666667,12452183.33333333
6493429.0,152356.0,C,2789861.0,4576635.0
100603371.0,-1149279.0,C,39474094.66666666,63063733.66666666
75493.33333333333,839231.3333333334,H,5915553.666666667,8541032.333333334
7825113.666666667,195159.0,C,3174473.666666667,4921213.666666667
16654705.66666667,426860.0,C,5753447.333333333,7440387.666666667
16493880.33333333,-96171.66666666669,C,7830431.333333333,9399958.0
9798542.333333334,982293.6666666666,C,11401493.66666667,11016869.33333333
31630481.0,814434.3333333334,C,18197719.66666667,16481229.66666667
4759392.666666667,386109.6666666667,C,1209070.333333333,3478113.333333333
18000209.0,314658.3333333333,C,3794416.666666667,6422750.333333333
13387702.33333333,699094.0,H,9280533.666666666,12522640.0
5385304.0,176782.0,C,11849289.0,7743344.0
8760810.0,202874.0,C,1364821.0,1391826.0
7070241.666666667,1473751.333333333,C,2861130.666666667,6973351.666666667
13501665.0,126536.3333333333,C,4108408.666666667,5680715.333333333
2797513.0,671113.0,H,4758702.333333333,7779828.666666667
11420963.0,1274277.333333333,H,4266950.0,7285370.333333333
11839818.0,334508.0,C,2276186.666666667,3892153.333333333
40719310.0,1547650.0,C,19503372.0,9583694.0
8672807.333333334,770024.0,C,1199518.0,4600757.333333333
4938227.333333333,284035.6666666667,C,1823941.333333333,2694570.333333333
5296295.666666667,50048.33333333334,C,1356805.666666667,2885648.0
0.0,953825.6666666666,H,4028562.0,11511946.66666667
29090109.0,1028546.0,C,13317297.0,31945331.0
10850871.33333333,468435.3333333333,C,5936566.0,8537207.333333334
0.0,-3103.666666666667,C,18488.66666666667,47093.0
5882313.333333333,131986.3333333333,C,3175047.333333333,4504119.333333333
11053081.33333333,-270707.6666666667,C,1106680.0,1674188.0
10284144.33333333,614493.0,C,5484856.333333333,13441459.33333333
11122532.33333333,1164730.333333333,C,2543622.0,11965853.33333333
107028427.6666667,3577197.666666667,C,26772127.66666667,20321937.66666667
24049453.0,1007030.333333333,C,8540122.333333334,18419988.0
131451201.3333333,1810426.0,C,66224651.0,58596503.0
11125218.33333333,358743.6666666667,C,10616805.66666667,20759109.66666667
6649560.666666667,381501.6666666667,C,3067516.0,5183801.666666667
4416958.0,348959.6666666667,C,3314464.666666667,3649065.0
400120.0,473121.6666666667,H,18762984.0,28512114.0
7750190.333333333,129500.0,C,2278606.666666667,2050742.0
3602932.0,322590.0,C,1330789.666666667,3298173.333333333
984123.3333333334,3910569.0,H,35579684.0,101351411.3333333
58894.0,5045.0,H,189634.0,438985.0
6898024.333333333,808627.3333333334,C,3389377.0,7818324.333333333
17209641.0,596674.6666666666,C,5844589.666666667,11525786.66666667
6944878.0,882390.0,C,1854080.333333333,5326830.666666667
15077829.0,-32528.66666666667,C,5158835.0,6023290.0
1777270.0,195074.0,C,1835923.0,4714449.0
7019230.666666667,275641.0,C,4412191.333333333,8408797.333333334
11436904.33333333,197579.3333333333,C,1205494.666666667,2622586.0
5489238.0,295145.0,C,993038.0,4143082.0
4914955.333333333,278254.3333333333,H,9686873.666666666,5904941.666666667
5200915.0,705929.0,C,1255522.333333333,4981416.333333333
9951017.666666666,1219952.333333333,C,2551310.666666667,14619047.66666667
2922639.666666667,190154.6666666666,H,1673066.333333333,901999.3333333334
6710642.333333333,145777.3333333333,C,2849630.0,4069513.333333333
12012103.33333333,1261715.0,C,4133212.333333333,7940450.666666667
5378297.333333333,34698.0,C,1183250.333333333,2486645.0
8078491.333333333,146091.0,C,2324540.666666667,5392563.666666667
4727396.666666667,142154.3333333333,C,2477644.666666667,2262842.333333333
22435948.0,942006.6666666666,C,10302137.0,14948181.0
13305075.33333333,1671064.333333333,C,6308044.0,5024794.0
14020529.0,818338.0,C,6127967.333333333,12205074.66666667
2658913.333333333,307885.6666666667,C,1447546.666666667,4173744.0
12730629.66666667,524768.3333333334,C,2716496.0,6133513.666666667
0.0,253199.0,H,6035240.333333333,2537935.666666667
5647811.0,210581.6666666666,C,2358480.666666667,4146520.0
15082143.33333333,1208213.333333333,C,13409444.0,25723088.33333333
60554620.66666666,3215905.333333333,C,46563639.66666666,56838673.33333334
1716495.0,58441.0,C,345568.0,417094.0
13872694.0,507812.3333333333,C,6946505.666666667,9658610.666666666
4681406.333333333,193333.6666666666,C,2702755.333333333,3294706.666666667
38708164.66666666,549347.6666666666,C,8399242.666666666,12487033.0
12607090.66666667,488278.0,C,1869466.0,3227773.0
63077297.0,145756.0,C,10093336.33333333,11114525.66666667
0.0,488929.6666666667,H,5403251.0,9320449.333333334
5860820.0,1195757.666666667,C,2242987.0,4489085.333333333
2548725.666666667,845387.0,H,1055475.666666667,5493751.666666667
5096461.0,-2738587.0,C,19069101.0,3383420.0
14301234.33333333,655303.0,H,3446897.666666667,7390160.0
7748883.333333333,491906.6666666667,C,6624782.333333333,3960715.0
3618894.333333333,159343.0,H,1429706.333333333,2738517.0
26935148.33333333,2629409.0,H,11402596.33333333,18379689.33333333
2303594.0,263466.0,C,4413398.0,5039465.666666667
10345726.66666667,-721123.3333333334,C,16668928.66666667,17111833.66666667
7177804.0,491121.0,C,3467392.0,4657967.0
22421356.33333333,517428.0,C,8045776.666666667,9714872.333333334
6371689.0,515694.6666666667,C,2279179.0,4348320.666666667
3670879.333333333,663572.6666666666,C,1164510.0,2449757.0
78502523.33333333,13558896.33333333,C,22933265.66666667,38713169.66666666
923613.3333333334,292326.0,C,787211.0,1570957.666666667
21404069.33333333,1529386.333333333,C,10842456.66666667,13627464.33333333
5652105.0,8509.333333333334,C,2741126.333333333,5026523.333333333
7626658.333333333,2298041.333333333,H,12098518.0,11729532.66666667
10838702.0,591234.0,H,12332263.0,15655174.0
5279685.0,332023.6666666667,C,1517501.666666667,4653622.333333333
5269304.0,-385003.0,C,1554796.666666667,4462403.0
3004159.666666667,295352.0,C,1551552.0,3461274.0
1324792.666666667,-83146.66666666667,C,5362385.333333333,7028846.333333333
6527550.333333333,200094.0,C,963041.3333333334,1665533.0
5878239.333333333,-70188.0,C,1492827.666666667,3511260.333333333
10531216.33333333,-24653.33333333333,C,4360327.0,4906879.333333333
13544031.0,-317050.0,C,9990339.0,5202830.0
6438275.0,87758.66666666667,C,2966638.333333333,6062927.666666667
3885842.333333333,232239.6666666666,C,2521986.666666667,1111318.0
11790495.33333333,951305.6666666666,C,2414443.666666667,5280010.666666667
19301482.33333333,1634499.333333333,C,9401744.0,17670172.33333333
10059110.66666667,-30877.33333333333,C,7052192.666666667,6738795.0
6949326.333333333,116711.6666666667,C,2708350.333333333,2516291.333333333
9689835.0,160695.0,C,3394142.333333333,5161374.333333333
7489058.333333333,1563759.0,C,4377999.0,7213860.666666667
32451063.0,1195153.333333333,C,7412543.666666667,10805026.33333333
11862974.0,830224.3333333334,C,8634242.666666666,12197917.33333333
8105911.666666667,529683.0,C,4875544.666666667,9488911.666666666
10075182.66666667,687058.3333333334,C,7799409.333333333,7317611.666666667
19339952.0,130142.6666666667,C,5108858.666666667,5090757.0
10344417.33333333,185895.0,C,2291328.333333333,6639696.666666667
12876103.0,121305.0,C,6360542.0,7723859.0
3282099.666666667,206943.3333333333,C,1103023.666666667,1336265.666666667
4926178.0,8489.333333333334,C,2499023.666666667,2794627.333333333
345589.0,203349.0,H,2584185.333333333,3238955.0
13579766.33333333,4514741.333333333,H,14015232.33333333,31577929.33333333
