,Ganancia bruta,Ganancia (pérdida),Ingresos de actividades ordinarias,Costo de ventas,Patrimonio total,Total pasivos,Total de activos,Ganancias acumuladas,Pasivos corrientes totales,Activos corrientes totales,event,Sector
45,3213402.0,504096.3333333333,10603803.666666666,7390401.666666667,7791808.333333333,1982105.3333333333,9773913.666666666,1156688.3333333333,1385711.0,4177009.6666666665,0.0,G
46,46413895.333333336,11729112.0,307066770.3333333,260652875.0,65188275.0,83573569.0,148761844.0,33462028.666666668,58820147.66666666,97447547.0,0.0,G
47,3621281.3333333335,359798.3333333333,22184120.666666668,18562839.33333333,28056826.0,10893894.0,38950720.0,23888142.666666668,6197471.333333333,12646019.333333334,0.0,F
48,161856.0,-191403.0,161856.0,0.0,4604204.666666667,4279479.333333333,8883684.0,4593204.666666667,3859244.0,12767.333333333334,0.0,L
49,12562777.333333334,1867578.6666666667,21386716.0,8823938.666666666,14321749.0,7909482.666666667,22231231.666666668,14111749.0,6754749.0,13569934.333333334,0.0,G
50,5178675.666666667,421710.6666666667,14259097.666666666,9080422.0,17820298.333333332,19011600.666666668,36831899.0,8937894.666666666,2865565.6666666665,31846067.33333333,0.0,G
51,3370718.0,-291198.6666666667,6725109.0,3354391.0,459915.6666666667,3082852.0,3542767.6666666665,-149831.0,1767209.6666666667,1557721.0,0.0,I
52,6071225.0,2366120.6666666665,22530523.666666668,16459298.666666666,20494459.666666668,8814222.0,29308681.666666668,18666193.666666668,7528772.333333333,9581308.333333334,0.0,C
53,47807.0,315740.3333333333,71841.33333333333,36051.5,4280894.333333333,102734.0,4383628.333333333,4212972.333333333,18007.333333333332,96126.33333333331,0.0,L
54,2184462.0,300559.0,7539379.333333333,5354917.333333333,1777304.0,1647596.6666666667,3424900.6666666665,1329891.0,1616999.6666666667,1854067.0,0.0,C
55,1503587.6666666667,519528.3333333333,6992712.0,5489124.333333333,7008515.666666667,501492.0,7510007.666666667,5229873.0,501492.0,6202031.666666667,0.0,C
56,1002605.0,-4699566.0,6405231.0,5402626.0,5017279.0,20446305.0,25463584.0,3079603.0,11757451.0,5353388.0,1.0,F
57,5257216.666666667,579377.3333333334,59625916.66666666,54368700.0,5437344.0,14841277.0,20278621.0,2806919.333333333,14398710.0,19773662.0,0.0,G
58,10768442.666666666,4176512.0,26894830.33333333,16126387.666666666,12957564.0,10674276.333333334,23631840.33333333,12910627.0,9117789.333333334,18854050.33333333,0.0,G
59,1959390.3333333333,162867.0,6894892.666666667,4935502.333333333,1088397.3333333333,7152409.666666667,8240807.0,83172.33333333333,4840597.0,3689676.3333333335,0.0,C
60,895494.6666666666,61187.66666666666,6739988.0,5844493.333333333,3094285.0,1676206.0,4770491.0,2263610.6666666665,712786.3333333334,1903274.6666666667,0.0,G
61,7622481.0,176748.0,45347532.333333336,37725051.333333336,942358.0,5543290.666666667,6485648.666666667,440749.0,5258657.666666667,5372346.333333333,0.0,G
62,2218736.6666666665,31003.33333333333,27454563.33333333,25235826.666666668,10780471.666666666,9796836.666666666,20577308.33333333,10102638.333333334,4346664.666666667,1443616.6666666667,0.0,G
63,4874989.333333333,1481452.6666666667,16453367.0,11578377.666666666,8534306.666666666,2782694.0,11317000.666666666,7835235.666666667,2782694.0,8353682.666666667,0.0,G
64,2409063.333333333,318587.3333333333,6920384.0,4511320.666666667,7054494.333333333,18799546.33333333,25854040.666666668,6046382.666666667,2996557.0,11826518.333333334,0.0,F
65,1785886.0,77368.0,1785886.0,,7974550.0,3093502.333333333,11068052.333333334,7894753.0,1082854.6666666667,1335106.6666666667,0.0,N
66,19985493.0,-894052.6666666666,50336551.333333336,45526587.5,581904.6666666666,6582853.666666667,7164758.333333333,-770039.3333333334,4886609.0,4829867.666666667,0.0,N
67,2148025.333333333,74384.0,7492104.0,5344078.666666667,6683794.0,3573922.6666666665,10257716.666666666,3332705.333333333,2707182.6666666665,5434095.0,0.0,C
68,3123010.333333333,499591.6666666667,8045800.333333333,4922790.0,3780722.0,3839915.3333333335,7620637.333333333,2865806.0,3689530.0,5623439.666666667,0.0,M
69,7478404.333333333,454319.0,39525922.333333336,32047518.0,7561841.333333333,17051586.666666668,24613428.0,5931763.333333333,10827425.666666666,13436145.0,0.0,G
70,3660585.0,3461602.0,12579888.333333334,8919303.333333334,12923678.333333334,10529016.666666666,23452695.0,12388523.0,3541248.6666666665,14323735.333333334,0.0,F
71,2295378.6666666665,463909.0,10780805.666666666,8485427.0,1916120.6666666667,1494228.3333333333,3410349.0,899984.0,1386672.3333333333,2740767.6666666665,0.0,G
72,2121507.333333333,888553.3333333334,20833385.0,18711877.666666668,6645524.333333333,2450093.333333333,9095617.666666666,1383620.0,1933784.6666666667,3603308.6666666665,0.0,G
73,958441.0,507686.6666666667,2331820.333333333,1373379.3333333333,20597189.0,3393721.333333333,23990910.33333333,20452189.0,2022528.0,10272025.0,0.0,F
74,1663447.6666666667,-1428552.6666666667,2639970.333333333,976522.6666666666,11491706.333333334,2297382.333333333,13789088.666666666,5541776.333333333,525629.0,687227.6666666666,0.0,I
75,681214.3333333334,363060.6666666667,689746.3333333334,12798.0,10270245.333333334,1453406.0,11723651.333333334,5997491.666666667,1453406.0,1242460.0,0.0,L
76,291817.6666666667,134947.0,291817.6666666667,,22276813.666666668,1304612.3333333333,23581426.0,5466100.333333333,892863.3333333334,1273143.3333333333,0.0,F
77,1443899.3333333333,-43507.333333333336,6164315.333333333,4720416.0,950721.0,3573606.333333333,4524327.333333333,-91810.33333333331,1884450.0,3478971.6666666665,0.0,G
78,5294790.666666667,580154.0,12638151.666666666,7343361.0,3347748.0,6007455.0,9355203.0,933339.3333333334,3104586.6666666665,6414804.333333333,0.0,C
79,426788.0,67294.33333333333,426788.0,,4237910.666666667,127759.66666666669,4365670.333333333,158151.33333333334,127759.66666666669,480847.3333333333,0.0,L
80,3022371.333333333,-4502.333333333333,7314550.333333333,4292179.0,4919893.0,8320686.333333333,13240579.333333334,-101856.0,4100859.3333333335,7600330.666666667,0.0,C
81,18582512.33333333,5121312.0,65936040.0,47353527.66666666,25145256.666666668,23065116.0,48210372.66666666,22107383.666666668,21244310.33333333,34533209.0,0.0,G
82,16313470.333333334,5006157.0,95269458.66666669,78955988.33333333,16501430.666666666,22243575.0,38745005.66666666,14618918.0,11109208.666666666,28513758.0,0.0,F
83,8007980.333333333,2245553.0,44388187.66666666,36380207.333333336,7666771.333333333,7418483.333333333,15085254.666666666,6373488.666666667,7418483.333333333,9225170.333333334,0.0,G
84,1864464.0,128284.66666666669,4462035.0,2597571.0,946223.0,1110996.0,2057219.0,653241.0,1100890.6666666667,1988607.6666666667,0.0,G
85,943455.6666666666,341865.6666666667,5637218.666666667,4693763.0,2760441.333333333,584623.3333333334,3345064.6666666665,2460441.333333333,584623.3333333334,3314765.0,0.0,G
86,2596212.0,658972.3333333334,12472227.0,9876015.0,13443929.666666666,10274742.0,23718671.666666668,6406996.666666667,7431877.0,15900045.666666666,0.0,C
87,1066966.6666666667,209032.0,4461521.333333333,3394554.6666666665,3342723.333333333,2043496.0,5386219.333333333,2284050.333333333,2043496.0,4831607.333333333,0.0,G
88,575168.6666666666,123622.66666666669,8583983.666666666,8008815.0,1839234.3333333333,1202072.0,3041306.333333333,123622.66666666669,1202072.0,2925672.6666666665,0.0,C
89,1252084.3333333333,125238.0,7173533.0,5921448.666666667,12743398.666666666,5344554.666666667,18087953.33333333,9181603.333333334,3254811.333333333,8013351.666666667,0.0,C
90,0.0,-685703.3333333334,0.0,0.0,9079680.333333334,1362769.6666666667,10442450.0,6309348.333333333,1362769.6666666667,9531165.0,0.0,L
91,2240306.0,171385.33333333334,23338582.33333333,21098276.33333333,2366646.0,633436.3333333334,3000082.333333333,2165524.0,496444.6666666667,1031160.0,0.0,G
92,584005.3333333334,68909.66666666667,1256619.0,672613.6666666666,833646.3333333334,810534.3333333334,1644180.6666666667,473453.0,714503.6666666666,1307838.0,0.0,G
93,980321.6666666666,65177.333333333336,6179446.0,5199124.333333333,1916074.0,619785.0,2535859.0,1510667.6666666667,505907.6666666667,2287564.333333333,0.0,G
94,4807221.333333333,-52869.0,6037789.0,1230567.6666666667,1786065.3333333333,1551619.6666666667,3337685.0,1497404.0,1334607.0,3154156.0,0.0,M
95,0.0,-46675.0,0.0,0.0,2004064.3333333333,608163.0,2612227.333333333,561944.0,13217.0,167.66666666666666,0.0,L
96,6886073.0,661735.6666666666,28579677.666666668,21693604.666666668,3214384.6666666665,5397250.333333333,8611635.0,1823679.3333333333,5235934.666666667,8176507.666666667,0.0,G
97,549894.3333333334,-1129520.6666666667,4352385.333333333,3802491.0,2668036.0,8367542.333333333,11035578.333333334,-2342180.6666666665,5516403.0,3345514.0,0.0,A
98,12305548.333333334,362244.3333333333,33712893.0,21407344.666666668,7851416.0,18669991.0,26521407.0,6560997.666666667,13399665.333333334,16895542.333333332,0.0,C
99,0.0,44163.0,0.0,0.0,11415491.333333334,170722.33333333334,11586213.666666666,10886632.333333334,7927.0,103235.66666666669,0.0,K
100,2037817.0,-69296.0,11357508.666666666,9319691.666666666,704780.3333333334,2059392.0,2764172.333333333,454978.3333333333,1444057.3333333333,1202544.6666666667,0.0,G
101,12804011.666666666,1572411.0,39746029.333333336,26942017.666666668,18059069.33333333,18051197.666666668,36110267.0,5917744.333333333,5482475.0,15916802.0,0.0,G
102,553788.6666666666,135442.66666666666,553788.6666666666,0.0,9109114.0,8353208.0,17462322.0,5137431.0,154285.0,65655.66666666667,0.0,L
103,2810170.6666666665,370875.0,10054302.333333334,7244131.666666667,3253632.0,2596436.6666666665,5850068.666666667,1750064.0,2463881.333333333,5118378.333333333,0.0,G
104,2920202.0,483957.0,2920202.0,0.0,197630511.0,477979.3333333333,198108490.3333333,477208.6666666667,477979.3333333333,5410400.0,0.0,L
105,1814834.0,298019.0,1814834.0,,3446183.0,3179908.0,6626091.0,1912183.0,2404284.0,6594143.0,1.0,M
106,126461.0,198776.66666666663,126461.0,0.0,8286796.666666667,24828.666666666668,8311625.333333333,6412523.5,24828.666666666668,5032.333333333333,0.0,K
107,679094.3333333334,2123396.333333333,679094.3333333334,,22312125.666666668,1511956.3333333333,23824082.0,6737113.333333333,1511956.3333333333,23824082.0,0.0,K
108,0.0,215044.3333333333,0.0,0.0,12605453.666666666,1687336.6666666667,14292790.333333334,374107.0,1687336.6666666667,1565974.3333333333,0.0,K
109,1410272.6666666667,-315126.3333333333,4874274.666666667,3464002.0,748910.6666666666,3443364.6666666665,4192275.3333333335,312434.6666666667,2223380.0,2593858.6666666665,0.0,C
110,1420877.3333333333,225929.0,11769975.666666666,10349098.333333334,805480.3333333334,621309.0,1426789.3333333333,449014.6666666667,541736.6666666666,830319.6666666666,0.0,G
111,2541001.333333333,241891.3333333333,18916177.666666668,24562764.5,4747505.666666667,6238058.666666667,10985564.333333334,1899796.6666666667,3880286.6666666665,9788485.666666666,0.0,G
112,2459005.333333333,395250.3333333333,10846132.0,8387126.666666667,4281258.333333333,2269406.333333333,6550664.666666667,3832602.3333333335,742339.6666666666,3581601.333333333,0.0,G
113,4940804.666666667,416851.0,12438636.666666666,7497832.0,7822429.333333333,4607176.333333333,12429605.666666666,5660261.333333333,4061120.0,11482374.0,0.0,G
114,3116679.0,386150.6666666667,14062469.666666666,10945790.666666666,3000415.6666666665,3787060.0,6787475.666666667,1943038.3333333333,2770057.0,5265906.666666667,0.0,G
115,20184047.666666668,2863713.6666666665,67542012.0,47357964.333333336,13561665.0,21379138.33333333,34940803.333333336,2984818.6666666665,16725848.0,22034567.0,0.0,G
116,2121623.6666666665,291983.3333333333,15525299.0,13403675.333333334,4415885.0,3617130.6666666665,8033015.666666667,4031724.0,3409961.6666666665,5915253.333333333,0.0,C
117,5144434.333333333,1194304.0,16236100.666666666,11091666.333333334,7934119.0,4407697.666666667,12341816.666666666,2230444.0,2965237.333333333,5965326.666666667,0.0,C
118,10860340.0,150906.33333333334,33067857.33333333,22207517.33333333,3633128.6666666665,12754104.333333334,16387233.0,1466529.6666666667,12304360.666666666,11016292.0,0.0,G
119,696431.6666666666,46309.333333333336,696431.6666666666,0.0,14517448.333333334,1014548.0,15531996.333333334,732352.3333333334,256603.3333333333,605340.3333333334,0.0,L
120,1123955.0,64477.333333333336,2580805.6666666665,1456850.6666666667,7030034.666666667,2462413.333333333,9492448.0,1852850.6666666667,1589944.6666666667,7432430.0,0.0,G
121,13158569.333333334,1447178.6666666667,42779705.333333336,29621136.0,11445795.0,25053701.666666668,36499496.66666666,6429166.666666667,22953183.0,25876894.0,0.0,G
122,2631851.6666666665,351441.3333333333,12232270.0,9600418.333333334,4195110.666666667,8190600.666666667,12385711.333333334,2872085.6666666665,7750434.666666667,6983208.333333333,0.0,C
123,2301221.0,90625.0,5406245.333333333,3105024.333333333,6512266.0,5060397.333333333,11572663.333333334,4524337.0,2459232.6666666665,3522585.0,0.0,C
124,17908041.0,4297737.0,47034520.333333336,29126479.33333333,49910018.66666666,11318695.666666666,61228714.333333336,45743240.66666666,9308944.333333334,51803885.0,0.0,G
125,6362546.0,2371038.333333333,13539884.666666666,7177338.666666667,11446110.0,60186699.333333336,71632809.33333333,8633232.333333334,15961978.0,43690862.0,0.0,F
126,5255503.0,2114621.0,12477771.0,7222268.0,7910462.0,5644513.0,13554975.0,4799437.0,4860398.666666667,8192660.333333333,0.0,B
127,7248494.333333333,1566812.6666666667,18242262.33333333,10993768.0,9256662.0,6883919.0,16140581.0,2554413.0,6788679.0,15280812.0,0.0,G
128,7721293.666666667,787699.3333333334,54083681.333333336,46362387.66666666,3147049.333333333,8389433.333333334,11536482.666666666,1961978.3333333333,6945622.666666667,8399692.0,0.0,G
129,-172271.66666666666,679846.3333333334,6980911.333333333,7153183.0,7449249.666666667,5139709.666666667,12588959.333333334,1743544.0,3941152.3333333335,9056258.666666666,0.0,M
130,2008550.6666666667,382493.0,6152123.666666667,4143573.0,1928245.3333333333,3076393.333333333,5004638.666666667,971518.3333333334,3030597.333333333,2889837.6666666665,0.0,C
131,5879856.0,1005219.0,20107172.666666668,14227316.666666666,3902998.3333333335,5179232.666666667,9082231.0,3596998.333333333,5165926.333333333,7829772.666666667,0.0,C
132,3385071.6666666665,61158.0,12845348.666666666,9460277.0,2648267.0,4901796.333333333,7550063.333333333,1856285.0,4901796.333333333,5529267.666666667,0.0,G
133,3421917.6666666665,1233150.6666666667,18187177.666666668,14765260.0,6995903.0,7523255.333333333,14519158.333333334,6573456.666666667,2123391.333333333,8668697.666666666,0.0,M
134,1144537.3333333333,57216.66666666666,1144537.3333333333,,2331255.333333333,1730729.3333333333,4061984.6666666665,2040455.3333333333,182864.3333333333,1005093.3333333334,0.0,L
135,2162156.333333333,655488.0,21725246.666666668,19563090.33333333,4735391.333333333,5963646.0,10699037.333333334,251032.3333333333,4157873.0,9915778.333333334,0.0,G
136,16771861.0,2899904.333333333,20416888.33333333,3645027.3333333335,12772509.666666666,7242633.666666667,20015143.33333333,8268867.666666667,2734070.333333333,4452325.333333333,0.0,C
137,1485752.3333333333,99546.0,5540396.333333333,4054644.0,500823.6666666667,4511529.666666667,5012353.333333333,525235.3333333334,2821015.0,1403864.3333333333,0.0,A
138,302136.0,683527.6666666666,3811453.6666666665,3509317.6666666665,4562725.666666667,2638975.6666666665,7201701.333333333,4502725.666666667,481366.6666666667,6556358.666666667,0.0,A
139,975231.3333333334,141038.0,7083693.0,6108461.666666667,7050350.333333333,6333437.333333333,13383787.666666666,4882926.333333333,4176853.6666666665,8130782.0,0.0,A
140,1013854.6666666666,404760.0,7409934.0,6396079.333333333,3303292.0,6166986.0,9470278.0,1230644.0,1539318.0,2280251.0,0.0,A
141,165937.33333333334,1293094.3333333333,165937.33333333334,,7037000.0,3648471.3333333335,10685471.333333334,5820990.666666667,91287.0,142238.33333333334,0.0,K
142,1056986.6666666667,2895478.6666666665,1056986.6666666667,,14964213.333333334,3330490.333333333,18294703.666666668,9262493.0,3330490.333333333,10171349.333333334,0.0,M
143,479749.3333333333,-798322.0,479749.3333333333,0.0,10187129.0,14542186.666666666,24729315.666666668,8668650.666666666,3058222.0,1805759.6666666667,0.0,L
144,910308.6666666666,475833.3333333333,5435113.333333333,4524804.666666667,4500656.333333333,2468486.0,6969142.333333333,4035610.3333333335,706868.6666666666,2195516.6666666665,0.0,C
145,1484019.3333333333,47844.66666666666,7321643.666666667,5837624.333333333,3201807.333333333,2286426.0,5488233.333333333,1751420.3333333333,1930354.0,2187412.0,0.0,C
146,953308.0,733545.0,981621.6666666666,28313.666666666668,4972909.333333333,1540477.0,6513386.333333333,4833413.0,540380.0,1354233.0,0.0,L
147,2443458.6666666665,342387.3333333333,6083416.666666667,3639958.0,2066007.3333333333,3234643.333333333,5300650.666666667,1130108.3333333333,2632259.6666666665,4505554.0,0.0,G
148,1359545.3333333333,263358.6666666667,8131534.666666667,6771989.333333333,11838344.666666666,8125869.666666667,19964214.33333333,915013.0,7795041.333333333,16185834.666666666,0.0,G
149,3809985.0,171756.0,7115025.0,3305040.0,3211770.333333333,2916833.6666666665,6128604.0,2383163.6666666665,2866096.0,5416454.0,0.0,C
150,7899588.666666667,1840387.3333333333,56753079.333333336,48853490.66666666,17096647.666666668,14749021.666666666,31845669.33333333,10497647.666666666,14749021.666666666,11102162.333333334,0.0,G
151,11119700.666666666,878717.0,11139430.333333334,19729.666666666668,2267940.0,1695560.3333333333,3963500.3333333335,925440.0,1561631.3333333333,3485305.6666666665,0.0,N
152,6666346.333333333,-744339.0,15206983.666666666,8540637.333333334,3331065.6666666665,7369441.333333333,10700507.0,-1722035.0,3640650.6666666665,2075776.3333333333,0.0,C
153,2129100.0,-267437.6666666667,2183339.0,81358.5,5770965.333333333,2370766.333333333,8141731.666666667,3384569.0,261411.3333333333,613253.0,0.0,I
154,448650.0,96792.0,448650.0,,5284443.0,172865.0,5457308.0,4671755.0,155209.0,595395.0,1.0,M
155,2745213.6666666665,306898.3333333333,9732729.666666666,6987516.0,4675203.666666667,15187092.333333334,19862296.0,4213828.333333333,4089064.6666666665,3276140.0,0.0,A
156,12218064.333333334,6246702.666666667,100249158.0,88031093.66666667,31297243.33333333,40320031.66666666,71617275.0,20916591.33333333,26593190.0,28040666.666666668,0.0,G
157,7894747.666666667,373628.3333333333,31578222.33333333,23683474.666666668,6803398.0,16092208.666666666,22895606.666666668,1759843.3333333333,7650835.333333333,14025362.0,0.0,C
158,844838.6666666666,511909.0,5128527.0,4283688.333333333,3117411.0,11270299.666666666,14387710.666666666,1819876.0,1148593.0,11441145.333333334,0.0,F
159,5965760.0,421888.0,22170137.0,16204377.0,12630287.0,5994611.0,18624898.0,3682090.0,4209885.666666667,12827166.333333334,0.0,C
160,1936376.6666666667,641179.3333333334,1936376.6666666667,,25421900.33333333,1984076.6666666667,27405977.0,23050010.33333333,404951.0,1768896.0,0.0,L
161,3292485.0,572467.6666666666,7105719.666666667,3813234.6666666665,2363154.0,2526441.0,4889595.0,1696487.3333333333,2517617.333333333,3893078.6666666665,0.0,C
162,4127217.3333333335,984068.0,24655399.0,20528181.666666668,5398408.333333333,4482179.0,9880587.333333334,1627151.3333333333,3664243.3333333335,8298692.333333333,0.0,M
163,3693897.0,927531.0,20941072.33333333,17247175.333333332,7830524.333333333,9191310.333333334,17021834.666666668,7261141.0,5758089.333333333,16761375.333333334,0.0,G
164,2223808.333333333,116665.33333333331,6948547.0,4724738.666666667,5220055.666666667,7080887.0,12300942.666666666,1029803.3333333334,6925965.666666667,2189840.0,0.0,A
165,9428957.0,32157.33333333333,9428957.0,0.0,806055.6666666666,631376.0,1437431.6666666667,728469.6666666666,631376.0,1387781.0,0.0,N
166,2444950.6666666665,523575.3333333333,9492292.666666666,7047342.0,3603736.3333333335,2870370.333333333,6474106.666666667,1340099.3333333333,2012320.6666666667,3282905.0,0.0,C
167,9869378.0,947052.6666666666,29698297.666666668,19828919.666666668,10279817.0,16195923.333333334,26475740.33333333,8627307.666666666,12605799.333333334,19297426.33333333,0.0,C
168,4556885.0,120612.0,23988202.666666668,19431317.666666668,3024900.6666666665,8761809.666666666,11786710.333333334,1051372.3333333333,6174798.333333333,6149981.666666667,0.0,G
169,3546894.6666666665,1447747.6666666667,30459525.33333333,26912630.666666668,12399017.666666666,11647123.333333334,24046141.0,2515548.6666666665,2425703.0,17233867.0,0.0,F
