strata,daily_liters_person
1,129.21961994220726
1,127.73817274218742
1,126.27001446992888
1,114.53127886165944
1,112.37643260357046
1,124.52842479741518
1,119.0592320138994
1,121.163055755954
1,122.87063356768977
1,103.90630168757994
1,132.91526284205412
1,138.63279195845018
1,128.79104526353834
1,139.30193593234455
1,141.8676420680357
1,130.37495125656392
1,144.1014970979509
1,123.41653684704248
1,120.36293763547133
1,129.8394177734619
1,132.6186578029183
1,131.68564425506514
1,148.10235980873108
1,143.7670941529168
1,133.26664899946257
1,117.00102085977528
1,120.91719174726272
1,140.49076544090377
1,115.93270363190803
1,121.26307515293479
1,130.39203250790976
1,139.27111193090278
1,124.63342418766409
1,125.7832764991369
1,119.8058285356762
1,139.79051693727735
1,131.04702545441296
1,115.92946035994547
1,120.81844299996517
1,125.79296349937003
1,119.91376401075163
1,135.17126958603933
1,112.86949967264327
1,130.58516664065564
1,146.5503374412895
1,137.7463261375874
1,140.80308267181033
1,130.2386509539253
1,130.3400741231468
1,146.86324992234572
1,125.7198011397638
1,119.12716264052786
1,144.69277268494628
1,143.6340907150717
1,115.39738472767266
1,132.26140701197681
1,140.73595704888118
1,125.5220288267974
1,146.077992051913
1,146.54646338519962
1,142.8121038666698
1,119.1879893989988
1,136.3331162751549
1,137.43554160048785
1,129.18847586733008
1,150.48206931615906
1,116.47736905850891
1,117.11127759245674
1,119.65779068514625
1,134.87686753152235
1,132.28285396457608
1,139.063210419642
1,139.39013229279252
1,111.17615868768851
1,129.3722421727227
1,152.74681044166604
1,147.28532991066484
1,137.48250992618705
1,135.24935182916758
1,131.88601941031794
1,136.83055786491576
1,130.77342645115436
1,126.78137503890399
1,123.8969748088786
1,123.26704161525673
1,134.30030743562256
1,127.09544951513745
1,120.80631875444409
1,120.12303623552083
1,136.21475596075712
1,134.28744266853542
1,130.4201120373603
1,127.58200161010392
1,127.79340627445673
1,137.0206952591078
1,138.0315825900042
1,132.8857829557161
1,131.32835670534894
1,126.51332856580133
1,145.57546676687363
1,123.91939509545288
1,144.47930723537317
1,113.80900201250941
1,130.16786104872432
2,151.62919668234807
2,133.6322003775141
2,146.07037499038307
2,126.22317536576847
2,127.39954889702159
2,129.60083376047746
2,106.49554238170754
2,142.86198560760022
2,138.3784677208752
2,126.12676791115092
2,135.39259452858386
2,138.58902806709912
2,127.0469291272585
2,124.18589206860713
2,142.75116789334515
2,143.48617805494595
2,143.44459582348105
2,149.88419361571533
2,138.1198440446195
2,152.09074513643372
2,123.55925866541254
2,167.92287698111036
2,125.9517519189227
2,129.33687708174332
2,146.21495190222362
2,133.89783208154307
2,120.91698206329264
2,135.9861094483625
2,133.64283370771196
2,140.15220582753574
2,148.547697951024
2,127.90692893229833
2,137.34105999847824
2,118.14279879671307
2,141.07090999751915
2,118.58253874206514
2,150.30393013945468
2,145.67180421626483
2,129.7223894750715
2,119.79570526331906
2,138.01747805832764
2,130.47062806111188
2,134.62952051849774
2,140.94245580432414
2,122.59346298022633
2,157.10594602799893
2,141.81597762744408
2,138.24756745422022
2,123.59998799386852
2,133.92388986423478
2,127.82367155636655
2,148.1714925098655
2,136.4116012678142
2,123.45134205892862
2,127.3500080100518
2,134.38313337113965
2,128.5236811121764
2,141.76564257115876
2,132.36618168398005
2,117.39736703647456
2,139.96125205053445
2,141.7075699418964
2,127.73338108930855
2,127.62133069609848
2,150.1659622038018
2,135.1340362066611
2,147.77124046471732
2,142.026679422591
2,136.67991699461703
2,139.36407090319332
2,119.78685604378545
2,124.0130836958358
2,133.07879629372778
2,132.83819654294967
2,141.29698213481697
2,147.36758337055588
2,128.27685795812727
2,137.52035901968182
2,143.9059933190957
2,140.5519659546796
2,141.5739070949737
2,131.1487892634912
2,126.72351884655846
2,153.93312953031096
2,142.92966137968318
2,149.9971767148929
2,129.6582577054929
2,149.97992264749732
2,128.6815923506456
2,145.19139445984524
2,155.210248080066
2,123.55689174330867
2,135.7487874631932
2,130.34868017426493
2,157.3378907698153
2,147.62732462780198
2,137.06625329706756
2,139.95569648849903
2,135.14837135425518
2,111.8722210215599
2,121.93442372792754
2,125.83358683777546
2,123.81589466718589
2,146.0268613304524
2,145.85193718343905
2,127.38578246677288
2,141.52599405315897
2,128.17702734111998
2,157.75503910355752
2,129.31104159848633
2,115.1226881645436
2,136.21243269487863
2,129.72187216414383
2,143.15326794581912
2,137.54887118113
2,127.76706664402303
2,139.12311475791608
2,129.4595587744168
2,141.02312633545608
2,142.11620414431178
2,137.0705341036985
2,118.73175169839155
2,153.45334771711236
2,128.49800596741073
2,142.83838535846192
2,125.35583283882657
2,123.77909573163342
2,138.44114070049253
2,142.62280258528892
2,142.95408947142528
2,123.27792488937752
2,121.24813213859112
2,136.7885712337522
2,123.82291186007227
2,151.0372736203716
2,142.74184441568747
2,140.5089763610462
2,143.24114346657237
2,150.5352578539788
2,132.04547370040763
2,129.4724887509372
2,137.63100060627278
2,140.08311913575244
2,127.82135738985869
2,148.9235312330369
2,139.13541587210642
2,139.82243162204077
2,132.6135500580617
2,134.20527198717517
2,147.06760349885175
2,145.45557432452466
2,151.71269803502858
2,158.74728252858952
2,134.50823575953586
2,144.54037572103545
2,129.69242033486702
2,157.66591327058103
2,131.43764080330482
2,137.70839436219626
2,133.13455583088822
2,132.7972040533962
2,129.9518495976896
2,144.2031615735379
2,134.76368143831058
2,119.53936425677833
2,119.04743705403004
2,147.98711075127315
2,131.7900261457384
2,118.45450053330292
2,142.11278123669354
2,137.30635491925503
2,134.34587655116906
2,144.5780522732459
2,150.4594470205617
2,138.28909166496152
2,140.6186370910626
2,125.42511640057091
2,138.61678298664785
2,131.82381430164315
2,141.19438167423934
2,127.3778996493694
2,124.62235089936271
2,127.4128347177875
2,143.4970890318466
2,142.10894527549112
2,146.64254202437354
2,135.01704072343315
2,146.65196497438197
2,138.4424494813047
2,142.37191694690767
2,130.02908764795802
2,128.9980770230871
2,120.75222554236208
2,145.7818802171356
2,146.95678387195733
2,136.5647286066211
2,139.64551385313902
2,136.0698378496271
2,144.4038446068298
2,133.89807871545955
2,149.4049145065143
2,146.3341127777637
2,137.31816283431934
2,134.97250705559955
2,121.67710562397662
2,145.82449465790538
2,125.58625994766149
2,132.45170739760775
2,132.15604573659647
2,123.162772396779
2,116.82459627832284
2,157.23010102999373
2,124.39942871178509
2,145.82971593395155
2,145.87366527520885
2,122.56462981369181
2,122.92076853030444
2,136.31763897677345
2,144.24188317193764
2,131.87746203441333
2,144.425789510056
2,121.03829820004624
2,123.82950396069005
2,145.165263055132
2,141.95884191570076
2,141.27750196877332
2,133.75042256926065
2,146.0118287069606
2,124.16276036977953
2,129.03408075342108
2,141.0591922766588
2,132.85682823662523
2,146.93376236959463
2,129.33785223295547
2,141.38472006502803
2,125.29291168881305
2,157.78041865799332
2,128.92019815555008
2,135.6107739273883
2,139.29488598220735
2,136.814399948141
2,139.57437798896424
2,122.11802656074173
2,145.01279049535447
2,127.80191198100273
2,136.96234970396995
2,130.33023014632667
2,127.4135097775121
2,137.7542969867134
2,151.54905351419006
2,138.53483377220027
2,130.02400588567215
2,123.17291154753708
2,129.31752250236536
2,147.7755769402702
2,152.81348789790997
2,135.3463903655202
2,149.7265193640155
2,140.38112677680502
2,129.10334785262242
2,165.80537752365476
2,133.03837923802874
2,161.60288894177208
2,137.399853320674
2,136.4631144583993
2,132.94295731449608
2,127.43668005536824
2,142.61888337382393
2,135.18715886219812
2,139.65716613435598
2,122.34455184533454
2,132.22322973654818
2,146.06666891991057
2,138.03261376243108
2,142.96138072568056
2,146.3947894966942
2,134.00487150342494
2,140.0171827474816
2,140.23971133732385
2,139.59716899635796
2,131.9314643029395
2,145.99766438710407
2,126.0912573196465
2,128.8025015379279
2,121.36319942244288
2,122.02587784007989
2,130.60552093220542
2,125.45134858067229
2,130.43642715153257
2,140.7630053483755
2,147.08804044993354
2,141.99562488303783
2,146.2638246746918
2,144.52073408977031
2,136.37822241907833
2,155.6177953487196
2,140.44208194120063
2,142.0415296280385
2,128.2037820747025
2,134.9825456374262
2,124.76825813481955
2,134.93010738476923
2,135.51825930527644
2,145.29576812826227
2,159.29488831303178
2,117.8180461782851
2,130.55979117030603
2,124.10040760071462
2,135.93890092526075
2,139.9872125521434
3,114.70527604639204
3,135.21869654902304
3,125.54879774602671
3,119.9911568480321
3,125.85925956543049
3,130.06220897867655
3,120.32171577606606
3,132.03252940096718
3,103.64172444079207
3,147.46010006981794
3,122.26247169668025
3,115.07031916966157
3,106.61578349903152
3,123.5502959295408
3,129.10017116264925
3,112.88965136181817
3,134.50196060763446
3,104.91819222113187
3,117.93844205922431
3,124.59205904826403
3,97.64419363897076
3,125.08263713128781
3,125.6150073052382
3,106.52661002705136
3,129.2109725188839
3,134.25386880215584
3,133.54580020414775
3,133.96547171673342
3,133.31065282933827
3,119.96127959648956
3,125.56349449562893
3,129.40119301177262
3,126.50438115721266
3,117.41344664687513
3,149.86866041636787
3,125.04944393527103
3,130.94593590383008
3,132.66669823308973
3,127.78646017359392
3,129.43593928386073
3,131.576563975864
3,111.2981943870869
3,117.26096380540562
3,122.76935648724098
3,112.59181968783012
3,128.39468838031848
3,126.42018695140392
3,121.32229436002238
3,125.52747748135525
3,113.55143900445515
3,124.86095232786708
3,120.21287947813765
3,119.56541926877952
3,132.4406587849267
3,124.85526871560293
3,130.34824540343956
3,120.06234565924098
3,137.97473430223883
3,124.01870459993846
3,132.38816535157486
3,114.6759216465745
3,104.38173163769957
3,116.41250342847684
3,125.03890396326811
3,142.1698590236051
3,120.38637803496847
3,125.21036826937733
3,111.66232353523722
3,122.40403113173538
3,111.6666112836526
3,145.63294481722394
3,114.35482450616405
3,115.96284625088522
3,115.168771628215
3,110.61458600905964
3,127.91879204458557
3,117.97792063609504
3,118.90692554733285
3,119.2299761091395
3,128.86224333138102
3,113.16959259077667
3,115.57960731573878
3,136.45580172652694
3,115.48073852566907
3,134.46206318678915
3,133.54340152272647
3,124.52439899470329
3,120.09429189399985
3,121.9178930200683
3,121.238138964677
3,120.17347602384103
3,141.2572994714959
3,120.12401614795955
3,125.84057921163853
3,132.39244174321584
3,125.05793787665485
3,105.82217759987824
3,132.46942325333697
3,115.09809745935858
3,128.4661846898497
3,137.27161072600774
3,130.99534923003543
3,102.26478038169645
3,107.49541003001167
3,122.98240630082512
3,131.77071208126176
3,121.44414620666774
3,125.8300743062637
3,112.07103961924699
3,118.45285994316603
3,117.30536692429637
3,113.16758826881889
3,132.76632531488752
3,104.16220048697413
3,113.05068668642659
3,116.30061062139367
3,117.29159422425204
3,113.14492046009883
3,121.28893987128147
3,117.81383818280113
3,111.38652940308023
3,113.87985296369082
3,120.89556388298053
3,127.22438128293251
3,121.0545646421958
3,111.23576174663208
3,127.18410359370213
3,118.82815321760167
3,110.07257876321336
3,129.92744009784568
3,125.05812243985793
3,117.68416523266164
3,137.24773748474303
3,118.73720888684637
3,126.30031448534957
3,130.37097354187304
3,127.30224456074716
3,121.23144942119728
3,148.8825674016998
3,136.81165856354818
3,123.22957194752742
3,110.52520211880511
3,128.0137102688904
3,114.82144558809355
3,132.1781992296122
3,128.62473025649143
3,121.06553121328803
3,143.59965286049132
3,135.46206173250215
3,116.2740328730224
3,121.83419985232207
3,126.86127107412776
3,107.83890594830656
3,131.0927967391459
3,108.45369976215827
3,123.1909836369411
3,121.38404994917393
3,112.80844625137742
3,137.83006158257146
3,115.88182802585223
3,111.63006288931304
3,118.44685528913357
3,127.76115150700832
3,131.24725028888412
3,123.54162883275906
3,123.35160547260459
3,128.9718927860896
3,143.90164411834627
3,115.97263776647222
3,122.779147747739
3,115.52351623244091
3,117.89046954710099
3,128.30285217733407
3,141.62488781502086
3,127.08376506454111
3,122.75195416141165
3,135.93340570992743
3,112.81669588667862
3,138.39666027842483
3,108.51524474695873
3,116.72079955298295
3,123.96932079614123
3,122.88030775675864
3,113.29806196549221
3,140.42339501279366
3,118.26501361962812
3,104.18555549675743
3,115.05521729345467
3,122.81266334287892
3,112.76816160695351
3,129.63630789059954
3,121.72119290988891
3,104.3336678452002
3,123.79839422940545
3,111.61404039287987
3,120.33057796462174
3,125.84015396165682
3,123.15818185162588
3,136.07354317208205
3,118.80512639786987
3,119.29648936379412
3,114.56623515666242
3,138.7984832400338
3,109.47443390358457
3,131.0102301928048
3,116.2038019861323
3,122.41267530409908
3,137.68719617504468
3,130.3752342982509
3,124.76986221760775
3,115.21381539102157
3,120.91356709409666
3,135.3446025331277
3,125.227009131158
3,128.33224906677475
3,126.2973676684766
3,103.73784681096535
3,133.1613484370219
3,133.38649888459096
3,123.23761630009541
3,130.35776988148353
3,129.1828920057003
3,134.30580535103311
3,130.8350895216235
3,130.56800697240934
3,126.00612095870709
3,137.3588014483157
3,113.49610639915527
3,102.69228498549164
3,122.45769627710627
3,112.04087220661549
3,111.84357147191972
3,143.08234033833855
3,119.67111491180195
3,126.29901780862882
3,112.39356369612752
3,133.4750986233452
3,130.39635861956077
3,113.17445590358312
3,126.67036022730935
3,118.82702788199336
3,130.49013757881
3,110.05294175253275
3,110.7277665250383
3,129.5988286850273
3,109.06459469362636
3,114.1920011449754
3,113.194363343443
3,129.8578191431572
3,110.29244289579269
3,119.04752595202582
3,127.95171791762034
3,108.89193797275615
3,104.12336497836095
3,117.2401202368755
3,130.1467539625096
3,114.27180150036213
3,121.50554642272292
3,127.84191044551926
3,106.49117432803902
3,111.87496499515406
3,130.69399377518403
3,140.6045532914708
3,133.23036428014493
3,103.65257834750153
3,123.26578238354328
3,122.63472158860992
3,122.6428673945137
3,134.67105036002283
3,136.68936513859495
3,121.60138506983034
3,125.5138571462094
3,119.64814041135851
3,119.65432243010413
3,126.12838568388169
3,125.9074194193934
3,133.81118006831358
3,114.10114805783921
3,121.1044879275387
3,129.25268795383485
3,100.32942062843286
3,126.6552700000468
3,122.62427387124055
3,134.88993964746788
3,127.23777488055423
3,135.167373705619
3,124.30825104122349
3,135.15481383556903
3,127.82720723660384
3,132.9520063217543
3,128.7718202634205
3,116.78113393072023
3,106.19775779225276
3,121.86573041687106
3,114.62348598696741
3,135.45202172398768
3,123.20404254573214
3,110.19436033133407
3,139.01783653437016
3,127.63372792306812
3,128.39618506439265
3,137.68356412012878
3,120.86982862436882
3,132.5768941743218
3,142.24426331609212
3,130.27815596221572
3,122.27024440455186
3,131.91447658587563
3,118.03501133165301
3,134.29414457247637
