id-book,date,id-client,semester
SF23000,2024-08-16,186,sem2
ECON04311,2024-12-06,187,sem2
TECH01214,2024-09-21,187,sem2
ECON43131,2024-12-19,190,sem2
ECON43212,2024-12-10,191,sem2
SS11330,2024-12-12,191,sem2
ECON22432,2024-10-09,192,sem2
NAT34131,2024-11-02,194,sem2
ECON30301,2024-08-18,195,sem2
ECON33422,2024-11-27,196,sem2
SF24000,2024-09-25,196,sem2
O01223,2024-12-12,197,sem2
TECH40110,2024-09-04,197,sem2
ECON41430,2024-07-25,198,sem2
SF04223,2024-11-13,198,sem2
SS10434,2024-11-02,200,sem2
ECON00113,2024-11-06,200,sem2
ECON20304,2024-09-21,201,sem2
ECON43224,2024-08-01,202,sem2
SF04211,2024-10-21,203,sem2
SS10033,2024-11-14,203,sem2
O12003,2024-11-14,205,sem2
SF10133,2024-11-20,207,sem2
TECH10200,2024-12-12,208,sem2
TECH33114,2024-07-22,208,sem2
SF30241,2024-11-12,211,sem2
ECON43443,2024-09-04,212,sem2
SF23023,2024-11-26,213,sem2
ECON32301,2024-09-16,213,sem2
O13100,2024-07-06,215,sem2
O42444,2024-10-27,215,sem2
ECON10320,2024-11-11,216,sem2
TECH24021,2024-11-10,217,sem2
SS12140,2024-07-01,217,sem2
SS04040,2024-09-23,218,sem2
SF12222,2024-08-19,218,sem2
SS13433,2024-11-02,218,sem2
ECON41124,2024-11-25,220,sem2
SS03031,2024-12-10,222,sem2
ECON24334,2024-08-15,223,sem2
SF24413,2024-12-17,224,sem2
O20013,2024-12-19,227,sem2
TECH22043,2024-08-10,228,sem2
TECH13230,2024-07-05,229,sem2
TECH41220,2024-09-12,229,sem2
SS44034,2024-12-09,232,sem2
TECH02404,2024-12-24,233,sem2
TECH02320,2024-12-13,233,sem2
ECON33303,2024-09-13,233,sem2
SF42321,2024-10-24,234,sem2
TECH31020,2024-09-21,235,sem2
SF20043,2024-07-18,235,sem2
TECH10104,2024-09-20,236,sem2
ECON20211,2024-11-07,236,sem2
ECON24421,2024-12-01,236,sem2
ECON00101,2024-12-22,236,sem2
SF40204,2024-10-04,237,sem2
SF00423,2024-11-15,238,sem2
TECH22244,2024-10-24,238,sem2
O00100,2024-10-25,239,sem2
SS01104,2024-10-28,239,sem2
NAT42333,2024-09-18,239,sem2
TECH32013,2024-10-14,240,sem2
SS22412,2024-07-18,241,sem2
ECON32241,2024-07-23,241,sem2
SF32311,2024-07-10,242,sem2
TECH32103,2024-08-10,244,sem2
SF34320,2024-10-12,245,sem2
ECON44401,2024-09-07,247,sem2
ECON03144,2024-10-01,248,sem2
TECH00301,2024-08-07,248,sem2
SF00243,2024-07-26,248,sem2
ECON31433,2024-09-19,248,sem2
ECON10003,2024-09-19,250,sem2
ECON11430,2024-07-09,250,sem2
SF13320,2024-11-02,251,sem2
TECH22311,2024-12-06,251,sem2
NAT11134,2024-07-26,251,sem2
TECH31114,2024-10-08,252,sem2
TECH22322,2024-12-08,253,sem2
SF04401,2024-09-03,253,sem2
TECH13002,2024-11-05,254,sem2
SS44002,2024-10-14,255,sem2
TECH43010,2024-12-01,256,sem2
TECH34440,2024-10-12,256,sem2
SF44122,2024-12-11,257,sem2
SS31121,2024-12-25,258,sem2
ECON04044,2024-11-28,260,sem2
TECH31432,2024-09-06,261,sem2
ECON43131,2024-10-11,261,sem2
SF43022,2024-08-08,262,sem2
O10323,2024-10-10,265,sem2
NAT03133,2024-10-05,266,sem2
ECON13012,2024-11-22,266,sem2
NAT22212,2024-12-11,269,sem2
SF31120,2024-10-25,270,sem2
ECON24332,2024-10-13,270,sem2
SS11443,2024-08-18,271,sem2
SF10014,2024-09-11,272,sem2
NAT21304,2024-10-18,274,sem2
O21200,2024-08-08,274,sem2
ECON31413,2024-07-17,275,sem2
SF11321,2024-12-07,275,sem2
SF12224,2024-09-05,276,sem2
TECH12113,2024-12-21,277,sem2
SF14443,2024-08-03,278,sem2
TECH32342,2024-08-27,278,sem2
SF21301,2024-07-14,279,sem2
SS33122,2024-09-13,281,sem2
SF02103,2024-12-08,281,sem2
O41211,2024-11-09,282,sem2
SS01144,2024-12-16,283,sem2
ECON01040,2024-12-18,284,sem2
SS32040,2024-11-08,284,sem2
SS12424,2024-10-13,285,sem2
ECON22012,2024-10-04,285,sem2
TECH22322,2024-09-06,285,sem2
NAT40400,2024-07-07,287,sem2
SS43444,2024-10-26,288,sem2
TECH42321,2024-09-01,288,sem2
TECH32132,2024-10-14,289,sem2
O33330,2024-11-09,290,sem2
NAT12144,2024-07-17,291,sem2
SF03243,2024-07-19,292,sem2
ECON34424,2024-07-05,293,sem2
TECH24301,2024-09-06,294,sem2
NAT13312,2024-11-05,294,sem2
SF04222,2024-07-28,294,sem2
SS12000,2024-08-23,296,sem2
TECH40443,2024-09-12,296,sem2
NAT30434,2024-09-16,297,sem2
ECON24422,2024-09-27,299,sem2
NAT04443,2024-11-11,299,sem2
NAT11402,2024-12-18,299,sem2
SF43411,2024-09-28,299,sem2
ECON33021,2024-09-06,300,sem2
SF12111,2024-08-02,300,sem2
NAT13403,2024-10-05,300,sem2
TECH04044,2024-09-13,301,sem2
SF10024,2024-11-17,302,sem2
ECON31410,2024-07-14,303,sem2
ECON42100,2024-08-02,303,sem2
ECON20030,2024-07-03,304,sem2
O11144,2024-10-21,306,sem2
O30414,2024-07-19,307,sem2
ECON24304,2024-11-04,309,sem2
ECON41114,2024-12-26,310,sem2
ECON40104,2024-12-22,310,sem2
SF33104,2024-12-12,313,sem2
SF23210,2024-07-28,313,sem2
SF32214,2024-12-11,314,sem2
TECH32140,2024-07-10,314,sem2
TECH34342,2024-08-10,314,sem2
SF14300,2024-09-24,316,sem2
TECH13024,2024-12-25,317,sem2
SF21110,2024-09-03,318,sem2
TECH44302,2024-11-11,319,sem2
TECH22040,2024-08-07,320,sem2
SS13043,2024-10-14,322,sem2
NAT11333,2024-08-01,322,sem2
ECON41223,2024-07-22,324,sem2
O20043,2024-08-23,324,sem2
ECON13234,2024-07-23,324,sem2
TECH41420,2024-08-27,325,sem2
TECH34401,2024-10-11,327,sem2
SS40111,2024-07-23,327,sem2
NAT02231,2024-11-27,327,sem2
SS41004,2024-09-06,328,sem2
SS03323,2024-12-11,329,sem2
ECON23332,2024-10-14,329,sem2
O13320,2024-09-14,329,sem2
ECON21444,2024-10-19,329,sem2
ECON42140,2024-08-18,330,sem2
TECH31021,2024-11-09,330,sem2
SF01040,2024-07-04,330,sem2
SS10433,2024-08-12,330,sem2
SF42424,2024-07-15,331,sem2
SF42104,2024-10-03,332,sem2
TECH30203,2024-11-08,333,sem2
ECON12303,2024-10-18,334,sem2
ECON41323,2024-09-13,337,sem2
TECH21321,2024-10-15,338,sem2
ECON00013,2024-07-17,338,sem2
NAT43123,2024-12-16,339,sem2
SF43412,2024-07-24,339,sem2
NAT02232,2024-12-20,340,sem2
SF43111,2024-11-21,340,sem2
TECH43120,2024-09-03,342,sem2
ECON34211,2024-07-18,343,sem2
ECON41343,2024-07-12,344,sem2
TECH21344,2024-12-20,345,sem2
SS34004,2024-11-17,345,sem2
SF32011,2024-10-04,345,sem2
ECON33042,2024-10-22,345,sem2
SF42002,2024-10-22,348,sem2
ECON11204,2024-12-15,349,sem2
NAT32423,2024-09-11,349,sem2
TECH32001,2024-12-19,349,sem2
ECON10441,2024-08-28,352,sem2
ECON31302,2024-11-17,353,sem2
NAT03011,2024-11-09,353,sem2
TECH20013,2024-08-15,353,sem2
ECON24221,2024-08-06,356,sem2
O12323,2024-09-05,357,sem2
SS01230,2024-08-06,358,sem2
O43340,2024-11-13,358,sem2
ECON12222,2024-12-21,358,sem2
SS31140,2024-11-15,360,sem2
NAT02323,2024-11-19,360,sem2
TECH01333,2024-08-23,361,sem2
TECH10304,2024-11-12,362,sem2
SF34332,2024-12-21,362,sem2
TECH13102,2024-09-26,362,sem2
SF04111,2024-08-19,363,sem2
O30403,2024-09-09,363,sem2
TECH01000,2024-09-21,366,sem2
SF42204,2024-08-12,366,sem2
O41320,2024-11-09,367,sem2
SS02222,2024-09-12,367,sem2
ECON11034,2024-12-03,369,sem2
TECH22430,2024-10-23,369,sem2
ECON24333,2024-12-04,370,sem2
TECH33100,2024-08-02,372,sem2
SF34332,2024-09-04,372,sem2
TECH23331,2024-11-13,372,sem2
ECON42410,2024-11-04,374,sem2
TECH02210,2024-08-16,374,sem2
O10420,2024-08-22,377,sem2
O13042,2024-11-28,377,sem2
ECON40403,2024-07-10,378,sem2
SF30343,2024-12-05,379,sem2
ECON43034,2024-09-15,380,sem2
NAT04144,2024-08-10,381,sem2
NAT04143,2024-12-12,382,sem2
TECH02104,2024-10-15,383,sem2
SF21340,2024-10-06,385,sem2
SS22130,2024-12-19,385,sem2
O12210,2024-12-12,385,sem2
SF44332,2024-07-25,386,sem2
SS42324,2024-09-03,388,sem2
SF14201,2024-10-06,389,sem2
ECON03334,2024-12-24,389,sem2
SS14201,2024-09-20,389,sem2
TECH11432,2024-10-02,390,sem2
O02313,2024-07-11,391,sem2
NAT02324,2024-09-28,391,sem2
NAT43412,2024-09-22,392,sem2
SS10140,2024-09-23,393,sem2
NAT31243,2024-08-10,394,sem2
ECON11344,2024-11-14,394,sem2
ECON34314,2024-07-01,395,sem2
SF42442,2024-07-01,396,sem2
ECON33231,2024-09-16,397,sem2
SF40043,2024-08-02,397,sem2
NAT12020,2024-11-16,398,sem2
TECH01022,2024-12-19,399,sem2
ECON43140,2024-07-12,399,sem2
SS02431,2024-12-19,400,sem2
TECH12403,2024-09-25,402,sem2
TECH40412,2024-11-21,402,sem2
O13240,2024-08-06,402,sem2
NAT11010,2024-07-15,402,sem2
TECH34444,2024-09-27,404,sem2
NAT22124,2024-09-18,404,sem2
SF42404,2024-12-19,405,sem2
NAT14333,2024-11-06,405,sem2
ECON11143,2024-12-19,406,sem2
O02434,2024-12-27,407,sem2
ECON31132,2024-09-24,408,sem2
ECON33034,2024-10-11,409,sem2
SS04211,2024-12-23,410,sem2
NAT30334,2024-11-21,410,sem2
SF43043,2024-11-15,411,sem2
TECH11231,2024-07-13,413,sem2
SS22322,2024-11-14,413,sem2
O04230,2024-09-27,413,sem2
O44112,2024-08-28,414,sem2
ECON40130,2024-10-01,414,sem2
TECH32110,2024-12-24,417,sem2
TECH24103,2024-08-02,418,sem2
NAT32121,2024-09-10,418,sem2
SS13030,2024-07-22,418,sem2
O04231,2024-11-03,419,sem2
NAT44402,2024-12-11,420,sem2
ECON12221,2024-08-10,421,sem2
TECH11033,2024-12-05,421,sem2
SF42134,2024-10-18,423,sem2
NAT04304,2024-08-25,423,sem2
NAT00124,2024-09-25,424,sem2
NAT24233,2024-11-04,425,sem2
ECON13344,2024-12-06,426,sem2
TECH02334,2024-08-04,427,sem2
NAT34200,2024-12-13,427,sem2
SF21221,2024-10-14,428,sem2
TECH34342,2024-09-10,428,sem2
TECH33401,2024-11-17,428,sem2
ECON11314,2024-07-08,428,sem2
SF22302,2024-07-03,429,sem2
NAT03014,2024-10-18,430,sem2
ECON04434,2024-09-23,431,sem2
ECON22332,2024-12-11,432,sem2
ECON31200,2024-08-20,433,sem2
TECH22240,2024-10-26,434,sem2
SF22102,2024-12-25,434,sem2
ECON14200,2024-12-05,434,sem2
ECON11021,2024-10-10,434,sem2
TECH30421,2024-11-23,435,sem2
SF41434,2024-07-07,436,sem2
SF01212,2024-09-03,436,sem2
SF03430,2024-12-18,436,sem2
SS20004,2024-07-01,437,sem2
TECH01001,2024-10-07,437,sem2
O01244,2024-11-07,438,sem2
TECH20113,2024-09-18,439,sem2
SF03233,2024-11-13,441,sem2
ECON42014,2024-10-14,441,sem2
ECON40213,2024-12-19,442,sem2
ECON04301,2024-09-04,444,sem2
ECON31022,2024-12-18,444,sem2
TECH13320,2024-12-03,445,sem2
ECON31430,2024-08-18,445,sem2
ECON31040,2024-11-25,446,sem2
O01222,2024-11-08,449,sem2
SS00344,2024-08-15,450,sem2
SF23033,2024-09-05,450,sem2
O21413,2024-12-07,452,sem2
ECON22201,2024-08-20,453,sem2
ECON22414,2024-08-28,454,sem2
ECON03230,2024-12-25,454,sem2
NAT01230,2024-12-11,454,sem2
ECON23433,2024-08-11,456,sem2
SF31440,2024-07-08,456,sem2
O22421,2024-07-20,456,sem2
ECON33312,2024-10-01,457,sem2
TECH14344,2024-12-04,457,sem2
SF24032,2024-08-12,458,sem2
ECON31141,2024-07-04,459,sem2
TECH40403,2024-07-16,462,sem2
NAT24023,2024-10-22,463,sem2
NAT34334,2024-08-02,463,sem2
ECON40232,2024-10-25,465,sem2
ECON21320,2024-09-05,465,sem2
O31110,2024-09-06,468,sem2
NAT40433,2024-08-14,469,sem2
ECON14144,2024-11-17,469,sem2
ECON01220,2024-07-02,470,sem2
SS41421,2024-12-23,471,sem2
O22334,2024-12-17,472,sem2
TECH12003,2024-12-23,473,sem2
SS10431,2024-08-20,474,sem2
ECON43323,2024-07-18,475,sem2
TECH43341,2024-09-26,475,sem2
SF02441,2024-12-02,477,sem2
ECON23420,2024-11-24,477,sem2
ECON24110,2024-07-09,478,sem2
O11213,2024-10-23,478,sem2
NAT40443,2024-07-27,479,sem2
O12443,2024-08-25,480,sem2
ECON24343,2024-09-27,480,sem2
SF32112,2024-07-27,481,sem2
ECON23230,2024-12-22,482,sem2
TECH40310,2024-07-06,484,sem2
TECH13120,2024-11-14,485,sem2
ECON21013,2024-08-13,486,sem2
ECON43002,2024-08-05,487,sem2
TECH40321,2024-09-05,488,sem2
ECON24122,2024-12-08,488,sem2
ECON13002,2024-12-06,489,sem2
TECH40214,2024-09-16,489,sem2
SF31014,2024-08-10,490,sem2
TECH42402,2024-10-06,490,sem2
NAT32403,2024-09-09,491,sem2
ECON03443,2024-11-19,492,sem2
O10213,2024-07-26,492,sem2
SF10003,2024-08-07,492,sem2
ECON02232,2024-09-03,493,sem2
TECH43330,2024-11-07,494,sem2
O04133,2024-12-13,495,sem2
O42433,2024-11-13,495,sem2
O41100,2024-10-12,496,sem2
NAT22344,2024-12-24,497,sem2
ECON03444,2024-10-02,497,sem2
NAT40043,2024-10-03,498,sem2
SF11231,2024-10-27,498,sem2
NAT43440,2024-08-18,499,sem2
SF04200,2024-07-21,499,sem2
O12034,2024-07-02,500,sem2
TECH23410,2024-08-04,500,sem2
ECON03412,2024-12-04,500,sem2
ECON20441,2024-09-07,501,sem2
SF40420,2024-11-05,502,sem2
SF34024,2024-08-22,502,sem2
SS11304,2024-12-21,503,sem2
SS23441,2024-10-15,503,sem2
ECON43440,2024-08-14,503,sem2
ECON00324,2024-10-24,504,sem2
SS33311,2024-11-14,504,sem2
NAT20002,2024-07-02,505,sem2
NAT10323,2024-07-23,506,sem2
ECON04333,2024-11-04,508,sem2
TECH02432,2024-09-10,509,sem2
TECH01430,2024-10-25,510,sem2
ECON30404,2024-10-21,511,sem2
SF01202,2024-10-22,512,sem2
TECH44203,2024-09-06,514,sem2
SS14401,2024-07-06,514,sem2
NAT22212,2024-11-09,515,sem2
SS04332,2024-11-12,516,sem2
O10010,2024-07-14,517,sem2
ECON32230,2024-10-18,517,sem2
NAT23122,2024-07-19,518,sem2
ECON11331,2024-12-18,520,sem2
O20110,2024-12-28,521,sem2
ECON14010,2024-11-08,523,sem2
SF43333,2024-09-15,524,sem2
SF12210,2024-12-21,524,sem2
ECON40114,2024-08-23,525,sem2
O00333,2024-12-02,525,sem2
SF23030,2024-10-10,529,sem2
ECON24243,2024-11-11,529,sem2
ECON44303,2024-11-09,529,sem2
TECH34043,2024-10-13,530,sem2
SF14402,2024-07-04,530,sem2
ECON20234,2024-08-21,531,sem2
ECON21024,2024-12-20,532,sem2
ECON04430,2024-11-08,534,sem2
SF04140,2024-07-20,536,sem2
SF04424,2024-09-05,536,sem2
O23031,2024-07-23,537,sem2
SF30103,2024-11-22,538,sem2
ECON30001,2024-09-08,540,sem2
SF40302,2024-09-18,540,sem2
TECH03003,2024-12-01,541,sem2
TECH22130,2024-12-28,543,sem2
TECH32134,2024-11-06,543,sem2
SF44313,2024-08-10,545,sem2
SF42204,2024-11-01,548,sem2
NAT21034,2024-12-28,548,sem2
TECH12031,2024-09-19,548,sem2
TECH13414,2024-09-20,550,sem2
TECH32101,2024-10-15,550,sem2
ECON11424,2024-11-07,551,sem2
TECH23332,2024-10-22,552,sem2
ECON32012,2024-12-16,552,sem2
O31144,2024-08-03,553,sem2
O22002,2024-07-02,555,sem2
NAT13220,2024-07-07,556,sem2
TECH33043,2024-11-12,558,sem2
O11404,2024-07-28,558,sem2
NAT21330,2024-12-28,559,sem2
SF32433,2024-08-07,559,sem2
TECH02141,2024-08-05,559,sem2
SF34031,2024-07-03,559,sem2
NAT40114,2024-11-28,559,sem2
SF02224,2024-11-26,560,sem2
TECH14113,2024-07-21,561,sem2
TECH23413,2024-12-28,562,sem2
SF42104,2024-09-19,562,sem2
ECON24442,2024-07-12,563,sem2
SF14033,2024-07-13,564,sem2
ECON00443,2024-07-17,564,sem2
TECH14023,2024-08-22,566,sem2
SF24212,2024-09-01,567,sem2
NAT04200,2024-11-22,569,sem2
O11031,2024-09-08,570,sem2
ECON30244,2024-07-07,570,sem2
SF23441,2024-07-20,572,sem2
ECON01201,2024-07-15,574,sem2
TECH33403,2024-07-14,575,sem2
ECON41014,2024-07-20,575,sem2
SS41410,2024-11-14,575,sem2
TECH01000,2024-11-26,575,sem2
TECH23233,2024-08-05,579,sem2
SF13342,2024-08-01,580,sem2
TECH41002,2024-07-03,581,sem2
ECON12144,2024-08-23,582,sem2
ECON43144,2024-09-16,583,sem2
ECON04424,2024-09-05,583,sem2
ECON22323,2024-11-16,584,sem2
SS33012,2024-09-09,586,sem2
TECH24100,2024-07-20,586,sem2
SS21331,2024-10-02,586,sem2
SF42323,2024-10-18,587,sem2
ECON24110,2024-09-11,589,sem2
NAT01142,2024-12-13,589,sem2
NAT00440,2024-07-27,590,sem2
TECH42221,2024-09-02,591,sem2
ECON23442,2024-07-11,594,sem2
ECON42422,2024-12-22,595,sem2
TECH33112,2024-12-11,595,sem2
ECON11304,2024-10-20,596,sem2
NAT20043,2024-07-13,596,sem2
NAT22031,2024-12-10,596,sem2
O10231,2024-08-25,597,sem2
TECH43323,2024-11-11,597,sem2
SS30420,2024-08-14,597,sem2
TECH01330,2024-08-05,598,sem2
ECON31010,2024-11-24,599,sem2
ECON40103,2024-09-11,600,sem2
SF24304,2024-07-21,602,sem2
ECON21142,2024-08-14,603,sem2
ECON34010,2024-11-09,603,sem2
TECH04422,2024-11-05,603,sem2
SS34113,2024-11-08,608,sem2
NAT31001,2024-08-19,609,sem2
NAT34214,2024-09-18,609,sem2
SF11114,2024-08-22,610,sem2
SF30030,2024-07-11,610,sem2
SS30141,2024-12-19,611,sem2
TECH20312,2024-12-09,611,sem2
NAT21333,2024-09-26,612,sem2
O40441,2024-12-23,612,sem2
TECH40020,2024-09-15,613,sem2
ECON40303,2024-10-07,613,sem2
TECH24231,2024-11-23,614,sem2
O21224,2024-12-19,615,sem2
SF40434,2024-07-17,615,sem2
SF23214,2024-12-02,615,sem2
NAT24231,2024-10-18,616,sem2
ECON10404,2024-09-12,617,sem2
ECON30144,2024-08-22,618,sem2
TECH40214,2024-09-26,620,sem2
SF44310,2024-08-13,620,sem2
ECON24130,2024-11-09,621,sem2
TECH14200,2024-12-16,621,sem2
ECON03341,2024-11-16,622,sem2
TECH03431,2024-10-06,623,sem2
ECON23222,2024-07-10,624,sem2
ECON40212,2024-09-08,624,sem2
SF30432,2024-07-24,626,sem2
ECON23430,2024-10-12,626,sem2
ECON12334,2024-11-18,627,sem2
NAT40221,2024-07-03,628,sem2
ECON22302,2024-08-19,629,sem2
NAT23443,2024-11-16,629,sem2
TECH43220,2024-09-20,630,sem2
SF44222,2024-12-22,631,sem2
SF21422,2024-12-15,631,sem2
SS03413,2024-10-05,633,sem2
SF20130,2024-07-08,633,sem2
O41232,2024-07-19,635,sem2
NAT11302,2024-10-14,637,sem2
ECON23212,2024-10-12,637,sem2
O30043,2024-10-18,637,sem2
SS40410,2024-08-15,637,sem2
ECON11243,2024-09-05,638,sem2
TECH43340,2024-10-17,638,sem2
SS43030,2024-09-02,639,sem2
NAT03021,2024-08-11,639,sem2
O31222,2024-07-25,640,sem2
SF20034,2024-11-05,641,sem2
ECON32112,2024-09-05,641,sem2
TECH41124,2024-08-17,641,sem2
SF22021,2024-08-08,642,sem2
TECH32042,2024-09-12,642,sem2
ECON11202,2024-10-11,642,sem2
TECH12441,2024-12-03,642,sem2
SF34333,2024-12-16,642,sem2
ECON21022,2024-11-27,642,sem2
TECH23312,2024-07-12,644,sem2
ECON24113,2024-08-01,646,sem2
ECON20212,2024-12-15,646,sem2
O24223,2024-12-05,648,sem2
SS40320,2024-10-24,649,sem2
ECON14213,2024-11-19,650,sem2
SF04303,2024-10-26,651,sem2
ECON32144,2024-12-21,651,sem2
TECH34020,2024-11-04,652,sem2
O44330,2024-08-08,653,sem2
TECH22443,2024-07-28,654,sem2
SF20231,2024-09-14,655,sem2
ECON14303,2024-08-15,655,sem2
SF32204,2024-07-21,656,sem2
ECON30001,2024-10-16,656,sem2
ECON20344,2024-09-16,657,sem2
TECH04114,2024-08-19,657,sem2
ECON32444,2024-11-11,657,sem2
TECH33430,2024-09-19,658,sem2
TECH04301,2024-07-16,658,sem2
TECH01222,2024-09-07,659,sem2
ECON13130,2024-08-17,662,sem2
SS13013,2024-07-07,662,sem2
TECH31402,2024-11-15,663,sem2
ECON40313,2024-11-12,663,sem2
ECON23411,2024-12-13,663,sem2
SS04302,2024-08-09,664,sem2
TECH13421,2024-07-20,665,sem2
ECON21442,2024-11-18,666,sem2
NAT12030,2024-07-11,667,sem2
TECH13311,2024-09-27,667,sem2
TECH12204,2024-07-12,668,sem2
TECH10423,2024-09-11,668,sem2
SS44134,2024-11-01,669,sem2
ECON20134,2024-09-24,671,sem2
ECON02422,2024-07-09,672,sem2
NAT22113,2024-07-05,672,sem2
O33031,2024-11-20,672,sem2
ECON10142,2024-09-07,673,sem2
TECH41100,2024-08-06,673,sem2
SF40213,2024-12-10,674,sem2
TECH01410,2024-08-18,674,sem2
O00023,2024-10-23,675,sem2
ECON02003,2024-12-02,676,sem2
ECON23121,2024-11-09,676,sem2
ECON41140,2024-11-21,678,sem2
SS13400,2024-08-03,679,sem2
ECON02113,2024-09-19,679,sem2
ECON00034,2024-12-19,680,sem2
ECON24220,2024-11-26,680,sem2
TECH23111,2024-08-04,681,sem2
SS32444,2024-07-18,683,sem2
SF33123,2024-09-14,686,sem2
ECON40243,2024-12-06,686,sem2
ECON03223,2024-07-04,687,sem2
ECON23143,2024-10-24,688,sem2
NAT02420,2024-12-09,689,sem2
O32332,2024-10-03,689,sem2
ECON02330,2024-07-05,690,sem2
ECON30002,2024-11-16,690,sem2
SF43333,2024-08-03,691,sem2
SS43422,2024-10-01,692,sem2
ECON43003,2024-08-01,692,sem2
SF34040,2024-09-27,693,sem2
ECON22120,2024-07-23,693,sem2
SF23122,2024-11-14,693,sem2
NAT23040,2024-10-15,693,sem2
ECON13000,2024-07-26,694,sem2
NAT21032,2024-12-20,696,sem2
TECH10131,2024-10-17,696,sem2
ECON30111,2024-12-07,699,sem2
O41232,2024-11-11,700,sem2
O01343,2024-09-08,701,sem2
TECH12333,2024-12-05,704,sem2
NAT03213,2024-10-26,704,sem2
ECON24331,2024-10-22,706,sem2
TECH20120,2024-09-23,708,sem2
NAT04340,2024-09-03,708,sem2
SF10224,2024-08-28,710,sem2
SF11230,2024-10-25,710,sem2
SF23224,2024-09-16,711,sem2
ECON40001,2024-09-13,711,sem2
TECH20244,2024-09-09,712,sem2
ECON10121,2024-10-06,712,sem2
TECH33112,2024-12-16,713,sem2
ECON11231,2024-10-21,714,sem2
TECH13030,2024-11-09,715,sem2
ECON41201,2024-12-16,715,sem2
SS22420,2024-09-14,715,sem2
NAT23100,2024-08-18,717,sem2
