price,genre,new_release,subtitled
5.199561169266708,Comedy,Yes,yes
14.828490760379925,Comedy,Yes,yes
13.4245660211917,Comedy,Yes,no
13.290007411236637,Comedy,Yes,no
14.536173769975154,Comedy,Yes,no
8.517650434558622,Comedy,Yes,no
8.040903099761417,Comedy,Yes,yes
6.845325567947956,Comedy,Yes,yes
7.625146029356683,Comedy,Yes,yes
11.421582183340707,Comedy,Yes,yes
10.735264403683551,Comedy,Yes,no
5.899122134749104,Comedy,Yes,no
13.796827743562492,Comedy,Yes,no
12.264438422616486,Comedy,Yes,yes
14.572947784014449,Comedy,Yes,yes
17.829500845384125,Comedy,Yes,no
6.539927009158179,Comedy,Yes,yes
13.932364394947651,Comedy,Yes,yes
10.003689595151883,Comedy,Yes,yes
14.179656608169264,Comedy,Yes,no
11.282842721744906,Comedy,Yes,no
19.207845750759816,Comedy,Yes,yes
10.07028718166863,Comedy,Yes,yes
18.54478944966614,Comedy,Yes,no
10.64844060925714,Comedy,Yes,yes
13.7110126234453,Comedy,Yes,no
11.0024390147622,Comedy,Yes,no
7.535873806033065,Comedy,Yes,yes
12.869878951409401,Comedy,Yes,no
11.14070629119986,Comedy,Yes,yes
4.267370824735271,Comedy,Yes,yes
8.279839247701098,Comedy,Yes,no
10.399343443364664,Comedy,Yes,yes
6.813975191062592,Comedy,Yes,yes
8.59970941735801,Comedy,Yes,yes
10.384944615594337,Comedy,Yes,no
14.91156024055777,Comedy,Yes,no
14.453713909949228,Comedy,Yes,yes
8.172049255186073,Comedy,Yes,no
16.856800376781816,Comedy,Yes,no
8.415060695506174,Comedy,Yes,yes
12.35800748518431,Comedy,Yes,yes
14.249875035894103,Comedy,Yes,yes
4.252917579192324,Comedy,Yes,yes
6.440052087816505,Comedy,Yes,no
8.91869230234823,Comedy,Yes,no
11.411947453060742,Comedy,Yes,no
9.756395568397908,Comedy,Yes,no
13.206633345861109,Comedy,Yes,yes
3.9340607219887307,Comedy,Yes,no
1.518811012791991,Comedy,Yes,yes
5.862671134939126,Comedy,Yes,no
11.944428408298117,Comedy,Yes,no
13.33844068591516,Comedy,Yes,yes
9.431723181732558,Comedy,Yes,yes
9.973431247513629,Comedy,Yes,yes
10.960628886004708,Comedy,Yes,no
8.103819498660807,Comedy,Yes,no
8.861742367087903,Comedy,Yes,yes
10.461971852695077,Comedy,Yes,yes
5.633418863226484,Comedy,Yes,yes
3.3266403460027663,Comedy,Yes,yes
17.068944818440322,Comedy,Yes,yes
14.486033207716956,Comedy,Yes,yes
12.361760572377463,Comedy,Yes,yes
12.750617641283508,Comedy,Yes,yes
15.756878899709182,Comedy,Yes,yes
8.767785719213265,Comedy,Yes,yes
9.32459888047849,Comedy,Yes,yes
12.525165959650439,Comedy,Yes,yes
7.234035840433786,Comedy,Yes,no
15.812263370528276,Comedy,Yes,yes
12.561859143185908,Comedy,Yes,no
7.916249299650662,Comedy,Yes,yes
11.277918056551586,Comedy,Yes,yes
8.963099004462686,Comedy,Yes,yes
9.44082809903869,Comedy,Yes,no
10.46143425747213,Comedy,Yes,yes
13.251282994966006,Comedy,Yes,yes
13.072049426671189,Comedy,Yes,yes
4.171293990240764,Comedy,No,yes
10.072343337905604,Comedy,No,yes
5.982907696091418,Comedy,No,yes
0.48883901695329346,Comedy,No,no
8.907944340595467,Comedy,No,yes
0.9450406170804415,Comedy,No,no
5.730049914068246,Comedy,No,no
11.383650133021613,Comedy,No,no
12.079817459682467,Comedy,No,no
6.209203535213552,Comedy,No,yes
5.535071472995968,Comedy,No,yes
6.73301198295171,Comedy,No,yes
-0.17915046441268867,Comedy,No,yes
15.474831405007727,Comedy,No,yes
4.092130105622942,Comedy,No,yes
12.960667475306103,Comedy,No,yes
6.757770561740989,Comedy,No,yes
12.10954797938291,Comedy,No,yes
14.883137047409559,Comedy,No,yes
10.185732152962004,Comedy,No,no
16.09863836064197,Comedy,No,yes
4.48239835800679,Comedy,No,yes
10.109475126322033,Comedy,No,no
3.7250770624819753,Comedy,No,yes
2.3445963777266794,Comedy,No,no
5.317476275138068,Comedy,No,no
3.523033211665989,Comedy,No,yes
3.8446932454659972,Comedy,No,no
8.940621218251197,Comedy,No,yes
4.968781131462575,Comedy,No,yes
4.930180515979064,Comedy,No,no
5.709433789149266,Comedy,No,no
3.493772394962516,Comedy,No,no
14.220433543222157,Comedy,No,yes
12.039239944329108,Comedy,No,no
12.280098926951897,Comedy,No,yes
3.302487493986636,Comedy,No,no
4.661162979156307,Comedy,No,yes
5.617196990655103,Comedy,No,no
6.042256400220134,Comedy,No,yes
4.262811712303074,Comedy,No,no
4.285981285959583,Comedy,No,yes
10.55510029069619,Comedy,No,no
8.267572850924292,Comedy,No,yes
10.084777355588656,Comedy,No,yes
10.843930567571714,Comedy,No,yes
3.116389546957258,Comedy,No,yes
1.5463358448062676,Comedy,No,yes
12.386431367987267,Comedy,No,no
8.209100835533874,Comedy,No,no
11.709924414229391,Comedy,No,yes
4.92654621252765,Comedy,No,yes
8.43744867249995,Comedy,No,yes
4.890458108968697,Comedy,No,no
2.5254637066954,Comedy,No,yes
3.899920112678425,Comedy,No,no
-3.377637961695677,Comedy,No,yes
6.588056786611883,Comedy,No,no
4.1923159877842116,Comedy,No,yes
6.6695629922809125,Comedy,No,no
13.029198818554137,Comedy,No,yes
9.63804737854044,Comedy,No,yes
5.224882972095349,Comedy,No,yes
12.159919529132166,Comedy,No,yes
6.657111439051469,Comedy,No,no
12.920167223833227,Comedy,No,yes
3.8125901946875973,Comedy,No,yes
9.613128520185215,Comedy,No,no
12.254289025904368,Comedy,No,yes
6.178037775351728,Comedy,No,yes
5.417246480510132,Comedy,No,yes
9.073466724942307,Comedy,No,yes
3.3535843026119023,Comedy,No,no
-0.09801814900902883,Comedy,No,yes
9.70171262599015,Comedy,No,yes
11.291489537206267,Comedy,No,yes
11.629698403075304,Comedy,No,yes
7.563748357859841,Comedy,No,yes
5.799565372999404,Comedy,No,yes
8.071828065918226,Comedy,No,no
3.62074747800367,Comedy,No,yes
0.23402418111113477,Comedy,No,yes
2.990977041721627,Comedy,No,no
12.94641114318212,Comedy,No,yes
4.895170454573451,Comedy,No,no
-2.481177716350186,Comedy,No,no
2.9506814867816633,Comedy,No,yes
8.14948904623297,Comedy,No,no
7.203829476255868,Comedy,No,yes
7.4610127233595644,Comedy,No,yes
1.7299035799380311,Comedy,No,no
7.078879792502975,Comedy,No,yes
10.961957285582828,Comedy,No,yes
4.630252997980882,Comedy,No,no
11.360716983579994,Comedy,No,yes
2.8683109773257325,Comedy,No,no
8.916854353338408,Comedy,No,no
6.255105325926964,Comedy,No,yes
9.767271265041963,Comedy,No,no
5.873357773204647,Comedy,No,no
12.776288904740024,Comedy,No,no
2.893032223837082,Comedy,No,yes
6.430136072152775,Comedy,No,yes
3.715249397193174,Comedy,No,yes
8.883407987622,Comedy,No,no
2.354355733351502,Comedy,No,yes
6.1645323515377175,Comedy,No,yes
4.8734125997741575,Comedy,No,yes
2.1583174894018082,Comedy,No,yes
9.058299173995492,Comedy,No,no
2.919036369873221,Comedy,No,no
10.416890791355183,Comedy,No,yes
6.57305796912155,Comedy,No,yes
15.241560044800728,Comedy,No,yes
3.6515822784622243,Comedy,No,no
3.2882550705934044,Comedy,No,no
6.131130601893991,Comedy,No,no
9.133351287510727,Comedy,No,no
5.598669066449344,Comedy,No,no
8.999521660615356,Comedy,No,no
8.798375813656829,Comedy,No,no
6.593700785012246,Comedy,No,no
-3.031736224011076,Comedy,No,no
7.843227363992406,Comedy,No,yes
7.50610027099162,Comedy,No,yes
6.0111833357530315,Comedy,No,no
2.0229039051609474,Comedy,No,no
3.6592799488788557,Comedy,No,yes
6.450013895592837,Comedy,No,no
5.225760000621591,Comedy,No,yes
6.738348144083027,Comedy,No,no
5.797021570053563,Comedy,No,no
7.378789505450175,Comedy,No,no
3.608974736177319,Comedy,No,yes
10.763494009983434,Comedy,No,yes
2.5952593407195668,Comedy,No,no
-3.249210819184092,Comedy,No,no
11.765000760604742,Comedy,No,yes
3.731457901302067,Comedy,No,no
8.734333033875261,Comedy,No,yes
5.451879342504357,Comedy,No,no
8.589955240680608,Comedy,No,yes
2.2792838473593706,Comedy,No,yes
9.48431255452423,Comedy,No,yes
7.440244851084993,Comedy,No,yes
6.297904023835442,Comedy,No,yes
12.598904558539076,Comedy,No,yes
12.601198936060776,Comedy,No,yes
5.653386712842323,Comedy,No,no
10.663958168062377,Comedy,No,yes
21.613934396388395,Tragedy,Yes,no
8.98401542448779,Tragedy,Yes,no
13.112033901012705,Tragedy,Yes,yes
13.241717333473801,Tragedy,Yes,no
16.14524985868399,Tragedy,Yes,yes
15.380978693834523,Tragedy,Yes,yes
19.918192816993688,Tragedy,Yes,yes
5.56664563038335,Tragedy,Yes,no
10.965085557860553,Tragedy,Yes,yes
12.709143344215805,Tragedy,Yes,no
18.813737990547803,Tragedy,Yes,no
18.320793671301885,Tragedy,Yes,no
14.168399437491951,Tragedy,Yes,no
16.24820977011713,Tragedy,Yes,no
15.77880723007523,Tragedy,Yes,yes
12.885846033963038,Tragedy,Yes,no
16.060022531053882,Tragedy,Yes,yes
13.072020225618807,Tragedy,Yes,no
23.139985165924074,Tragedy,Yes,yes
20.2634187150692,Tragedy,Yes,no
14.203262887901456,Tragedy,Yes,yes
17.426713467653556,Tragedy,Yes,yes
22.99640751276708,Tragedy,Yes,no
14.077112815467057,Tragedy,Yes,yes
10.9030423064596,Tragedy,Yes,yes
15.934988937196994,Tragedy,Yes,yes
19.83705232303609,Tragedy,Yes,yes
8.987390556481829,Tragedy,Yes,yes
14.048496220574771,Tragedy,Yes,yes
11.759343903006759,Tragedy,Yes,yes
15.039456743603894,Tragedy,Yes,yes
8.64212577367641,Tragedy,Yes,no
9.925425776804243,Tragedy,Yes,no
25.080996352456765,Tragedy,Yes,no
11.867770405836726,Tragedy,Yes,yes
11.61838945648623,Tragedy,Yes,yes
17.170123844101283,Tragedy,Yes,yes
9.99442336603654,Tragedy,Yes,yes
17.083719696191004,Tragedy,Yes,yes
18.71056445759347,Tragedy,Yes,no
17.298089967664254,Tragedy,Yes,yes
11.386858070180581,Tragedy,Yes,no
10.992501707041635,Tragedy,Yes,no
20.674157570380906,Tragedy,Yes,no
15.005469727990336,Tragedy,Yes,no
19.36367418081961,Tragedy,Yes,yes
17.173131737659432,Tragedy,Yes,yes
12.467901652673284,Tragedy,Yes,yes
14.404596028290204,Tragedy,Yes,yes
10.081296848597852,Tragedy,Yes,yes
13.942974982312375,Tragedy,Yes,no
9.992650931596298,Tragedy,Yes,yes
19.043396547654496,Tragedy,Yes,yes
17.161952399947584,Tragedy,Yes,yes
19.663733419056065,Tragedy,Yes,yes
18.484723103649408,Tragedy,Yes,yes
12.887216247349745,Tragedy,Yes,no
11.106588561580637,Tragedy,Yes,no
11.84564708010438,Tragedy,Yes,no
19.530496183301906,Tragedy,Yes,yes
16.454114595016176,Tragedy,Yes,yes
15.087794501950926,Tragedy,Yes,yes
18.681169400933324,Tragedy,Yes,no
10.084969128043134,Tragedy,Yes,yes
13.571517673526515,Tragedy,Yes,no
19.850700724396994,Tragedy,Yes,yes
8.181635962504918,Tragedy,Yes,no
10.518517242225368,Tragedy,Yes,yes
19.59129115628722,Tragedy,Yes,no
13.99796187139305,Tragedy,Yes,yes
4.828617863073065,Tragedy,Yes,no
10.489207929735782,Tragedy,Yes,yes
21.023134505791596,Tragedy,Yes,no
16.521283079138737,Tragedy,Yes,no
15.230303707897741,Tragedy,Yes,no
12.456307337365988,Tragedy,Yes,no
12.723015130791069,Tragedy,Yes,no
15.050610447047964,Tragedy,Yes,yes
9.39208723148649,Tragedy,Yes,yes
23.317739015690023,Tragedy,Yes,no
16.883244869573645,Tragedy,Yes,yes
13.863076941010663,Tragedy,Yes,yes
10.957262439504458,Tragedy,Yes,yes
10.721745574461478,Tragedy,Yes,yes
23.47421075705559,Tragedy,Yes,yes
14.920722730486473,Tragedy,Yes,yes
21.89937824565917,Tragedy,Yes,yes
8.29887600716815,Tragedy,Yes,no
11.527546364196775,Tragedy,Yes,yes
16.83674597228613,Tragedy,Yes,no
15.049245558097835,Tragedy,Yes,yes
30.33511216317092,Tragedy,Yes,yes
13.604497605351295,Tragedy,Yes,no
18.041549260994778,Tragedy,Yes,yes
13.165773871296079,Tragedy,Yes,yes
15.149406946319326,Tragedy,Yes,yes
11.834544417505207,Tragedy,Yes,yes
19.967597849275833,Tragedy,Yes,no
14.020844569169338,Tragedy,Yes,no
16.3967514023698,Tragedy,Yes,no
18.391284883087337,Tragedy,Yes,yes
16.758455811021783,Tragedy,Yes,no
16.050064773746072,Tragedy,Yes,yes
14.584538723801302,Tragedy,Yes,no
20.288012686470545,Tragedy,Yes,yes
16.88942213041379,Tragedy,Yes,yes
16.4509494073231,Tragedy,Yes,yes
15.404152421593356,Tragedy,Yes,yes
12.004784971418935,Tragedy,Yes,no
12.364079622369728,Tragedy,Yes,yes
27.332492475347838,Tragedy,Yes,yes
18.463130167786673,Tragedy,Yes,no
10.723640660346412,Tragedy,Yes,yes
10.158031589960634,Tragedy,Yes,no
10.207494621076336,Tragedy,Yes,no
11.029979299495317,Tragedy,Yes,no
9.158470556028814,Tragedy,Yes,yes
16.430606929570928,Tragedy,Yes,no
8.276112762639979,Tragedy,Yes,yes
11.693844678084776,Tragedy,Yes,yes
12.566749492480243,Tragedy,Yes,no
12.17749578600629,Tragedy,Yes,no
14.498605332039375,Tragedy,Yes,yes
15.56151155003525,Tragedy,Yes,no
15.71274512455087,Tragedy,Yes,yes
19.54807741063459,Tragedy,Yes,yes
19.77822464462716,Tragedy,Yes,no
18.032254031458816,Tragedy,Yes,no
8.508277572881235,Tragedy,Yes,no
8.418140032197716,Tragedy,Yes,yes
15.814171668747445,Tragedy,Yes,no
16.00416480493091,Tragedy,Yes,yes
13.03258655830519,Tragedy,Yes,no
16.342616229894812,Tragedy,Yes,no
13.48122140525613,Tragedy,Yes,yes
5.711251997433061,Tragedy,Yes,no
14.891235139939859,Tragedy,Yes,yes
16.584859045191678,Tragedy,Yes,no
22.096703382425385,Tragedy,Yes,no
22.90675120033241,Tragedy,Yes,yes
13.643467091562758,Tragedy,Yes,yes
17.674208432171902,Tragedy,Yes,no
15.141061899364571,Tragedy,Yes,yes
17.133303655263518,Tragedy,Yes,yes
10.376061041161163,Tragedy,Yes,yes
8.626986198852137,Tragedy,Yes,yes
16.805616770909307,Tragedy,Yes,no
16.228293066611442,Tragedy,Yes,yes
6.840078457205102,Tragedy,Yes,yes
16.64512713548633,Tragedy,Yes,yes
6.358043447821938,Tragedy,No,yes
9.121214858209589,Tragedy,No,yes
11.632221531622378,Tragedy,No,yes
7.587418355340723,Tragedy,No,no
8.55546962209937,Tragedy,No,no
12.25609809430931,Tragedy,No,yes
5.77353374269184,Tragedy,No,yes
15.567800217178327,Tragedy,No,no
2.9549293079842176,Tragedy,No,yes
6.353467488024233,Tragedy,No,no
12.633357054129263,Tragedy,No,no
3.6821366583311974,Tragedy,No,no
11.830823905382491,Tragedy,No,no
9.266927633018156,Tragedy,No,yes
7.2580644152008515,Tragedy,No,no
10.42572525894366,Tragedy,No,yes
8.727055664824867,Tragedy,No,yes
11.73485189081597,Tragedy,No,no
12.287303714581395,Tragedy,No,no
12.268424117158318,Tragedy,No,yes
10.326307861729674,Tragedy,No,no
8.79066051452155,Tragedy,No,yes
7.092334446779656,Tragedy,No,no
10.721340450780337,Tragedy,No,no
7.9191650621181715,Tragedy,No,no
11.592368325364898,Tragedy,No,no
6.332259702317709,Tragedy,No,yes
9.669399461973171,Tragedy,No,yes
2.2412367754641895,Tragedy,No,yes
15.631977453443746,Tragedy,No,yes
16.04962597369298,Tragedy,No,yes
12.105972481842322,Tragedy,No,yes
8.932276668381407,Tragedy,No,no
13.449136190468295,Tragedy,No,no
10.335212264181944,Tragedy,No,no
2.5106444132499828,Tragedy,No,yes
6.148835933882419,Tragedy,No,no
10.320267316616972,Tragedy,No,yes
10.514905768646258,Tragedy,No,yes
8.083518638742191,Tragedy,No,yes
7.438877984147966,Tragedy,No,no
12.983895202506847,Tragedy,No,yes
7.509811748297244,Tragedy,No,yes
13.74515726132591,Tragedy,No,yes
13.000073506983329,Tragedy,No,no
9.77313988728542,Tragedy,No,no
19.202698050840027,Tragedy,No,yes
12.277989868027923,Tragedy,No,yes
15.957638724731407,Tragedy,No,no
15.05700113205894,Tragedy,No,no
6.952651146588021,Tragedy,No,yes
8.673532407222336,Tragedy,No,yes
2.994738280312256,Tragedy,No,no
12.515576443092593,Tragedy,No,yes
11.130007456516585,Tragedy,No,no
4.647442280009457,Tragedy,No,yes
7.997572601480441,Tragedy,No,no
10.486580119567838,Tragedy,No,yes
16.833293895221452,Tragedy,No,yes
6.116002206715579,Tragedy,No,no
7.522670626223531,Tragedy,No,yes
7.0931674728348115,Tragedy,No,no
14.886621666892864,Tragedy,No,no
12.014797153363364,Tragedy,No,yes
4.448503690382955,Tragedy,No,yes
10.819405678173396,Tragedy,No,no
12.414820863778171,Tragedy,No,yes
12.182721234770284,Tragedy,No,no
10.941908077764474,Tragedy,No,no
10.447339975287138,Tragedy,No,no
4.993984998397581,Tragedy,No,yes
-1.7973739925702272,Tragedy,No,yes
12.538536642338302,Tragedy,No,no
10.496628064443403,Tragedy,No,no
15.190489958340521,Tragedy,No,yes
3.252266355350206,Tragedy,No,yes
14.358156186204603,Tragedy,No,yes
18.243526958706596,Tragedy,No,yes
9.035058694924107,Tragedy,No,yes
6.208511278721865,Tragedy,No,no
12.705176115692728,Tragedy,No,no
7.386575351623164,Tragedy,No,no
7.390818808225955,Tragedy,No,yes
12.115310416819842,Tragedy,No,yes
11.43117299734175,Tragedy,No,yes
10.754597438928188,Tragedy,No,no
13.477667516141677,Tragedy,No,yes
9.79733020742481,Tragedy,No,yes
7.134541701559737,Tragedy,No,yes
9.586965116645324,Tragedy,No,yes
5.435853682418387,Tragedy,No,no
7.996892396510548,Tragedy,No,yes
8.442794518472372,Tragedy,No,no
8.104597878371528,Tragedy,No,yes
10.51465721518048,Tragedy,No,yes
10.614777221125468,Tragedy,No,yes
11.779160232323317,Tragedy,No,no
10.514126666621722,Tragedy,No,no
11.010119464129515,Tragedy,No,no
6.237445349219936,Tragedy,No,yes
14.008581792630572,Tragedy,No,yes
7.898340062760143,Tragedy,No,no
6.450396257508183,Tragedy,No,no
17.32525441306793,Tragedy,No,yes
6.307882671607187,Tragedy,No,yes
12.802150746553917,Tragedy,No,yes
6.431395209343305,Tragedy,No,yes
19.202960011620988,Tragedy,No,yes
6.728938802517533,Tragedy,No,no
12.055038526153908,Tragedy,No,yes
12.494347773931393,Tragedy,No,yes
15.956823707949251,Tragedy,No,yes
17.761914682091735,Tragedy,No,yes
12.172948517150012,Tragedy,No,yes
12.02476364935626,Tragedy,No,yes
16.64805796220807,Tragedy,No,no
5.24318999938173,Tragedy,No,yes
10.374389796131235,Tragedy,No,yes
7.84334437947559,Tragedy,No,yes
4.250417583103923,Tragedy,No,no
10.751749544100157,Tragedy,No,no
8.198182170820292,Tragedy,No,no
7.9324870735412345,Tragedy,No,yes
9.617457329153995,Tragedy,No,no
11.26569521831415,Tragedy,No,yes
12.413338629166699,Tragedy,No,yes
4.02163414446526,Tragedy,No,no
9.556423682698114,Tragedy,No,yes
10.965157615866318,Tragedy,No,yes
7.669419563792468,Tragedy,No,yes
9.035549390613653,Tragedy,No,yes
10.945442149283299,Tragedy,No,yes
10.498882900813868,Tragedy,No,yes
14.185303918086255,Tragedy,No,no
8.90763257647971,Tragedy,No,yes
7.8606639188910545,Tragedy,No,no
8.773746781963123,Tragedy,No,yes
9.351029341109728,Tragedy,No,yes
5.6670712166011015,Tragedy,No,yes
12.833605973813661,Tragedy,No,no
16.082972161724964,Tragedy,No,yes
11.161372732932687,Tragedy,No,no
7.267734681154644,Tragedy,No,yes
6.198748534813959,Tragedy,No,yes
11.602839743296824,Tragedy,No,yes
9.495713265559612,Tragedy,No,no
11.592819552248727,Tragedy,No,yes
10.56655389341813,Tragedy,No,yes
8.943434312357924,Tragedy,No,yes
8.191151702756303,Tragedy,No,yes
21.752807890883208,Action,Yes,no
16.65766600617235,Action,Yes,yes
16.355190712082987,Action,Yes,yes
22.306983136345828,Action,Yes,yes
14.834249905012422,Action,Yes,yes
26.083239653968743,Action,Yes,yes
19.335524929808795,Action,Yes,no
17.623664226191323,Action,Yes,yes
11.580297240167393,Action,Yes,no
22.644026745606496,Action,Yes,yes
15.225131440850799,Action,Yes,no
14.657462319452234,Action,Yes,yes
17.07502585075551,Action,Yes,no
24.58248467010193,Action,Yes,yes
14.695123751562885,Action,Yes,yes
15.111408950472303,Action,Yes,no
21.73107657184445,Action,Yes,yes
16.75796589397639,Action,Yes,no
16.621311159435443,Action,Yes,yes
15.923216555428816,Action,Yes,no
20.129443757086406,Action,Yes,yes
18.992410393348475,Action,Yes,yes
14.998633171997062,Action,Yes,yes
22.10159824110957,Action,Yes,no
18.78588952659629,Action,Yes,no
22.099851821830395,Action,Yes,yes
26.12333579072053,Action,Yes,no
18.808296963484946,Action,Yes,no
13.243283911351863,Action,Yes,yes
22.268814093368512,Action,Yes,yes
18.777324728596668,Action,Yes,yes
18.42338117953975,Action,Yes,yes
18.525740848608194,Action,Yes,no
23.660085812576355,Action,Yes,yes
16.98682030438368,Action,Yes,yes
24.284141824355146,Action,Yes,yes
22.000842965906433,Action,Yes,no
17.730306138733013,Action,Yes,yes
19.929082985518136,Action,Yes,yes
20.895921445382758,Action,Yes,yes
14.950525984982576,Action,Yes,yes
13.654468750188787,Action,Yes,no
22.468998180364967,Action,Yes,no
15.839591020999288,Action,Yes,no
12.34419384998004,Action,Yes,yes
17.218008735962975,Action,Yes,no
14.885184662126894,Action,Yes,yes
21.89734560026122,Action,Yes,yes
12.299568657529985,Action,Yes,no
20.89484101383228,Action,Yes,yes
22.420665456830793,Action,Yes,no
12.841485583985591,Action,Yes,no
17.1216306147676,Action,Yes,no
24.389370577520836,Action,Yes,yes
15.129565328134554,Action,Yes,yes
26.099220063648183,Action,Yes,yes
23.73267283801651,Action,Yes,no
12.756270331161334,Action,Yes,no
18.60906430177047,Action,Yes,yes
24.220943843473023,Action,Yes,no
18.619167319411492,Action,Yes,yes
16.04847928369972,Action,Yes,no
7.24792988409347,Action,Yes,no
19.56275417371022,Action,Yes,yes
23.868621231387472,Action,Yes,yes
16.422776046057447,Action,Yes,yes
20.70130658628192,Action,Yes,no
20.30419835994189,Action,Yes,no
21.075192759001702,Action,Yes,yes
13.592971479444715,Action,Yes,no
26.83969045220381,Action,Yes,no
16.712221934901965,Action,Yes,yes
18.08286173748903,Action,Yes,yes
12.735134817314464,Action,Yes,no
18.765790855408458,Action,Yes,yes
20.39778394100263,Action,Yes,yes
26.924855521900625,Action,Yes,yes
17.244938669957094,Action,Yes,yes
11.962981287868384,Action,Yes,yes
19.310724645683976,Action,Yes,yes
17.996006432149112,Action,Yes,yes
19.352236217053807,Action,Yes,yes
17.133538312927975,Action,Yes,no
17.119053481749802,Action,Yes,no
15.420417334842197,Action,Yes,no
17.742238216429815,Action,Yes,no
23.597829712993562,Action,Yes,yes
16.985478033038845,Action,Yes,no
22.16473549243126,Action,Yes,yes
17.381985226022778,Action,Yes,no
19.35823983696709,Action,Yes,yes
14.783342094614826,Action,Yes,no
21.736339895290982,Action,Yes,no
17.582433351339095,Action,Yes,no
20.019190118279035,Action,Yes,yes
15.178301593175696,Action,Yes,yes
13.596426066620051,Action,Yes,yes
19.504439740219407,Action,Yes,no
22.53857662446481,Action,Yes,yes
15.51611467274247,Action,Yes,yes
18.783405891930055,Action,Yes,yes
23.070213170128593,Action,Yes,no
16.19502872125381,Action,Yes,no
18.629242700508883,Action,Yes,yes
21.463516968809138,Action,Yes,no
20.79671683171286,Action,Yes,yes
19.45080756788756,Action,Yes,yes
19.538589522428516,Action,Yes,yes
17.656054575211332,Action,Yes,no
18.719090845183306,Action,Yes,yes
23.677809262138116,Action,Yes,yes
15.441138977225155,Action,Yes,yes
17.67844437394302,Action,Yes,no
20.796561026770732,Action,Yes,no
19.292366578125115,Action,Yes,no
18.25328901384508,Action,Yes,no
24.706976445794997,Action,Yes,yes
12.782902498739904,Action,Yes,yes
12.035268975873723,Action,Yes,no
22.38869363429919,Action,Yes,no
15.687943394412718,Action,Yes,no
26.979169611863668,Action,Yes,yes
15.316886416087934,Action,Yes,yes
20.717802851033227,Action,Yes,yes
18.402934537987697,Action,Yes,yes
13.10682945186161,Action,Yes,no
25.03579165301935,Action,Yes,yes
18.721476115950505,Action,Yes,yes
22.323539657453452,Action,Yes,no
16.90052311967795,Action,Yes,no
15.261813418171435,Action,Yes,no
23.236479614120665,Action,Yes,yes
18.951497651444324,Action,Yes,yes
16.985045334752662,Action,Yes,yes
19.090790549502536,Action,Yes,yes
13.128719419846014,Action,Yes,yes
24.55129060023803,Action,Yes,yes
18.012972337338002,Action,Yes,yes
17.703038799201515,Action,Yes,yes
