lyrics,label
"Simon Salas le sacó un son a Elvirita
y Rafael le hizo un paseo a Marina,
Emilianito le cantó a Carmen querida,
y Julio Suarez le hizo a Chavelita.

Y Leandro Diaz le hizo a Cecilia
una que vive en Urumita.

Vamos a ver si Simon Salas y Julio Suarez
si hacen igual que Escalona y Emiliano,
que hoy en dia estan muy bien posesionados
y ya tienen quien se duela de sus males.

Si quiera a usted andan gozando
a mi no me consuela nadie.

Emilianito esta muy bien posesionado,
y Rafael esta casado con Marina,
Simon Salas y Julio Suarez andan gosando
y Leandro Diaz solito en la vida.

No es desde hoy que ando buscando
maneras de curar mi herida.

Creo en la vida yo no lograre encontrar
una mujer que se condena de mis penas,
voy por la vida renegando de este mal
un mal terrible que me condena.

Leandro Diaz deja de llorar
y suspirar el dia que muera.

Emilianito si puede gozar la vida,
y Julio Suarez podrá gozarla mejor,
Simon Salas gozará de su acordeón,
y Rafael goza de Marina.

Y Leandro Diaz sufre de amor,
y de dolor por esa herida.

Este paseo ha de aumentar mis pesares,
yo soy un hombre de muchos sentimientos,
por un amor que se burla de mis males,
sufre mi alma terribles tormentos.

Se llega el día que ando en el aire,
y nube azotadas del viento

    
",Vallenato
"Morenita de ojos claros, me vais a causar la muerte,
porque tú me estás matando, con ese lindo copete(Bis).

Como estaba en cine anoche, así si me gusta verte,
porque me estás dando el golpe, con ese lindo copete(Bis).

Oye morenita, oye morenita, así es que me gusta verte(Bis).

Con la boca pintadita y ese bonito copete(Bis).

[Y ese copete enloquece a los maestros Rafael Escalona y Poncho Cotes, el viejo]

Me dices que te respete, porque me pongo a mirarte,
como voy a respetarte si me gusta tu copete(Bis).

Me puedes ahorcar si quieres, dame la muerte segura
con el fajoncito verde que te adorna la cintura(Bis).

Oye morenita, oye morenita, así es que me gusta verte(Bis).

Con la boca pintadita, con ese lindo copete(Bis).
",Vallenato
"El Río Badillo fue testigo de que te quise
En sus arenas quedó el reflejo del gran amor
De una pareja que allí vivió momentos felices
Y entre sus aguas juró quererse con gran pasión.

De pronto llegó la noche se van los astros en el firmamento
Mira la luna ya trás del cerro que nos trae su luz
Amor, no tengas miedo.

De pronto llegó la noche se van los astros en el firmamento
Mira la luna ya trás del cerro que nos trae su luz
Amor, no tengas miedo.

Mira el paisaje contempla el cielo,
La luz radiante de aquel lucero,
Mira el paisaje contempla el cielo,
La luz radiante de aquel lucero.

Oye las aguas del río están haciendo coro
Para divertirte,
Porque ya se han dado cuenta que yo sufro mucho
Cuando tú estás triste.

Entonan las aguas su bella canción
Dicen que esta noche llena de encantos
Convida al amor,
Dicen que esta noche llena de encantos
Convida al amor.

El Río Badillo con su canto te convenció
Y tú accediste sensiblemente a quedarte allí
Esa es la noche que más recuerdo y venero yo
Porque apacible fuiste conmigo al decir que sí.

Ya llegó el amanecer cantan las aves al nacer el día
Mira los rayos del astro rey que vienen saliendo allá en la serranía,
Ya llegó el amanecer cantan las aves al nacer el día
Mira los rayos del astro rey que vienen saliendo allá en la serranía.

Oye el cantar de los campesinos,
Mira al turpial haciendo su nido;
Oye el cantar de los campesinos,
Mira al turpial haciendo su nido.

Mira aquella mariposa
Como juguetea a la orilla del río
Pero muéstrame una cosa
que sea más hermosa que el cariño mío.

Si algún día peleamos
Por algún motivo,
Si reconciliamos
Que sea en la orilla del Río Badillo.

Si reconciliamos
Que sea en la orilla del Río Badillo.


",Vallenato
"
Esta noche consigo tu amor
O no vuelvo a tu casa mi vida
Estoy cansado, perdí la paciencia
De tanto rogarte
Mejor prefiero llevarme el dolor
Que hoy azota mi alma a otra parte
Y buscar en otros brazos el refugio de amor
Que mi alma necesita

Oye tu, no juegues con mi vida
Oye tu, no juegues con mi amor (bis)

Di que no es verdad lo que murmura la gente
Di más bien que tu no me quieres suficiente
Di que ha sido un sueño lo que he tenido contigo
Pero sin embargo quiero que tengas presente
Que con el amor nose puede hacer

Oye tu, no juegues con mi vida
Oye tu, no juegues con mi amor (bis)

Esta noche me vas a querer o renunció a tu amor morenita
Estoy cansado a ese este juego amoroso de estar al lado tuyo
Ay, porque es propio del hombre que es noble defender su orgullo
Y buscar otros brazos, el refugio de amor que mi alma necesita….

Oye tu, no juegues con mi vida
Oye tu, no juegues con mi amor (bis)

Di que no es verdad lo que murmura la gente
Di más bien que tu no me quieres suficiente
Di que ha sido un sueño lo que he tenido contigo
Pero sin embargo quiero que tengas presente
Que con el amor no se puede hacer pininos

Oye tu, no juegues con mi vida
Oye tu, no juegues con mi amor (bis)

",Vallenato
"Un mediodía que estuve pensando
En la mujer que me hacía soñar
Las aguas claras del Río Tocaimo
Me dieron fuerzas para cantar.

Llegó de pronto a mi pensamiento
Esa bella melodía
Y como nada tenía
La aproveché en el momento

Este paseo es de Leandro Díaz
Pero parece de Emilianito
Tiene los versos muy chiquiticos
Y bajiticos de melodía.

Tiene una nota muy recogida
Que no parece hecho mío
Y era que estaba en el río
Pensando en Matilde Lina

Este sentimiento se hizo más grande
Que palpitaba mi corazón
El bello canto de los turpiales
Me acompañaba esta canción.

Canción del alma, canción querida
Que para mí fue sublime.
Al recordarte Matilde
Sentí temor por mi vida

Si ven que un hombre llega a la Jagua
Coge camino y se va pal' Plan
Está pendiente que en la sabana
Vive una hembra muy popular.

Es elegante, todos la admiran
Y en su pueblo tiene fama
Cuando Matilde camina
Hasta sonrié la sabana

",Vallenato
"Este merenguito bello nació en un atardecer
Por eso con mucho gusto se lo vengo a dedicar
Allá en la esquina del parque me saluda una mujer
Desde que charle con ella siento ganas de cantar
Desde entonces no la he podido olvidar
Y mis horas son felices como ayer (bis)
He tenido mil fracasos en las cosas del amor
Pero también he logrado con mi canto simpatía
El amor tiene momentos de tristeza y de dolor
Pero también tiene ratos de placer y de alegría
He venido a regalarte el corazón
Tú veras si lo rechazas vida mía (bis)
Cuando un corazón se aferra a luchar por un querer
No hay amigo no hay consejo que uno lo pueda aguantar
No hay obstáculo en la vida que uno no logre vencer
Si la familia se opone entonces la quiere mas
Cuando un hombre se enamora de verdad
Es feliz cuando conquista a la mujer (bis)
Seguro que mientras tenga sentimiento el corazón
Viviré haciendo canciones para complacerte a ti
Dándote una serenata de guitarra y acordeón
Hare todo lo posible con tal que tu seas feliz
Y si tomas represalias contra mí
No podrán borrar de mí la inspiración
",Vallenato
"Ay, como será pa aguanta esta pena que tengo
Como será pa aguanta esta pena que esta acabando conmigo
Como será pa que me quiera esa morena que quiero
Como hallaré la formulita para encontrar el alivio
Eso es muy fácil, pensá un ratico
Y quitáme este desespero
Llega a un acuerdo, charla un momento
Y conversar como amigo
Eso es injusto que esté sufriendo mi alma
Yo no merezco tanto martirio, solo porque no me quieres
Esa boquita y esos ojitos y esa sonrisa que tienes
Me tienen loco y desesperado que yo no encuentro la calma
Yo soy muy noble y sentimental
Y eso es lo que a mi me duele
Tantos martirios, tantos pesares
Tanto llora en las parrandas
Como será, morenita
Como será, corazón
Como tú eres una mujer tan bonita
Será por eso que te vales de ocasión
Ya se agotaron mis fuerzas y mis emociones
Y no te vale pa que te duelas del pobre de Emilianito
Yo voy a hablar con Leandro Díaz pa que te haga un soncito
Porque los cantos que Leandro hace, ablandan los corazones
O a mi compadre Poncho Zuleta pa que te haga un merenguito
Porque yo quiero estar como el, en las mismas condiciones
Como será, vida mía
Como será, consentida
Y tú me tienes que devolver la alegría
Porque hace tiempo que yo la tengo perdia
",Vallenato
"Ayer he tomado en mis manos
Un recuerdo sagrado que quedaba de ti
Y lo deje a unos niños jugando
Y ellos han ignorado lo que era para mi

Cuanto tiempo la estuve esperando
Y no pudo venir
Cuantas beses en el sol
Y en el agua yo me entristecí
No era justo continuar viviendo
Este amargo sufrir
Comprendí que la vida era linda
Y que había que seguir

No más porque yo la quería
No más porque yo la adoraba
Me puse a vivir en la vida
Con el cristo siempre en la espalda

Mira mi dios sabes que me siento herido
Por que el amor no ha venido porque nunca volvió
Mira mi dios yo no sé cómo pedirte
Que me ayudes a olvidar a la que un día me mato

No más porque yo la quería
No más porque yo la adoraba
Me puse a vivir en la vida
Como algo que no vale nada

Siempre me quedo muy triste por ti
Siempre me quedo muy triste al final

Estoy otro mundo viviendo de ese nuevo universo que invente para mi
Me toco abandonar sentimiento ese que tanto tiempo yo guarde para ti
Tantas cosas que ya son historia que yo las viví
Yo me acuerdo que tu me esperabas y yo iba por ti
Como fue que apagaste la estrella que brillaba en mi
Cuantas veces intente detenerte y me sentía infeliz

No más porque yo la quería
No más porque yo la adoraba
Me puse a seguir en la vida
Como algo que no vale nada

Mira mi dios he probado de otro vino
Para ver si al fin yo olvido
A la que un día me mato

Mira mi dios con voz que yo te pido
No le des un mal camino
A la que un día me mato

No más porque yo la quería
No más porque yo la adoraba
Me puse a seguir en la vida
Como algo que no vale nada

Siempre me quedo muy triste por ti
Siempre me quedo muy triste al final
",Vallenato
"Ya llega enero y estrenando el año
rostros alegres, de esperanzas sueñan.
Y comparé mis sentimientos con las cabañuelas
y dibujé mi corazón como cuarteada tierra.
Que haya tierra mojada,
que venga mi adorada,
porque si ella no viene me declaro en huelga;
tanto que la quise
que hasta un día juré no volverla a mirar;
pero es tanto el amor
que no aguanté el dolor y tuve que llorar.
Y la voy a esperar,
ay, y la voy a esperar.

Y estas son las cabañuelas
de un hombre enamorado.

""Que sueña que se le olviden sus penas,
que anhela que éste por fin sea su año.""

""Cabañuelas de amor,
adiós dolor y que llueva.""

II

Pero una tarde de arrebol surgieron
sabias palabras que a cualquiera erizan.
También lloré, aunque me hubiera gustado escuchar
su viva voz, mirar sus ojos, verlos parpadear.
Las cabañuelas pintan,
muchas gracias, cuñada,
con esa confidencia me descansa el alma;
tanto que la quiero,
los hombres que adoran saben esperar;
se desbordó el silencio
y se escucha un eco de felicidad;
dice que volverá, dice que volverá.

Torbellinos de quimeras
que a pulso yo he librado.

""Quisiera que mis ojos sólo vieran
sus ojos, pero a veces cómo hago.""

""Cabañuelas de amor,
adiós dolor y que llueva
",Vallenato
"
 Oye mujer bonita, ay mírame de frente
que estoy enamorado y no te has dado cuenta
porque siento que te quiero y que te adoro
y mi vida has cambiado y no se como,
ya todo lo siento de otro modo
cambió mi pensar,
he presentido que ya este es el final
de tantos tropezones por amar
sobre vientos que se vienen y van , acabaste mi mal.

Yo quiero hablar contigo, pero más adelante (bis)
para poder contarte mi amor, de lo que me salvaste.

Yo tenía la esperanza, de que tarde o temprano
hallaba la mujer que fuera como tú,
y me tienes encantado,con razón,
me ha gustado tu noble condición
no dejes de mirarme, por favor
que me tienes contento,
recibe de mi parte un gran amor,
mi alma entera, mi noble corazón
mis canciones repletas de emoción
y todo mi respeto.

Y toda la alegría, de los que están conmigo (bis)
te la brindo en mi tierra, cariño, con la familia mía.
Porque siento que te quiero.....

Como la nube aquella, que en un fuerte verano
llegó oportunamente y acabó la sequía,
y tú llegaste mi amor, al alma mía
y tornaste mis penas en alegría,
Dios bendiga la hora , de ese día, que pude conocerte
y hoy que siento que tú me perteneces,
quisiera llorar de la emoción, tu serás para mí la bendición,hasta el día de mi muerte.
Y toda la legría.....(bis)
Porque siento que te quiero....(bis)
",Vallenato
"Sí, se que te falté
Se que derrumbé tu castillo armado
Sí, yo te ilusioné
Y después pensé que estaba jugando

No se ve radiante la nevada
Matizada está de calma
De tristeza, de distancia
Y ella es como tú que así callada
Dice más que mil palabras
Hiere más que cualquier lanza

Provincianita, colombianita
Es que tú no ves que cuando pasas
Por el frente y no me hablas
Mi alegría se va detrás
No vez que diciembre vió la cita
Y al mirarte así distinta
Por ti me va preguntar

Yo se que tú resientes de verás
Yo se que tú eres sincera
Basta que seas de san juan
Entoces no digas por lo que más quieras
Que mientras el río cesar no se devuelva
Conmigo no volverás

Y es quizás ésta la última vez
Que te pido volver
No te lo pido más

No, no me informes mal
Tú sabes que esta contrariando el alma
No negra no hay porqué
Niégate a saber que yo he dicho nada

Piensa corazón que las intrigas
Que hay veces que por envidia
Las cosas las terjiversan
No dejes por dios que una mentira
Nos separe de por vida
Vil temor que a mí me pesa

Mi provinciana, mi colombiana
Es que tu no vez las calles tristes
Desde el día que me dijiste
Que no me querías ver más

Dime que los errores se pagan
Que esta noche o que mañana
Pero me perdonarás
Prometeme por dios te lo pido
Que vas a volver conmigo
Di que reconciliarás
Y dejá de andar diciendo, te lo ruego
Que el día que san juan bautista baje el dedo
Ese día tú volverás

Y es quizas ésta la última vez
Que te pido volver
No te lo pido más
",Vallenato
"En las sabanas del diluvio
Donde están las cosas buenas
Los ojos de mi morena
Se parecen dos cocuyos
Ay en las sabanas del diluvio
Donde están las cosas buenas
Los ojos de mi morena
Se parecen dos cocuyos
Mi morena parece un rubí
Por eso la quiero pa mi
Mi morena parece un diamante
Por eso la quiero bastante
Mi morena parece un tesoro
Por eso la quiero y la adoro
Ay yo quisiera ser el toche
De las alas amarillas
Y pasar toda la noche
Besándote las mejillas
Ay yo quisiera ser el toche
De las alas amarillas
Y pasar toda la noche
Besándote las mejillas
Mi morena parece un rubí
Por eso la quiero pa mi
Mi morena parece un capullo
Y por eso la quiero y la arrullo
Mi morena parece un diamante
Y por eso la quiero bastante
Ay si las sábanas hablaran
No podrían decir mejor
Que tristeza sufre el alma
Sobre todo el corazón
Ay si las sábanas hablaran
No podrían decir mejor
Que tristeza sufre el alma
Sobre todo el corazón
Mi morena parece un rubí
Por eso la quiero pa mi
Mi morena parece un diamante
Por eso la quiero bastante
Mi morena parece un tesoro
Por eso la quiero y la adoro
",Vallenato
"Me perdonas que te diga tantas cosas (bis)

De esas cosas que tú no me crees
me perdonas si te pongo trabajosa
cuando quieres y no me puedes ver

Pero tú debes de saber
de que yo la paso ocupao
y sin embargo vivo enamorao
de ti pero no lo crees

Como ves que ya me estoy poniendo viejo (bis)

Quieres irte tú verás a ver
no olvides que seré el viejo más sabroso
de los pocos que puedan haber

Pero cuando tú quieras volver
notarás el tiempo perdido
llorarás pero ya pa’ que
mi amor porque el tiempo es mío

Ahora dice que se encuentra arrepentida (bis)

Y que maldice haberme conocido
y se olvida de que mis mejores días se los di a ella
con todo mi cariño

Y un amor bastante sensitivo
de ese amor que ya casi no viene
de ese amor que se le da a mujeres como tú
y ahora no lo quieres.
",Vallenato
"¡Mucho, mucho, corazón!

Sé que no gustas de mí pero yo soy feliz
No más con tu desprecio
Y en tu pensamiento este
No importa mal o bien

Pero yo estoy contento
Por eso te puse serenata
Por eso te mandé un ramo de flores
Pa' que te regañen en tu casa

Y te prohíba hasta que me nombres
Te mandé un papelito con gusto
Y pinté mi corazón flecha'o
Y es que hombre que este enamora'o

Contesta mi reca'o, siquiera con insultos
Yo no he visto en verano
La vela 'e marquesote
Yo no he visto en verano

La vela 'e marquesote
Pero si me entregaron amor
Después de mil reproches
Pero si me entregaron amor

Después de mil reproches
La otra tarde te encontré el ojo te piqué
Yo no pude evitarlo
Por Dios que no puedo creer, que me odies si yo sé

Que en tu mirada hay algo
Yo sé bien que te cortaste el pelo
Porque yo te lo quería ve' largo
Yo sé bien que tú te sigues riendo

Después que al pasar te he piropeado
Yo sé que tú cantas vallenato
Aunque dices que no gustas del
Y sé bien que tú lo bailas bien

Y dijiste también
Que el costeño es que es raro
La gente de mi pueblo, me preguntan y dicen
Que en le fondo tu dueño soy yo

Lo que pasa es que finges
Que en le fondo tu dueño soy yo
Lo que pasa es que finges
",Vallenato
"
 La herida que siempre llevo en el alma
No cicatriza
Inevitable me marca la pena
Que es infinita
Quisiera volar muy lejos muy lejos
Sin rumbo fijo
Buscar un lugar del mundo sin odio
Vivir tranquilo

Eliminar la tristezas
Las mentiras, las traiciones
No importa que nunca encuentre el corazón
Lo que ha buscado de verdad
No importa el tiempo
Que es ya muy corto
En las ansias largas de vivir
Cualquier minuto de placer
Será sentido en realidad
Si lleno el alma si lleno el alma de eternidad
Si lleno el alma si lleno el alma de eternidad

Es muy triste recordar
Momentos felices
De un cariño que sangró
Mi corazón
Llego la hora de partir
Sin medir distancias
Y ni sombra quedara
De aquel amor
Y ni sombra quedara
De aquel amor

No quiero volver a verla más nunca
En mi camino
Distancia que nos separa me hiere
Su cruel olvido
Es muy cierto que las noches tan largas
Con mi desvelo
Rayito de la mañana tu sabes
Cuanto la quiero

Solitario en el recuerdo
Se va alejando mi queja
Amigos que me conocen me dirán
¿Que es lo que pasa en tu interior?
No eres el mismo que conocimos
Lleno de vida y de ilusión
Se nota a leguas de verdad
Que te lastima el corazón
Se nota a leguas que estas sufriendo por un amor
Se nota a leguas que estas sufriendo por un amor

Es muy triste recordar
Momentos felices
De un cariño que sangró
Mi corazón
Llego la hora de partir
Sin medir distancias
Y ni sombra quedara
De aquel amor
Y ni sombra quedara
De aquel amor
Y ni sombra quedara
De aquel amor
",Vallenato
