mall,quantities
mall A,453.0988255639026
mall A,500.3594948643845
mall A,533.4445206686163
mall A,574.0989347004537
mall A,426.0653683475495
mall A,647.0474404346598
mall A,493.9857477626382
mall A,471.4152717615158
mall A,373.3579209913245
mall A,378.5158686894236
mall A,427.9272669791924
mall A,524.2149593213328
mall A,479.91387100029016
mall A,339.27397452279695
mall A,421.42482100658367
mall A,471.0898683987888
mall A,376.08521370128204
mall A,425.8168707344275
mall A,573.0256642524146
mall A,403.6154301052054
mall A,322.9721806431615
mall A,405.023307985595
mall A,349.3058803280522
mall A,386.8799978006943
mall A,508.25032190266245
mall A,497.8290382932406
mall A,582.8042272050443
mall A,442.5512136886506
mall A,543.1544221108351
mall A,371.41127236731944
mall A,342.8110050892132
mall A,439.23731764740023
mall A,288.26218426837005
mall A,536.5983596959212
mall A,440.60444035286275
mall A,477.62793337993276
mall A,582.1728342759395
mall A,598.1456223164855
mall A,326.29729410283164
mall A,442.2093337130444
mall A,425.9234235527519
mall A,301.7774152326098
mall A,452.5182543854636
mall A,348.1866587413334
mall A,589.4595539840627
mall A,431.02717149165505
mall A,426.9542911638409
mall A,471.98032702209093
mall A,511.79731486233334
mall A,535.5567885053827
mall A,534.8736348741007
mall A,374.87319254799525
mall A,487.56522662187365
mall A,496.22757035759207
mall A,291.294137666288
mall A,217.44957088313157
mall A,468.2819968444711
mall A,477.4096834530506
mall A,349.66465389760833
mall A,488.7534413639753
mall A,447.1668595973015
mall A,494.07353699388045
mall A,229.19280484439358
mall A,581.2977576293026
mall A,549.2761089522594
mall A,386.6078922256511
mall A,418.6190432427878
mall A,462.14344218703377
mall A,404.6918494294557
mall A,374.16992693449663
mall A,467.3915182506474
mall A,570.3385313918269
mall A,367.1294126048539
mall A,445.2772089160628
mall A,495.86147998927584
mall A,617.8603317422647
mall A,469.46558071661156
mall A,326.1726152119032
mall A,496.3780152730874
mall A,459.2303294072916
mall A,542.9667801406282
mall A,594.2921819723872
mall A,471.18489058892413
mall A,523.8243473994603
mall A,474.9338056062898
mall A,503.9827599332058
mall A,563.4912867345172
mall A,519.2544170018033
mall A,409.705028908295
mall A,430.6633860048397
mall A,558.0510890871951
mall A,373.9473353515058
mall A,669.9417987861073
mall A,582.2512618853143
mall A,527.7378061570363
mall A,273.8617159433081
mall A,207.02713616272948
mall A,468.61696392365695
mall A,361.7191809409227
mall A,395.2839380454646
mall A,508.2951188608599
mall A,337.2581291204526
mall A,569.7570852572032
mall A,427.3448467818263
mall A,399.1127885680163
mall A,571.1970840474385
mall A,305.6580676015202
mall A,500.4574334805444
mall A,437.4962372449419
mall A,483.7755583447704
mall A,643.3973866332988
mall A,296.1156100267697
mall A,507.78976168345696
mall A,537.0637205808798
mall A,401.13948798709646
mall A,449.1502948333915
mall A,395.87153352111255
mall A,588.254571912484
mall A,463.06538246048274
mall A,502.09418658362364
mall A,626.1749296994758
mall A,412.4992909272893
mall A,329.45698294674935
mall A,355.7661355786619
mall A,345.86138411875675
mall A,580.0802259110424
mall A,379.0713755936827
mall A,616.4509634343063
mall A,512.815054810332
mall A,550.0804181699345
mall A,442.7040235505492
mall A,285.01774094824907
mall A,305.4650875120585
mall A,538.6631022121773
mall A,570.4585591462818
mall A,626.986340791023
mall A,459.3513781265242
mall A,415.38317445440816
mall A,514.1349644221223
mall A,512.4103648304764
mall A,490.5877997272075
mall A,428.9249424986315
mall A,505.86831708116927
mall A,529.2152455224273
mall A,527.5438522482312
mall A,444.6151646305145
mall A,620.4457383903457
mall A,406.45309112328533
mall A,590.8186976312879
mall A,495.6546224231812
mall A,434.3804404928477
mall A,443.8679153466689
mall A,405.8839235583265
mall A,302.639716832927
mall A,440.08918309981027
mall A,489.36919584349295
mall A,394.0664525746543
mall A,450.58863824181213
mall A,469.8447067722339
mall A,399.34419438026697
mall A,457.36301129510775
mall A,424.2044454180477
mall A,323.93276858939987
mall A,360.65731812303187
mall A,535.8285234632064
mall A,417.14339402714904
mall A,501.05678849092305
mall A,323.3825595152013
mall A,568.835067536638
mall A,332.44850028656435
mall A,397.2207364334281
mall A,639.3735880929071
mall A,482.3011833251264
mall A,404.01738646492424
mall A,396.12753413968255
mall A,504.2159210656157
mall A,507.16896333531326
mall A,543.1261008683134
mall A,458.37544577337366
mall A,460.83264765110124
mall A,496.9769858482207
mall A,275.86035240997944
mall A,448.077169555461
mall A,439.8869558493498
mall A,399.94286693239127
mall A,598.9667220884861
mall A,460.4836706027031
mall A,451.66072148938935
mall A,353.1749095854383
mall A,381.4893688134123
mall A,397.3010385200577
mall A,529.1899072870564
mall A,431.13930837817503
mall A,415.74793840728336
mall A,477.04142243633856
mall A,367.9929795032722
mall A,392.7344431210777
mall A,463.4208120066199
mall A,372.2607841583286
mall A,554.8471290847406
mall A,577.8312791660196
mall A,501.01080696036195
mall A,487.06546087310676
mall A,537.4527031150177
mall A,502.40391822306105
mall A,582.3203209645325
mall A,546.078395162477
mall A,377.2209488896888
mall A,581.258323775309
mall A,514.2248369983017
mall A,365.98686649523745
mall A,653.9868261019913
mall A,473.9107540919715
mall A,394.46128578994336
mall A,343.68156202210287
mall A,411.14267840495177
mall A,481.6420928379269
mall A,411.11633710652495
mall A,389.77895684171756
mall A,349.09716427603956
mall B,735.3193138162022
mall B,321.6095677008724
mall B,562.6060537456299
mall B,627.4937604983253
mall B,629.4709659527159
mall B,475.6373665104504
mall B,582.6117581046839
mall B,529.4719700606992
mall B,622.0750530392183
mall B,586.2692185934367
mall B,342.70542706759056
mall B,405.5323757244431
mall B,550.7901380131505
mall B,553.5264581687583
mall B,503.68594648528153
mall B,744.2716701160851
mall B,717.1184190068308
mall B,361.508125965648
mall B,656.8031776726141
mall B,462.95045863092355
mall B,597.5565794325507
mall B,531.6629429439562
mall B,639.7551530704541
mall B,451.8528020287288
mall B,549.0598864737849
mall B,690.0559857573203
mall B,471.5501685413832
mall B,512.2140989211277
mall B,720.6510606402403
mall B,587.8496570414143
mall B,497.13969162487507
mall B,647.3018923477716
mall B,481.91263788076265
mall B,371.5130889778418
mall B,485.74943245082136
mall B,508.0989143347246
mall B,511.6719862495071
mall B,556.4477885217693
mall B,513.7140488534058
mall B,595.5142700032859
mall B,578.4524456708086
mall B,400.40242891897014
mall B,518.9873448307231
mall B,529.4253828478601
mall B,706.9379041396091
mall B,507.2411725933508
mall B,686.9794694928746
mall B,422.13919763920904
mall B,483.2817441938745
mall B,485.7304461343622
mall B,485.8541757498577
mall B,569.748030506722
mall B,349.5214344106495
mall B,578.2329780728957
mall B,381.2112154966112
mall B,435.02056426887424
mall B,857.9826928357622
mall B,376.8753328397495
mall B,596.5579332874001
mall B,655.8159954957512
mall B,594.6607371052279
mall B,783.4199885788742
mall B,641.0945074942717
mall B,545.2111513174294
mall B,551.1153672946949
mall B,594.1041444592414
mall B,535.437445542211
mall B,563.9266675220111
mall B,582.3405669152362
mall B,575.1831837825653
mall B,358.1974620042557
mall B,582.6909497706654
mall B,603.260621988568
mall B,583.5545521150494
mall B,506.3621278331119
mall B,570.6818308139372
mall B,602.1321751545111
mall B,636.4523620111338
mall B,478.62858669212574
mall B,479.26862336815987
mall B,615.9266451282869
mall B,670.1752704146635
mall B,589.6847021651902
mall B,489.6404049716002
mall B,496.92148479634153
mall B,590.8386718427404
mall B,479.31038008986593
mall B,444.94889604609034
mall B,390.33022945175867
mall B,644.0531420306695
mall B,547.8926383206303
mall B,538.8782862920203
mall B,358.5764712246568
mall B,608.1800042278962
mall B,566.3727899901305
mall B,292.8432579286493
mall B,411.0228861371729
mall B,681.0927242500046
mall B,474.38982988713406
mall B,572.6828218467771
mall B,539.6652644647678
mall B,518.5334679718219
mall B,430.7138655176964
mall B,531.2344848858422
mall B,641.7659524098522
mall B,472.49825505324554
mall B,369.0048374987209
mall B,500.7990795871081
mall B,574.9894119374156
mall B,429.3368065679901
mall B,460.7278906307247
mall B,500.8629435848248
mall B,591.8962792147657
mall B,451.583512835958
mall B,799.3469843371907
mall B,627.367435631963
mall B,481.05504413467185
mall B,418.991063486533
mall B,499.7854646225862
mall B,447.4917746329457
mall B,594.9925174387629
mall B,663.0001812254347
mall B,559.2024071061537
mall B,483.2184039170106
mall B,487.3832794482646
mall B,453.820788855405
mall B,247.0748016861712
mall B,570.2510954653477
mall B,607.9154548091626
mall B,646.3901783580122
mall B,779.4250172451636
mall B,527.027826368408
mall B,628.4882191250078
mall B,481.69531174878387
mall B,622.345070256801
mall B,605.314365907041
mall B,740.5212917880197
mall B,408.88228009714453
mall B,512.6566576022678
mall B,522.880657619992
mall B,649.5784992709602
mall B,446.5330167746739
mall B,743.1916396097618
mall B,639.2520799867541
mall B,432.2706474483188
mall B,609.5743646769458
mall B,506.2046302353143
mall B,627.3412523700175
mall B,397.8383376188085
mall B,528.0130803402398
mall B,332.4740845704665
mall B,634.0336245097938
mall B,636.725944610615
mall B,602.8724565102316
mall B,592.5671544791313
mall B,452.89311607813073
mall B,590.3665703859535
mall B,580.9958566814156
mall B,737.6453342705753
mall B,532.7956506506621
mall B,560.4504868197356
mall B,480.53821368928925
mall B,449.0226910526659
mall B,627.1712599708928
mall B,656.1738090677513
mall B,585.8541465748177
mall B,509.29793328978485
mall B,772.6214450992893
mall B,436.0422692993172
mall B,641.1959942926168
mall B,689.5515953616
mall B,587.9226112674221
mall B,657.4183847357926
mall B,457.7032883569716
mall B,367.74693061269545
mall B,774.1396182546872
mall B,546.524168315441
mall B,692.0675919954671
mall B,502.33918207453775
mall B,415.24510093028607
mall B,657.5417130114437
mall B,524.0310006858465
mall B,607.5926794058361
mall B,497.51070758173796
mall B,571.6877500352754
mall B,374.48409759673814
mall B,666.4046942369694
mall B,540.6847793120755
mall B,551.7232571620334
mall B,561.0120675612187
mall B,702.7034833101716
mall B,471.8677103175403
mall B,484.00464621431
mall B,499.554196875099
mall B,684.3563893770759
mall B,562.2128571903543
mall B,595.521727200219
mall B,583.9438365975969
mall B,580.1957333887842
mall B,466.65999069676724
mall B,640.4739224439825
mall B,446.4876114576266
mall B,656.4642511981622
mall B,714.8073109311811
mall B,765.6062545429173
mall B,428.43999557440986
mall B,689.4977494275387
mall B,582.302195958306
mall B,627.5478364959954
mall B,438.1660176808165
mall B,492.28300132005194
mall B,512.8565753448289
mall B,414.3059735695482
mall B,668.4355438466798
mall B,677.7415857462752
mall B,560.8668571379691
mall B,582.1803188808211
mall B,565.179544372446
mall B,544.8915589536532
mall B,597.894281421969
mall B,466.5757002661085
mall B,372.03256687007774
mall B,468.133621347331
mall B,564.1006683865695
mall B,401.5306954183055
mall B,703.3165496360441
mall B,640.1418894473819
mall B,440.9048143656912
mall B,443.6761745534007
mall B,556.4134155067107
mall B,562.6181160967501
mall B,612.6402982519588
mall B,643.519022993605
mall B,593.029572351797
mall B,376.2646511018661
mall B,522.7117169122006
mall B,501.12252010384066
mall B,450.9780190924964
mall B,589.2829089926679
mall B,572.4043345375417
mall B,696.8886762384693
mall B,536.4828808467489
mall B,713.2262020539836
mall B,412.8545639489233
mall B,744.4913639192059
mall B,468.0157754626192
mall B,492.9231038135781
mall B,493.0251413844348
mall B,584.8964753028091
mall B,455.5744368117568
mall B,713.3717434425286
mall B,521.2794373706481
mall B,450.9450620445174
mall B,521.1189545711335
mall B,437.4139892486372
mall B,492.59737900761746
mall B,562.9609198908034
mall B,528.0229183968065
mall B,634.7246969530154
mall B,639.2563663350865
mall B,445.771670770562
mall B,654.958771779581
mall B,494.61109776624915
mall B,518.0106101653827
mall B,638.734806346361
mall B,607.2620974348131
mall B,478.2883401809386
mall B,622.3707704944079
mall B,475.4867416944354
mall B,466.7027785837185
mall B,641.5709478690508
mall B,444.53064034707734
mall B,506.2478694828653
mall B,510.91234634297126
mall B,580.4637972023579
mall B,626.0744631228514
mall B,450.5488314366698
mall B,510.5649105806947
mall B,597.6146883387844
mall B,560.778763443399
mall B,655.8990990739499
mall B,461.03219641134064
mall B,368.8192626311054
mall B,469.8313635654447
mall B,546.8806863808463
mall B,504.1849581823412
mall B,517.3036323481218
mall B,336.13213833083273
mall B,694.9191794802285
mall B,515.590027317964
mall B,613.4757921119799
mall B,521.4926883801426
mall B,603.5928407215882
mall B,391.8799220382648
mall B,700.056725430439
mall B,670.3434499734361
mall B,493.8594655204565
mall B,415.2127052115971
mall B,605.1077597133196
mall B,374.47790803375403
mall B,572.7836106751091
mall B,505.7945941316754
mall B,653.4310372940078
mall B,685.7247725563076
mall B,534.0485006629668
mall B,733.6190244260089
mall B,420.6440801904866
mall B,567.3350332229155
mall B,541.9736315477012
mall B,511.28482724418876
mall B,563.2965609440279
mall B,494.85180708788107
mall B,626.2823779839155
mall B,530.7854391043049
mall B,703.5538815359391
mall B,618.2703607516971
mall B,493.4502048152
mall B,534.5705113334653
mall B,499.859533361296
mall B,585.6235131879832
mall B,381.24884498054905
mall B,393.23765701963464
mall B,579.881670496425
mall B,424.3314418892911
mall B,512.8745275233944
mall B,589.8008482287237
mall B,452.74677545855434
mall B,497.5395944956665
mall B,429.48634072279503
mall B,624.2736662005726
mall B,495.837876003978
mall B,478.516494413028
mall B,680.841946663891
mall B,479.5856445596046
mall B,369.5433605596197
mall B,586.7895870086551
mall B,569.2164766557731
mall B,482.7702968735606
mall B,633.1009560092944
mall B,448.41212418249665
mall B,586.3625712316531
mall B,578.928630088833
mall B,589.3103645613771
mall B,532.8056777559859
mall B,555.6483869906918
mall B,496.2187542800741
mall B,520.3892293100482
mall B,502.07545146824197
mall B,632.0942202224944
mall B,559.1452817648872
mall B,550.8270399662422
mall B,337.8640937417152
mall B,496.9636310215643
mall B,346.72988124592996
mall B,522.8746900547195
mall B,475.2292704716055
mall B,662.5351201826606
mall B,620.2865887519152
mall B,440.60993636895694
mall B,447.0271722427179
mall B,523.233336474086
mall B,426.30087478976236
mall B,499.4896626541107
mall B,567.326459580071
mall B,436.05780913606225
mall C,301.56687012411084
mall C,421.7989194401262
mall C,431.2013440064792
mall C,497.8267038586403
mall C,394.34634919979464
mall C,463.3841086112226
mall C,524.8038069898748
mall C,498.91022651819367
mall C,339.5438875242196
mall C,526.4708312317362
mall C,543.6484591060917
mall C,454.7949530109097
mall C,413.0708173223779
mall C,473.14910786187374
mall C,521.9999158074434
mall C,433.6692591764069
mall C,609.5955668864768
mall C,427.0131858213654
mall C,598.2795020469981
mall C,493.2308328459158
mall C,360.35418677349026
mall C,568.240007634896
mall C,468.8511667209318
mall C,521.4001484105873
mall C,493.25991879649024
mall C,554.5269818350116
mall C,508.7654057828392
mall C,325.94181032683014
mall C,608.782403596221
mall C,551.4445493292137
mall C,431.737460098245
mall C,374.1147697717981
mall C,421.347911190385
mall C,551.7611025308436
mall C,514.789186877024
mall C,508.8622234461554
mall C,408.4144136360701
mall C,500.49723110945433
mall C,569.97625897503
mall C,284.37906519914986
mall C,523.4048984301766
mall C,657.2911453784823
mall C,502.6211541917283
mall C,248.7724593935152
mall C,530.4694145132177
mall C,704.9536921335228
mall C,332.95852584754687
mall C,313.49355748964695
mall C,484.5299565317869
mall C,349.6167379318638
mall C,537.0600553134659
mall C,429.34834151886224
mall C,604.4000239279167
mall C,332.314711497215
mall C,445.9379245220974
mall C,557.8937045753219
mall C,356.33432783138795
mall C,464.43900408474855
mall C,331.47103155273487
mall C,548.5174130062676
mall C,429.0354909672535
mall C,291.0370102913401
mall C,486.1403151877043
mall C,350.6723907610811
mall C,312.19032794127946
mall C,608.6951161300059
mall C,329.8289808432033
mall C,603.1297585518813
mall C,474.9737252204658
mall C,568.045416943367
mall C,563.6954436486968
mall C,675.4872393476264
mall C,535.366919083711
mall C,447.80794036125076
mall C,619.3709430886182
mall C,674.3312817729201
mall C,457.42228185508725
mall C,627.9611798279262
mall C,601.9412672248402
mall C,505.58639898174306
mall C,554.9036066283188
mall C,486.2483139895584
mall C,571.5980225845617
mall C,372.4925551461741
mall C,466.9435929260722
mall C,430.6365902603326
mall C,489.1982828831405
mall C,297.6456961595941
mall C,471.08753316123256
mall C,443.30679103312445
mall C,495.68517655084713
mall C,413.4160150829342
mall C,496.7305935337375
mall C,569.9999749136662
mall C,464.6158152614796
mall C,488.3554609453997
mall C,380.4708690701524
mall C,324.7915923793581
mall C,619.5792725366707
mall C,503.52514553461134
mall C,199.23076786556118
mall C,469.9238420140674
mall C,366.7934852671456
mall C,412.23239746218843
mall C,549.5824144289447
mall C,681.5394871375189
mall C,352.16093645064484
mall C,571.059534521479
mall C,435.02331689040676
mall C,359.1010700921936
mall C,487.63136725670347
mall C,417.1495918885892
mall C,382.50117236812514
mall C,399.2347123104073
mall C,511.9188722257994
mall C,403.67708721213387
mall C,367.05281403041
mall C,352.97577652043657
mall C,521.9229417997493
mall C,521.1017977768568
mall C,390.7304418507245
mall C,597.4754964345989
mall C,538.7949564032475
mall C,540.9629741724602
mall C,426.4890386948939
mall C,303.76297427596734
mall C,480.8543600579742
mall C,562.4567433332433
mall C,528.460747659452
mall C,379.68148389929763
mall C,498.898191210862
mall C,589.74497051563
mall C,553.4557942421159
mall C,481.1921640609516
mall C,449.38621340910447
mall C,625.9019506764196
mall C,546.2869735934627
mall C,443.3110692356612
mall C,536.4342268562191
mall C,656.8798825601825
mall C,345.18147624232756
mall C,635.2147742289173
mall C,465.33647917015713
mall C,505.1488237361531
mall C,395.75477191917827
mall C,537.2130802708195
mall C,335.15666996305526
mall C,502.8912430318636
mall C,404.62423197500067
mall C,472.60242390288056
mall C,427.3689642475978
mall C,349.45187747651835
mall C,474.88717434584754
mall C,353.4227655904924
mall C,446.18880666820655
mall C,346.93400062771576
mall C,429.34526745487625
mall C,446.6716366204047
mall C,547.6958656994424
mall C,597.4696581944105
mall C,298.4873172094693
mall C,422.9196666855874
mall C,503.15469574119766
mall C,301.20973380343344
mall C,438.42191834821244
mall C,494.66420950935924
mall C,372.21254897374484
mall C,402.1906138825841
mall C,480.2245074017873
mall C,469.3019063724311
mall C,437.51005328759885
mall C,532.6416377924546
mall C,570.7840509693383
mall C,469.6467283666916
mall C,572.4722308541731
mall C,541.1719402355363
mall C,349.82967176857557
mall C,647.7893210316088
mall C,510.05732006502006
mall C,565.4713207410441
mall C,349.0339236818832
mall C,438.85623344099616
mall C,439.9095553144802
mall C,444.8245407596186
mall C,440.05331128695207
mall C,552.1327270571597
mall C,516.4509935541892
mall C,556.6971061743133
mall C,490.5633500002966
mall C,373.20072949051337
mall C,487.15419982256213
mall C,302.95660231687987
mall C,519.7380869146973
mall C,525.5376715501218
mall C,527.1837902949533
mall C,342.9669692729504
mall C,447.76633687138104
mall C,620.1902971359216
mall C,600.4876908168799
mall C,327.28827275648393
mall C,508.364125791162
mall C,339.5394109604939
mall C,499.56567424005584
mall C,631.838022325969
mall C,525.6152140697461
mall C,474.1677579992817
mall C,580.590981757678
mall C,417.7001398385655
mall C,495.03717524744843
mall C,402.90013394994963
mall C,341.1215974115695
mall C,491.9050662772518
mall C,358.4763365534911
mall C,441.2845549879199
mall C,403.6378403014217
mall C,420.810863554695
mall C,514.9713248787608
mall C,516.5370037870158
mall C,427.47895109124795
mall C,269.67774491261616
mall C,333.33746746266195
mall C,604.5481105436588
mall C,370.5835392881761
mall C,462.6210764115482
mall C,314.3975242871792
mall C,342.41910368754935
mall C,493.1028593878091
mall C,342.29480671387597
mall C,450.51908540869573
mall C,504.87005844398686
mall C,395.87200984977835
mall C,547.5455245610923
mall C,529.7997666158747
mall C,536.4420490285751
mall C,404.28464848211854
mall C,383.28087367873616
mall C,273.12038494216745
mall C,557.1000681426993
mall C,607.8773147580315
mall C,421.70870571956823
mall C,536.97450410929
mall C,440.75397319285725
mall C,680.5968143348895
mall C,544.0277677570862
mall C,422.90585036392923
mall C,538.9363359338826
mall C,326.920903041133
mall C,459.20869785672767
mall C,335.3924644456323
mall C,365.29780110623705
mall C,292.78701626712973
mall C,542.2478651018332
mall C,515.954726719151
mall C,437.96026539708004
mall C,551.7325717434219
mall C,440.17502211733387
mall C,447.7690558399233
mall C,221.5093333085703
mall C,490.73245827731296
mall C,446.0077750341913
mall C,470.585561709462
mall C,451.143204386931
mall C,676.8399431357227
mall C,454.0467045407353
mall C,509.6855090751922
mall C,319.40352241795006
mall C,415.17792615676944
mall C,270.10520513358847
mall C,542.3501206314734
mall C,405.0794893933179
mall C,403.0576097175437
mall C,263.4719667938095
mall C,384.4977269303123
mall C,456.0104375779901
mall C,365.8649476006384
mall C,445.0335447717573
mall C,412.38317767584886
mall C,373.9531829726507
mall C,459.7876926063925
mall C,369.3510076211092
mall C,463.99707896125886
mall C,168.5591899102522
mall C,389.65714658166917
mall C,371.936492313733
mall C,372.57853659721934
mall C,336.4897507224117
mall C,406.08504705907865
mall C,620.6489295921814
mall C,456.1888471913961
mall C,385.74245903630907
mall C,593.9499191445833
mall C,641.8369434281748
mall C,332.36397097843917
mall C,422.84428144503204
mall C,476.0596641148533
mall C,371.2213084545963
mall C,333.4265717217484
mall C,522.3839204865235
mall C,472.9789876261091
mall C,447.5858097468346
mall C,426.30792419692534
mall C,581.5636051916667
mall C,455.5465164669764
mall C,544.2516479009203
mall C,440.3107790297573
mall C,445.64164741293854
mall C,413.7728214862885
mall C,365.73545676807754
mall C,563.5081610393736
mall C,608.8248433672558
mall C,658.4275135097171
mall C,597.9175544748708
mall C,490.78601395342275
mall C,634.3517187249093
mall C,667.42437744035
mall C,734.1508917669453
mall C,467.03594335826216
mall C,597.4524495878438
mall C,279.13575546397726
mall C,591.8015257085418
mall C,377.1578591196735
mall C,551.315066422196
mall C,591.5672243164418
mall C,650.9552747683165
mall C,395.6258997759836
mall C,446.67045541851365
mall C,538.7447235730881
mall C,385.70332588663797
mall C,431.58798691478285
mall C,499.7337283536639
mall C,468.1922280679259
mall C,467.878035247977
mall C,529.2098193858302
mall C,576.3886193098175
mall C,415.6058731419802
mall C,433.7024510222229
mall C,452.9301337442612
mall C,598.4555989656204
mall C,383.5962549918235
mall C,422.35613152359986
mall C,326.2953954065075
mall C,620.340480997987
mall C,632.5622502616473
mall C,499.29870657829133
mall C,300.04622834345986
mall C,629.6715571421556
mall C,706.1822884162234
mall C,456.39713147180447
mall C,442.8764612717652
mall C,391.9869537553356
mall C,406.0034799138538
mall C,432.39873406597764
mall C,322.59214655893015
mall C,377.95892212560386
mall C,511.6987743587083
mall C,253.7271570283288
mall C,348.81166450949047
mall C,463.00790914805685
mall C,491.56825516006126
mall C,430.84240910035754
mall C,474.07513068637473
mall C,504.35959427367254
mall C,541.7104129957842
mall C,475.0558537862063
mall C,529.5423452973776
