id-book,date,id-client,semester
TECH10311,2024-01-07,153,sem1
ECON14204,2024-02-16,155,sem1
TECH40330,2024-06-25,155,sem1
ECON03041,2024-03-11,157,sem1
ECON12330,2024-05-17,158,sem1
TECH01330,2024-02-27,159,sem1
NAT34424,2024-06-25,159,sem1
TECH32041,2024-01-24,160,sem1
O31033,2024-06-28,160,sem1
ECON12020,2024-06-18,161,sem1
ECON22241,2024-05-12,161,sem1
TECH11000,2024-02-01,161,sem1
SF34312,2024-03-23,161,sem1
ECON13030,2024-03-26,162,sem1
SF32032,2024-04-10,163,sem1
SF21332,2024-03-06,164,sem1
ECON43331,2024-01-22,164,sem1
SS20201,2024-06-09,164,sem1
ECON14211,2024-02-03,165,sem1
TECH40444,2024-06-02,166,sem1
ECON43121,2024-04-22,168,sem1
SF22210,2024-01-25,169,sem1
O41310,2024-03-26,169,sem1
SF20123,2024-02-02,171,sem1
SF42144,2024-05-18,172,sem1
TECH31303,2024-06-09,172,sem1
ECON30403,2024-02-21,172,sem1
ECON24344,2024-04-25,172,sem1
ECON03233,2024-03-19,173,sem1
TECH30244,2024-02-03,173,sem1
TECH02013,2024-03-27,174,sem1
ECON41041,2024-05-18,175,sem1
ECON40304,2024-04-03,176,sem1
ECON30403,2024-04-26,176,sem1
ECON30212,2024-02-13,177,sem1
SF33144,2024-05-22,178,sem1
SS32021,2024-02-19,179,sem1
SS24243,2024-05-08,180,sem1
TECH34112,2024-04-23,181,sem1
O12242,2024-01-22,181,sem1
NAT14141,2024-03-01,181,sem1
ECON31303,2024-04-04,182,sem1
TECH33333,2024-05-21,183,sem1
SS22002,2024-01-10,184,sem1
TECH33424,2024-06-04,185,sem1
NAT44343,2024-06-04,185,sem1
ECON22433,2024-04-08,186,sem1
TECH03310,2024-04-01,186,sem1
ECON34232,2024-05-03,187,sem1
ECON22444,2024-04-05,188,sem1
ECON44433,2024-03-12,189,sem1
ECON20123,2024-06-03,189,sem1
NAT44001,2024-02-18,190,sem1
SF12012,2024-06-09,192,sem1
TECH04341,2024-06-01,192,sem1
SF23043,2024-01-09,193,sem1
SF24404,2024-02-07,193,sem1
ECON30423,2024-05-17,194,sem1
SS41241,2024-01-21,194,sem1
SF32002,2024-05-27,196,sem1
TECH41111,2024-01-10,197,sem1
ECON44020,2024-01-04,198,sem1
TECH42334,2024-05-19,199,sem1
ECON34212,2024-04-22,200,sem1
ECON33423,2024-03-17,200,sem1
ECON34320,2024-01-14,201,sem1
SS11424,2024-04-15,203,sem1
SF41411,2024-02-15,204,sem1
O24242,2024-02-09,206,sem1
SF41211,2024-05-25,206,sem1
ECON02303,2024-04-01,207,sem1
SF44111,2024-01-27,209,sem1
SS41120,2024-04-02,209,sem1
ECON44133,2024-03-27,210,sem1
O33413,2024-03-28,211,sem1
SS41031,2024-03-25,212,sem1
SF02133,2024-02-25,214,sem1
ECON40132,2024-04-07,216,sem1
ECON00123,2024-03-25,216,sem1
O03404,2024-06-17,216,sem1
NAT12343,2024-02-16,216,sem1
ECON34042,2024-04-25,216,sem1
ECON41213,2024-01-18,217,sem1
SS31430,2024-05-04,217,sem1
NAT03410,2024-01-02,218,sem1
TECH12311,2024-04-06,219,sem1
SF14224,2024-06-19,219,sem1
O02422,2024-05-18,220,sem1
SF01123,2024-01-08,221,sem1
O20313,2024-05-06,222,sem1
ECON21012,2024-03-21,223,sem1
ECON02320,2024-03-04,224,sem1
SF10302,2024-02-20,225,sem1
ECON42244,2024-04-04,225,sem1
SF00041,2024-06-08,225,sem1
TECH10341,2024-03-04,226,sem1
ECON00010,2024-04-24,226,sem1
SF04021,2024-01-11,227,sem1
SF42332,2024-02-07,227,sem1
SS30043,2024-03-05,227,sem1
ECON11420,2024-02-18,227,sem1
TECH13421,2024-04-27,229,sem1
TECH41240,2024-04-25,230,sem1
TECH31224,2024-03-17,231,sem1
ECON11424,2024-02-20,231,sem1
NAT23422,2024-03-27,232,sem1
ECON30323,2024-05-10,233,sem1
SF10223,2024-02-11,233,sem1
ECON04331,2024-02-14,233,sem1
SF11042,2024-06-02,234,sem1
TECH21031,2024-03-13,235,sem1
TECH21003,2024-01-16,237,sem1
ECON31014,2024-01-28,239,sem1
TECH00232,2024-01-21,239,sem1
O33033,2024-01-19,240,sem1
O00423,2024-01-05,243,sem1
TECH20020,2024-04-07,243,sem1
SF43013,2024-04-09,244,sem1
TECH34320,2024-02-08,245,sem1
ECON41202,2024-01-11,246,sem1
TECH41042,2024-03-16,246,sem1
SF23414,2024-06-16,247,sem1
TECH41140,2024-05-12,249,sem1
SF24033,2024-05-19,249,sem1
TECH01201,2024-05-16,251,sem1
SF43332,2024-01-25,252,sem1
SF10413,2024-03-06,252,sem1
SS24231,2024-05-14,253,sem1
TECH41312,2024-01-14,254,sem1
O30111,2024-06-19,254,sem1
ECON04144,2024-05-15,254,sem1
ECON42142,2024-02-26,256,sem1
NAT22114,2024-05-16,257,sem1
SF24321,2024-03-09,259,sem1
SS23203,2024-02-14,259,sem1
TECH03412,2024-01-04,260,sem1
SF42003,2024-03-01,260,sem1
ECON21313,2024-02-21,261,sem1
SS04444,2024-01-20,261,sem1
SF03321,2024-06-21,262,sem1
ECON20104,2024-03-18,262,sem1
SF42243,2024-05-17,263,sem1
TECH31001,2024-06-19,264,sem1
SF04422,2024-06-27,265,sem1
ECON00443,2024-03-25,265,sem1
ECON43243,2024-01-07,266,sem1
NAT04403,2024-03-02,267,sem1
NAT41403,2024-03-03,268,sem1
TECH33121,2024-06-24,268,sem1
SF32142,2024-03-02,268,sem1
ECON32013,2024-02-08,269,sem1
NAT03204,2024-06-27,269,sem1
NAT43211,2024-06-18,269,sem1
ECON21310,2024-02-10,270,sem1
SF43214,2024-02-03,270,sem1
TECH24224,2024-05-20,270,sem1
TECH14303,2024-04-25,271,sem1
SF14302,2024-02-20,272,sem1
SF24134,2024-03-28,273,sem1
NAT33433,2024-02-09,273,sem1
SF24441,2024-02-25,275,sem1
SF40411,2024-03-07,276,sem1
TECH23422,2024-06-23,276,sem1
SF04023,2024-03-19,278,sem1
TECH04311,2024-03-07,279,sem1
SF14040,2024-01-18,280,sem1
SF01230,2024-02-10,281,sem1
SF04102,2024-06-04,281,sem1
TECH32331,2024-05-17,282,sem1
ECON43010,2024-06-04,284,sem1
TECH44404,2024-01-12,284,sem1
SF42024,2024-02-18,285,sem1
NAT04242,2024-05-11,286,sem1
ECON31130,2024-04-08,286,sem1
SF41310,2024-02-06,289,sem1
NAT10204,2024-06-08,289,sem1
SS40340,2024-04-25,290,sem1
O30132,2024-06-07,291,sem1
SF12123,2024-04-15,292,sem1
SF43004,2024-04-12,294,sem1
NAT13001,2024-02-07,295,sem1
ECON01431,2024-02-13,295,sem1
SS10442,2024-01-09,296,sem1
TECH32224,2024-05-16,297,sem1
ECON21430,2024-04-20,297,sem1
ECON41041,2024-06-05,297,sem1
TECH14113,2024-05-23,298,sem1
ECON03041,2024-05-15,299,sem1
SF14332,2024-01-28,299,sem1
TECH30432,2024-06-08,301,sem1
ECON03221,2024-02-26,301,sem1
O10311,2024-04-01,302,sem1
ECON41244,2024-05-23,302,sem1
TECH12211,2024-03-09,303,sem1
TECH31322,2024-06-18,303,sem1
SS00103,2024-03-07,304,sem1
SF43102,2024-06-18,305,sem1
NAT03434,2024-03-04,305,sem1
SS20100,2024-05-22,305,sem1
TECH00430,2024-03-14,306,sem1
NAT42340,2024-04-03,306,sem1
SF12242,2024-01-01,307,sem1
ECON21140,2024-03-20,308,sem1
NAT13334,2024-04-13,309,sem1
ECON42240,2024-06-08,311,sem1
SF33022,2024-04-22,311,sem1
O24131,2024-03-06,312,sem1
TECH12403,2024-04-20,312,sem1
ECON02131,2024-06-22,312,sem1
TECH20401,2024-06-28,313,sem1
TECH30242,2024-03-07,314,sem1
ECON30010,2024-01-23,315,sem1
ECON00030,2024-01-07,315,sem1
TECH01234,2024-06-21,315,sem1
O20241,2024-03-24,316,sem1
SF44041,2024-06-15,316,sem1
NAT32430,2024-03-19,318,sem1
SS01344,2024-06-01,318,sem1
ECON31024,2024-05-07,318,sem1
SF10303,2024-05-02,319,sem1
TECH33104,2024-04-19,319,sem1
NAT02230,2024-05-04,320,sem1
SS02210,2024-04-16,321,sem1
ECON44224,2024-01-22,321,sem1
NAT20132,2024-01-09,323,sem1
O04241,2024-03-09,324,sem1
O13313,2024-05-19,326,sem1
SS33233,2024-02-03,328,sem1
ECON32442,2024-01-02,329,sem1
NAT42234,2024-05-27,330,sem1
ECON20303,2024-01-01,330,sem1
TECH14021,2024-05-28,331,sem1
SS31120,2024-01-27,331,sem1
O14432,2024-05-06,332,sem1
ECON02001,2024-04-23,332,sem1
NAT41411,2024-02-17,333,sem1
SF40204,2024-03-01,334,sem1
TECH20434,2024-06-15,335,sem1
ECON03320,2024-02-08,335,sem1
TECH40430,2024-03-18,335,sem1
ECON31021,2024-04-01,336,sem1
NAT41302,2024-02-27,336,sem1
SF42333,2024-02-14,338,sem1
ECON43242,2024-01-12,338,sem1
NAT42023,2024-04-23,338,sem1
SS34234,2024-03-18,339,sem1
SS04442,2024-03-27,341,sem1
SF03432,2024-04-05,341,sem1
SS04001,2024-03-25,342,sem1
SF03232,2024-04-03,342,sem1
SF40311,2024-04-05,344,sem1
TECH03332,2024-02-03,344,sem1
SF23224,2024-04-22,344,sem1
TECH04210,2024-04-11,345,sem1
SF40040,2024-03-22,345,sem1
ECON30113,2024-06-13,346,sem1
SF14232,2024-02-14,346,sem1
TECH33121,2024-01-20,346,sem1
SS23342,2024-02-03,347,sem1
SF10432,2024-04-14,348,sem1
SF21403,2024-06-26,350,sem1
ECON10103,2024-06-16,350,sem1
SF30113,2024-03-08,350,sem1
ECON04233,2024-01-05,350,sem1
SS40000,2024-05-06,351,sem1
ECON34430,2024-01-28,353,sem1
SS44044,2024-05-19,354,sem1
TECH12302,2024-03-23,354,sem1
TECH21302,2024-01-21,355,sem1
ECON11212,2024-03-18,355,sem1
SS20033,2024-05-22,355,sem1
TECH31440,2024-06-22,356,sem1
TECH11134,2024-06-19,359,sem1
ECON20310,2024-01-10,360,sem1
ECON10001,2024-02-11,360,sem1
TECH24044,2024-02-24,361,sem1
TECH32444,2024-04-03,361,sem1
TECH33420,2024-02-27,362,sem1
SF11040,2024-05-17,363,sem1
ECON04414,2024-03-21,364,sem1
SF42402,2024-06-12,365,sem1
NAT03033,2024-01-20,365,sem1
ECON10123,2024-05-03,365,sem1
SF10140,2024-06-06,366,sem1
TECH21111,2024-02-16,367,sem1
TECH32223,2024-06-19,367,sem1
TECH24404,2024-05-16,368,sem1
SF10300,2024-04-11,368,sem1
ECON33123,2024-02-25,368,sem1
TECH10422,2024-06-09,369,sem1
ECON24223,2024-04-07,369,sem1
SF44301,2024-03-01,371,sem1
SS11142,2024-05-19,371,sem1
O04144,2024-03-05,373,sem1
SF30223,2024-03-25,373,sem1
ECON44433,2024-06-02,373,sem1
SF40443,2024-05-12,374,sem1
ECON41004,2024-05-17,374,sem1
TECH30202,2024-03-01,375,sem1
ECON30404,2024-05-11,375,sem1
SF43301,2024-02-04,376,sem1
TECH03322,2024-06-24,376,sem1
O23013,2024-06-18,377,sem1
TECH33210,2024-05-27,377,sem1
SF13013,2024-03-28,378,sem1
ECON20232,2024-02-11,378,sem1
TECH12233,2024-06-12,378,sem1
ECON44121,2024-05-09,379,sem1
NAT13304,2024-05-04,379,sem1
SF34402,2024-02-06,380,sem1
SF11324,2024-01-14,382,sem1
ECON12424,2024-03-01,382,sem1
ECON42134,2024-02-15,382,sem1
TECH03223,2024-05-21,383,sem1
ECON13103,2024-03-22,383,sem1
ECON02423,2024-06-19,384,sem1
TECH10311,2024-03-13,384,sem1
TECH42244,2024-03-09,384,sem1
ECON33401,2024-05-04,386,sem1
SF44144,2024-04-07,387,sem1
SF20432,2024-02-14,387,sem1
TECH11303,2024-03-26,387,sem1
SS24201,2024-06-21,388,sem1
ECON41222,2024-05-28,389,sem1
NAT12240,2024-03-05,390,sem1
O22044,2024-05-11,390,sem1
ECON44210,2024-05-28,390,sem1
ECON12441,2024-04-23,390,sem1
SS43243,2024-02-03,390,sem1
TECH04420,2024-01-16,390,sem1
NAT01011,2024-06-20,392,sem1
ECON42304,2024-01-07,393,sem1
SS30343,2024-02-12,394,sem1
NAT20004,2024-02-19,394,sem1
SF02202,2024-05-22,395,sem1
TECH44342,2024-01-07,395,sem1
SS32032,2024-02-07,395,sem1
TECH20110,2024-05-08,395,sem1
SF24440,2024-01-25,398,sem1
SS21001,2024-02-14,398,sem1
SF01111,2024-04-06,400,sem1
O11132,2024-05-18,400,sem1
SF41122,2024-01-09,401,sem1
ECON13000,2024-02-10,402,sem1
O11344,2024-05-27,403,sem1
TECH33232,2024-01-04,404,sem1
O01333,2024-03-08,404,sem1
ECON22313,2024-02-23,404,sem1
ECON22021,2024-06-09,407,sem1
O00232,2024-03-19,407,sem1
O32403,2024-04-11,409,sem1
SF00010,2024-03-18,411,sem1
TECH02224,2024-04-04,412,sem1
TECH33040,2024-02-21,413,sem1
ECON34211,2024-01-03,414,sem1
TECH14214,2024-03-25,414,sem1
ECON31322,2024-06-25,415,sem1
SS22414,2024-03-20,415,sem1
ECON03420,2024-02-28,416,sem1
SS33223,2024-04-08,416,sem1
NAT30332,2024-01-18,417,sem1
SS04421,2024-05-15,421,sem1
TECH20432,2024-04-18,421,sem1
ECON11322,2024-06-11,422,sem1
TECH04200,2024-05-16,423,sem1
SF10444,2024-06-26,423,sem1
SS02201,2024-01-13,424,sem1
SF41230,2024-01-11,424,sem1
SF23141,2024-05-25,425,sem1
TECH02243,2024-06-13,426,sem1
ECON01300,2024-01-12,427,sem1
SF12212,2024-05-26,427,sem1
ECON20413,2024-04-06,428,sem1
O23043,2024-03-10,431,sem1
ECON01331,2024-02-26,432,sem1
SS30012,2024-04-08,432,sem1
ECON43131,2024-05-19,433,sem1
ECON21023,2024-05-22,433,sem1
O41040,2024-01-22,433,sem1
ECON34403,2024-01-02,434,sem1
ECON01024,2024-05-07,434,sem1
ECON10430,2024-06-04,437,sem1
SF02433,2024-01-13,438,sem1
O12130,2024-02-24,438,sem1
TECH33000,2024-06-17,440,sem1
ECON41401,2024-03-02,440,sem1
SF33021,2024-05-22,440,sem1
NAT01210,2024-04-25,441,sem1
SF00212,2024-05-07,442,sem1
TECH14010,2024-03-23,443,sem1
TECH04402,2024-04-05,443,sem1
SF01034,2024-05-28,443,sem1
SF41042,2024-06-26,444,sem1
SF34443,2024-06-11,445,sem1
SS13200,2024-02-25,445,sem1
TECH21322,2024-01-18,447,sem1
SF41033,2024-02-03,448,sem1
SF30123,2024-02-11,450,sem1
ECON14044,2024-03-23,451,sem1
ECON21043,2024-05-22,451,sem1
SF03031,2024-02-22,452,sem1
ECON04213,2024-04-10,453,sem1
ECON33220,2024-06-25,454,sem1
SF43230,2024-02-23,454,sem1
TECH40303,2024-06-27,455,sem1
ECON40230,2024-06-18,455,sem1
SF21131,2024-02-14,455,sem1
O23242,2024-03-10,456,sem1
SS44240,2024-05-12,456,sem1
O22121,2024-05-27,457,sem1
SF04123,2024-01-10,458,sem1
TECH02312,2024-06-23,458,sem1
TECH41123,2024-04-13,460,sem1
ECON24132,2024-02-04,460,sem1
SS44313,2024-01-14,461,sem1
TECH31232,2024-02-19,461,sem1
SF02222,2024-04-28,461,sem1
SF21233,2024-03-12,464,sem1
SS10220,2024-02-11,465,sem1
SF23110,2024-03-03,466,sem1
ECON22210,2024-04-04,467,sem1
ECON33144,2024-01-25,468,sem1
NAT03442,2024-06-03,468,sem1
NAT04423,2024-06-09,468,sem1
SS43422,2024-01-04,469,sem1
TECH33233,2024-03-12,470,sem1
SS04110,2024-01-10,470,sem1
NAT24122,2024-03-06,473,sem1
ECON04421,2024-02-28,473,sem1
NAT01300,2024-05-12,473,sem1
TECH32400,2024-06-21,474,sem1
ECON24403,2024-06-09,476,sem1
SF41140,2024-04-12,477,sem1
SF24004,2024-06-04,479,sem1
TECH14010,2024-06-14,481,sem1
SF14442,2024-02-11,481,sem1
SS01440,2024-06-15,482,sem1
NAT00100,2024-01-14,482,sem1
TECH44123,2024-06-22,483,sem1
TECH02231,2024-02-23,483,sem1
SF40321,2024-02-16,484,sem1
SF24431,2024-05-10,484,sem1
O21231,2024-02-12,485,sem1
NAT43100,2024-05-16,486,sem1
ECON01421,2024-03-08,487,sem1
SF13144,2024-04-13,488,sem1
SS23041,2024-03-03,491,sem1
SS11141,2024-06-02,493,sem1
SS11010,2024-04-09,494,sem1
ECON40010,2024-03-01,495,sem1
SF03311,2024-03-02,496,sem1
SF00110,2024-04-26,498,sem1
TECH21021,2024-06-18,500,sem1
TECH14240,2024-02-28,501,sem1
TECH34031,2024-05-04,501,sem1
ECON44124,2024-03-17,502,sem1
ECON23121,2024-06-04,504,sem1
SS43141,2024-05-12,507,sem1
ECON12243,2024-05-10,508,sem1
O21314,2024-06-23,509,sem1
SF33240,2024-03-23,510,sem1
TECH34242,2024-03-27,512,sem1
TECH33310,2024-05-11,512,sem1
SS01042,2024-06-14,513,sem1
O11024,2024-01-20,513,sem1
SF21210,2024-02-05,514,sem1
SS11302,2024-01-24,516,sem1
ECON03224,2024-03-22,517,sem1
SF44104,2024-01-05,519,sem1
O32211,2024-01-01,522,sem1
ECON30322,2024-05-11,522,sem1
TECH23024,2024-04-09,523,sem1
O31221,2024-05-21,523,sem1
TECH00301,2024-06-24,523,sem1
TECH33122,2024-02-28,524,sem1
O00102,2024-01-05,526,sem1
NAT21122,2024-06-03,527,sem1
SF04122,2024-04-25,528,sem1
ECON00434,2024-06-28,529,sem1
SF23440,2024-02-03,530,sem1
SF24001,2024-04-19,533,sem1
ECON40134,2024-03-10,533,sem1
O11021,2024-03-27,534,sem1
SF02304,2024-01-20,535,sem1
ECON12442,2024-05-23,536,sem1
NAT12023,2024-01-10,536,sem1
O02441,2024-02-10,537,sem1
ECON41120,2024-02-23,538,sem1
NAT02111,2024-01-16,539,sem1
ECON13431,2024-02-20,541,sem1
ECON42011,2024-04-04,542,sem1
O12233,2024-04-19,544,sem1
ECON20320,2024-03-06,544,sem1
ECON33443,2024-05-15,546,sem1
O10404,2024-02-11,547,sem1
O31421,2024-02-17,548,sem1
SF04310,2024-03-10,548,sem1
NAT32132,2024-03-09,549,sem1
SF21300,2024-03-26,550,sem1
ECON24234,2024-02-14,550,sem1
SS01133,2024-02-15,552,sem1
ECON30244,2024-06-20,554,sem1
ECON40421,2024-06-16,554,sem1
TECH33333,2024-02-18,554,sem1
SS13300,2024-03-21,554,sem1
ECON23343,2024-06-03,555,sem1
TECH42023,2024-03-21,556,sem1
O42403,2024-05-17,557,sem1
ECON04103,2024-01-28,557,sem1
NAT24323,2024-04-03,558,sem1
ECON02310,2024-04-03,559,sem1
ECON24424,2024-01-11,559,sem1
SF03400,2024-03-15,559,sem1
ECON24323,2024-01-21,560,sem1
TECH44243,2024-05-11,560,sem1
TECH00204,2024-04-27,561,sem1
TECH04424,2024-01-25,562,sem1
SS00201,2024-01-19,565,sem1
ECON20211,2024-01-21,565,sem1
SS14030,2024-03-02,566,sem1
SF00031,2024-06-27,566,sem1
ECON23130,2024-02-04,566,sem1
SF23141,2024-02-21,566,sem1
ECON22400,2024-05-22,567,sem1
ECON20440,2024-02-20,567,sem1
SF11124,2024-01-04,568,sem1
ECON21344,2024-03-06,569,sem1
ECON00220,2024-05-20,571,sem1
ECON10034,2024-03-26,573,sem1
ECON30241,2024-04-18,573,sem1
TECH11242,2024-04-01,576,sem1
ECON00224,2024-04-06,577,sem1
TECH33434,2024-04-22,578,sem1
ECON12202,2024-06-01,581,sem1
TECH01421,2024-06-25,583,sem1
NAT21424,2024-06-19,584,sem1
ECON30321,2024-04-28,584,sem1
TECH34313,2024-05-27,585,sem1
O32321,2024-06-13,585,sem1
SF32341,2024-04-23,586,sem1
ECON40303,2024-05-05,586,sem1
ECON22411,2024-02-21,587,sem1
O44304,2024-04-22,587,sem1
TECH32200,2024-04-04,587,sem1
O13233,2024-02-23,587,sem1
ECON32021,2024-06-22,588,sem1
O04121,2024-06-16,588,sem1
SF34401,2024-03-26,589,sem1
SS21214,2024-02-16,589,sem1
ECON03411,2024-02-04,590,sem1
ECON43322,2024-04-10,590,sem1
ECON23343,2024-01-13,591,sem1
TECH21111,2024-01-04,591,sem1
SS32310,2024-02-10,592,sem1
ECON23101,2024-06-06,593,sem1
SF41414,2024-02-16,593,sem1
SF00444,2024-01-20,593,sem1
SF24004,2024-01-02,593,sem1
NAT40040,2024-06-18,594,sem1
SF23443,2024-01-18,594,sem1
ECON20233,2024-03-02,595,sem1
ECON01132,2024-03-24,596,sem1
TECH10332,2024-05-10,597,sem1
TECH14000,2024-02-09,597,sem1
SS41430,2024-01-01,598,sem1
ECON04104,2024-04-06,599,sem1
SF33302,2024-04-26,600,sem1
ECON23210,2024-02-17,600,sem1
ECON03203,2024-02-16,601,sem1
TECH11113,2024-02-17,603,sem1
ECON33031,2024-01-06,604,sem1
ECON00414,2024-05-08,604,sem1
TECH41241,2024-06-12,605,sem1
ECON23123,2024-02-26,606,sem1
NAT11140,2024-02-03,607,sem1
SF44203,2024-02-06,608,sem1
SF14241,2024-04-07,609,sem1
SF20113,2024-01-03,610,sem1
ECON13441,2024-05-05,612,sem1
ECON44244,2024-03-25,613,sem1
TECH32133,2024-03-20,614,sem1
SS10323,2024-02-27,614,sem1
SF22004,2024-02-02,615,sem1
ECON21022,2024-03-22,615,sem1
ECON42234,2024-03-08,615,sem1
SF32430,2024-04-21,615,sem1
NAT22204,2024-01-01,616,sem1
ECON41304,2024-01-17,616,sem1
O34303,2024-05-17,617,sem1
ECON01430,2024-02-15,618,sem1
TECH44313,2024-06-05,618,sem1
SS10422,2024-01-19,619,sem1
O02442,2024-02-26,620,sem1
O41402,2024-01-11,620,sem1
ECON03330,2024-02-17,622,sem1
TECH01114,2024-02-05,622,sem1
TECH34002,2024-05-25,623,sem1
ECON22442,2024-02-09,624,sem1
ECON30211,2024-04-19,625,sem1
NAT14130,2024-02-15,626,sem1
SS12223,2024-03-06,626,sem1
ECON03430,2024-01-12,627,sem1
ECON41044,2024-05-26,628,sem1
ECON42244,2024-01-11,629,sem1
TECH22023,2024-03-02,629,sem1
O14141,2024-05-20,631,sem1
NAT11321,2024-06-22,632,sem1
TECH14444,2024-01-15,632,sem1
TECH42010,2024-03-14,633,sem1
TECH04422,2024-06-17,634,sem1
SS41110,2024-05-05,635,sem1
ECON10300,2024-04-10,635,sem1
TECH04003,2024-04-13,636,sem1
SF30101,2024-06-03,637,sem1
ECON02004,2024-04-21,639,sem1
ECON34000,2024-02-16,639,sem1
TECH23042,2024-06-02,640,sem1
SS12124,2024-03-01,640,sem1
O14002,2024-03-06,641,sem1
O32043,2024-02-12,642,sem1
TECH11303,2024-06-24,643,sem1
TECH04400,2024-03-06,643,sem1
O30401,2024-03-15,644,sem1
O34333,2024-05-01,645,sem1
SF03312,2024-04-24,646,sem1
ECON00213,2024-03-05,647,sem1
ECON42323,2024-05-13,648,sem1
ECON31303,2024-02-09,648,sem1
TECH22242,2024-06-22,649,sem1
ECON41124,2024-06-08,650,sem1
ECON10222,2024-06-27,651,sem1
O02443,2024-02-24,651,sem1
TECH10100,2024-06-17,652,sem1
ECON03232,2024-02-12,653,sem1
SS13140,2024-06-17,653,sem1
SF43230,2024-04-14,653,sem1
TECH42232,2024-04-21,654,sem1
ECON03130,2024-06-17,654,sem1
TECH12211,2024-01-07,655,sem1
ECON32414,2024-03-10,656,sem1
SF44040,2024-02-11,658,sem1
NAT33402,2024-02-19,659,sem1
TECH44224,2024-03-08,659,sem1
SF32130,2024-01-19,659,sem1
TECH13042,2024-06-22,659,sem1
SF42142,2024-01-26,659,sem1
TECH23001,2024-02-24,660,sem1
NAT41344,2024-04-13,660,sem1
TECH04433,2024-04-17,661,sem1
TECH44122,2024-03-11,661,sem1
SF00144,2024-06-05,661,sem1
SF20310,2024-02-16,661,sem1
NAT33124,2024-03-07,662,sem1
SF31232,2024-05-23,663,sem1
TECH40014,2024-03-13,663,sem1
SF22430,2024-04-19,664,sem1
SF31443,2024-04-03,665,sem1
O13434,2024-01-26,665,sem1
ECON23411,2024-04-27,667,sem1
ECON44410,2024-02-05,668,sem1
ECON42013,2024-05-10,668,sem1
O44342,2024-03-16,670,sem1
ECON32422,2024-01-18,670,sem1
O13141,2024-02-03,671,sem1
TECH43120,2024-03-17,672,sem1
SF21111,2024-01-03,673,sem1
ECON34213,2024-04-20,673,sem1
SS42420,2024-02-23,675,sem1
ECON23430,2024-01-22,675,sem1
ECON42110,2024-03-11,676,sem1
ECON43123,2024-02-22,677,sem1
SF22001,2024-05-19,678,sem1
ECON11212,2024-06-10,678,sem1
TECH34141,2024-02-18,679,sem1
SS40220,2024-06-09,679,sem1
SF04003,2024-03-06,680,sem1
O40401,2024-06-23,682,sem1
TECH42240,2024-06-15,683,sem1
ECON11423,2024-05-27,683,sem1
ECON21404,2024-05-26,684,sem1
SS31004,2024-04-14,685,sem1
ECON41244,2024-04-11,686,sem1
