id-book,book-price
TECH24224,42.14
SF31120,21.73
ECON24332,42.74
TECH14303,39.22
SS11443,30.3
SF14302,24.0
SF10014,22.06
SF24134,20.7
NAT33433,36.86
NAT21304,32.37
O21200,9.97
ECON31413,50.16
SF11321,23.9
SF24441,25.59
SF40411,22.86
TECH23422,40.6
SF12224,22.24
TECH12113,40.39
SF14443,20.88
TECH32342,42.14
SF04023,21.77
SF21301,21.11
TECH04311,42.56
SF14040,20.46
SS33122,31.85
SF01230,19.82
SF04102,19.96
SF02103,20.25
TECH32331,36.01
O41211,10.28
SS01144,33.1
ECON01040,46.9
ECON43010,53.44
SS32040,20.03
TECH44404,33.23
SS12424,28.94
ECON22012,48.95
SF42024,25.51
NAT04242,38.32
ECON31130,55.41
NAT40400,38.93
SS43444,33.68
TECH42321,40.67
SF41310,20.89
TECH32132,40.18
NAT10204,36.3
O33330,9.71
SS40340,29.95
O30132,11.06
NAT12144,43.07
SF12123,24.86
SF03243,26.51
ECON34424,50.83
SF43004,22.44
TECH24301,42.57
NAT13312,34.17
SF04222,19.19
NAT13001,33.79
ECON01431,40.73
SS12000,30.71
TECH40443,38.09
SS10442,32.07
TECH32224,44.85
ECON21430,44.71
NAT30434,38.36
TECH14113,39.44
ECON24422,48.16
SF14332,20.33
NAT11402,39.23
SF43411,21.39
ECON33021,51.94
SF12111,22.27
NAT13403,35.84
TECH04044,46.5
TECH30432,43.34
ECON03221,41.04
O10311,10.72
ECON41244,43.21
SF10024,23.23
TECH12211,42.29
ECON31410,47.99
ECON42100,50.34
TECH31322,45.06
SS00103,30.27
ECON20030,52.74
SF43102,25.22
NAT03434,33.63
SS20100,26.93
TECH00430,43.42
NAT42340,33.3
O11144,10.16
SF12242,23.13
O30414,10.77
ECON21140,53.54
ECON24304,41.19
NAT13334,37.9
ECON41114,43.54
ECON40104,42.36
ECON42240,54.77
SF33022,23.19
O24131,11.72
TECH12403,34.9
ECON02131,47.99
SF33104,21.96
TECH20401,33.17
SF23210,17.62
TECH30242,36.73
SF32214,24.39
TECH32140,37.98
TECH34342,39.41
ECON30010,47.66
ECON00030,48.01
TECH01234,37.39
O20241,9.44
SF44041,19.23
SF14300,20.62
TECH13024,49.06
NAT32430,38.47
SS01344,32.8
ECON31024,48.82
SF21110,21.02
SF10303,22.48
TECH44302,35.53
TECH33104,48.49
NAT02230,34.34
TECH22040,43.84
SS02210,27.22
ECON44224,53.41
SS13043,31.01
NAT11333,35.08
NAT20132,40.37
ECON41223,46.35
O20043,8.07
ECON13234,53.85
O04241,9.83
TECH41420,38.8
O13313,10.14
TECH34401,38.34
SS40111,27.84
NAT02231,34.99
SS33233,29.89
SS41004,23.1
SS03323,30.85
ECON23332,53.6
ECON32442,46.86
O13320,10.89
ECON21444,53.69
NAT42234,34.03
ECON20303,59.86
TECH31021,37.7
SF01040,22.3
SS10433,24.45
SF42424,21.17
TECH14021,41.23
SS31120,30.89
O14432,10.19
SF42104,28.77
ECON02001,58.05
TECH30203,42.84
NAT41411,38.49
ECON12303,45.72
TECH20434,40.01
ECON03320,55.39
TECH40430,40.66
ECON31021,52.58
NAT41302,39.61
ECON41323,59.17
SF42333,20.33
ECON43242,51.76
TECH21321,43.66
ECON00013,42.84
NAT42023,32.75
NAT43123,34.96
SF43412,19.92
SS34234,32.68
NAT02232,40.47
SF43111,21.19
SS04442,28.83
SF03432,23.94
SS04001,35.61
SF03232,25.72
TECH43120,42.63
ECON34211,57.92
ECON41343,54.72
SF40311,23.15
TECH03332,43.46
SF23224,25.3
TECH21344,45.99
SS34004,34.75
TECH04210,43.51
SF32011,18.17
ECON33042,48.03
SF40040,20.29
ECON30113,42.42
SF14232,22.03
SS23342,28.98
SF10432,19.8
SF42002,23.71
ECON11204,46.83
NAT32423,37.31
TECH32001,48.14
SF21403,20.91
ECON10103,41.79
SF30113,24.8
ECON04233,44.26
SS40000,31.01
ECON31302,43.08
NAT03011,38.95
TECH20013,33.81
ECON34430,54.64
SS44044,25.98
TECH12302,43.8
TECH21302,35.41
ECON11212,54.05
SS20033,29.44
TECH31440,36.79
ECON24221,53.42
O12323,9.37
SS01230,30.27
O43340,10.51
ECON12222,39.45
TECH11134,47.09
SS31140,33.91
NAT02323,30.97
ECON20310,51.05
ECON10001,51.64
TECH24044,44.98
TECH32444,38.53
TECH10304,44.72
TECH33420,49.44
SF34332,21.65
TECH13102,39.3
SF04111,21.76
SF11040,20.44
O30403,8.36
ECON04414,50.25
SF42402,24.16
NAT03033,42.96
SF10140,24.13
TECH01000,39.54
SF42204,20.33
O41320,11.23
TECH21111,43.2
TECH32223,37.47
SS02222,31.19
TECH24404,37.78
SF10300,20.63
ECON33123,45.45
ECON11034,52.22
TECH22430,43.07
TECH10422,38.44
ECON24223,49.85
ECON24333,47.55
SF44301,20.36
SS11142,27.86
TECH33100,31.37
TECH23331,36.47
O04144,11.22
SF30223,21.1
ECON42410,59.54
TECH02210,40.4
SF40443,21.47
ECON41004,49.66
TECH30202,36.1
ECON30404,52.36
SF43301,17.19
TECH03322,47.36
O23013,9.94
TECH33210,35.68
O10420,10.23
O13042,9.97
SF13013,22.21
ECON20232,47.72
ECON40403,52.3
TECH12233,40.71
ECON44121,48.31
NAT13304,42.09
SF30343,20.06
ECON43034,47.67
SF34402,29.14
NAT04144,42.27
SF11324,20.93
ECON12424,44.46
ECON42134,49.05
NAT04143,36.9
TECH03223,43.33
TECH02104,37.08
ECON13103,45.92
ECON02423,44.46
TECH42244,35.18
SF21340,22.79
SS22130,25.32
O12210,9.89
ECON33401,41.27
SF44332,24.12
SF44144,17.38
SF20432,21.7
TECH11303,38.33
SS42324,26.76
SS24201,34.36
SF14201,19.42
ECON41222,50.43
ECON03334,46.96
SS14201,35.01
NAT12240,35.29
TECH11432,41.43
O22044,10.5
ECON44210,57.07
ECON12441,46.17
SS43243,29.79
TECH04420,41.16
O02313,9.24
NAT02324,42.32
NAT43412,35.76
NAT01011,39.95
ECON42304,48.05
SS10140,25.86
SS30343,29.67
NAT31243,34.8
NAT20004,37.43
ECON11344,49.37
SF02202,23.49
TECH44342,37.46
SS32032,32.71
ECON34314,46.78
TECH20110,40.34
SF42442,21.8
ECON33231,47.7
SF40043,22.98
SF24440,23.41
SS21001,34.47
TECH01022,34.32
ECON43140,65.54
SF01111,23.59
SS02431,30.94
O11132,10.65
SF41122,23.14
TECH40412,45.92
ECON13000,47.8
O13240,8.33
NAT11010,32.0
O11344,9.89
TECH34444,42.16
TECH33232,37.85
O01333,8.94
NAT22124,32.25
ECON22313,55.89
SF42404,25.82
NAT14333,39.4
ECON11143,46.71
ECON22021,42.31
O00232,9.53
O02434,10.58
ECON31132,55.34
O32403,8.76
ECON33034,48.28
SS04211,27.28
NAT30334,45.8
SF00010,23.32
SF43043,22.43
TECH02224,38.04
TECH11231,35.67
SS22322,30.02
TECH33040,38.56
O04230,10.01
O44112,10.93
TECH14214,39.29
ECON40130,40.49
ECON31322,48.54
SS22414,32.28
ECON03420,40.42
SS33223,23.93
TECH32110,45.16
NAT30332,37.71
TECH24103,44.42
NAT32121,34.59
SS13030,25.48
NAT44402,36.32
ECON12221,57.68
TECH11033,34.6
SS04421,29.15
TECH20432,47.7
ECON11322,48.21
SF42134,20.81
TECH04200,40.78
SF10444,23.0
NAT04304,45.54
SS02201,32.18
NAT00124,38.82
SF41230,21.43
NAT24233,35.82
SF23141,21.66
ECON13344,56.45
TECH02243,42.26
ECON01300,44.51
TECH02334,45.2
SF12212,26.04
NAT34200,42.48
SF21221,23.19
TECH33401,37.86
ECON11314,58.54
ECON20413,43.14
SF22302,23.17
NAT03014,35.62
O23043,8.17
ECON04434,51.78
ECON01331,57.93
ECON22332,50.27
SS30012,31.57
ECON21023,43.96
O41040,9.74
ECON31200,40.93
TECH22240,40.69
SF22102,22.74
ECON34403,43.83
ECON01024,48.23
ECON14200,55.12
ECON11021,58.34
TECH30421,35.24
SF41434,25.21
SF01212,22.92
SF03430,24.81
ECON10430,45.57
SS20004,25.76
TECH01001,42.79
SF02433,22.23
O12130,8.91
O01244,10.89
TECH20113,40.77
TECH33000,39.06
ECON41401,40.38
SF33021,23.06
SF03233,23.12
ECON42014,48.36
NAT01210,33.69
ECON40213,50.51
SF00212,26.37
TECH14010,45.04
TECH04402,37.63
SF01034,22.8
ECON04301,48.24
ECON31022,53.02
SF41042,23.78
SF34443,25.89
TECH13320,41.0
ECON31430,38.92
SS13200,29.93
ECON31040,44.02
TECH21322,39.74
SF41033,22.79
O01222,11.08
SF30123,25.18
SS00344,34.09
SF23033,20.95
ECON14044,45.5
ECON21043,50.56
O21413,10.58
SF03031,24.5
ECON04213,47.64
ECON22201,49.44
ECON33220,47.84
ECON22414,44.57
ECON03230,53.74
SF43230,22.62
NAT01230,39.89
TECH40303,40.75
ECON40230,50.96
SF21131,24.01
ECON23433,39.72
SF31440,20.29
O23242,10.48
SS44240,31.3
O22421,9.58
ECON33312,44.96
O22121,11.42
TECH14344,36.3
SF24032,23.26
SF04123,18.52
TECH02312,38.23
ECON31141,53.28
TECH41123,33.19
ECON24132,51.86
SS44313,33.39
TECH31232,42.74
SF02222,20.18
TECH40403,37.23
NAT24023,39.73
NAT34334,38.23
SF21233,24.5
SS10220,25.6
ECON40232,42.5
ECON21320,46.42
SF23110,20.01
ECON22210,47.93
O31110,9.99
ECON33144,41.79
NAT03442,35.68
NAT04423,37.74
NAT40433,34.32
SS43422,29.31
ECON14144,52.23
TECH33233,41.2
ECON01220,54.28
SS04110,33.28
SS41421,31.08
O22334,9.64
NAT24122,37.54
TECH12003,42.18
ECON04421,55.91
NAT01300,44.59
SS10431,30.88
TECH32400,40.14
ECON43323,44.38
TECH43341,32.21
ECON24403,60.57
SF41140,25.68
SF02441,24.96
ECON23420,52.15
ECON24110,56.0
O11213,10.81
SF24004,21.78
NAT40443,34.15
O12443,9.77
ECON24343,50.76
SF32112,18.43
SF14442,23.54
SS01440,30.23
ECON23230,41.27
NAT00100,38.56
TECH44123,40.41
TECH02231,46.53
SF40321,20.58
TECH40310,29.0
SF24431,20.33
TECH13120,41.6
O21231,10.14
ECON21013,46.28
NAT43100,38.56
ECON01421,48.09
ECON43002,39.7
TECH40321,38.16
SF13144,25.99
ECON24122,52.98
ECON13002,48.45
TECH40214,36.72
SF31014,21.85
TECH42402,41.73
SS23041,31.81
NAT32403,36.53
ECON03443,55.9
O10213,8.89
SF10003,20.34
ECON02232,51.64
SS11141,24.98
TECH43330,34.49
SS11010,32.82
O04133,10.24
O42433,9.58
ECON40010,46.54
SF03311,20.08
O41100,8.91
NAT22344,30.92
ECON03444,46.09
NAT40043,41.63
SF11231,22.27
SF00110,20.4
NAT43440,34.98
SF04200,22.54
TECH21021,39.78
O12034,10.06
TECH23410,29.56
ECON03412,56.36
TECH14240,40.81
TECH34031,40.31
ECON20441,56.66
SF40420,19.55
SF34024,20.2
ECON44124,57.58
SS11304,28.5
SS23441,27.92
ECON43440,45.58
ECON00324,44.74
ECON23121,51.09
SS33311,33.88
NAT20002,35.29
NAT10323,38.23
SS43141,30.91
ECON12243,50.3
ECON04333,54.49
O21314,10.98
TECH02432,45.23
SF33240,23.72
TECH01430,47.22
TECH34242,34.23
TECH33310,39.06
SF01202,20.65
SS01042,27.35
O11024,10.41
TECH44203,40.17
SF21210,27.26
SS14401,26.53
SS04332,23.4
SS11302,34.48
O10010,10.84
ECON03224,47.73
ECON32230,47.08
NAT23122,34.11
SF44104,23.56
O20110,12.36
O32211,9.97
ECON30322,42.34
TECH23024,37.16
ECON14010,42.92
O31221,9.63
TECH33122,35.04
SF43333,22.46
SF12210,24.37
ECON40114,47.62
O00333,9.28
O00102,10.61
NAT21122,33.6
SF04122,19.75
SF23030,21.13
ECON44303,50.6
ECON00434,52.33
TECH34043,43.0
SF23440,23.26
SF14402,25.01
ECON20234,57.17
ECON21024,54.34
SF24001,24.92
ECON40134,35.25
ECON04430,49.08
O11021,10.02
SF02304,21.54
SF04140,21.74
SF04424,22.22
ECON12442,54.85
NAT12023,40.08
O02441,10.95
O23031,11.52
ECON41120,56.2
SF30103,20.53
NAT02111,34.76
ECON30001,45.46
SF40302,21.34
TECH03003,44.6
ECON13431,46.93
ECON42011,52.92
TECH22130,35.78
TECH32134,39.07
O12233,9.95
ECON20320,60.16
SF44313,17.75
ECON33443,53.38
O10404,11.32
O31421,9.09
NAT21034,34.06
SF04310,19.65
TECH12031,45.14
NAT32132,34.93
SF21300,25.06
ECON24234,56.44
TECH13414,42.39
TECH32101,40.09
TECH23332,36.95
SS01133,32.07
ECON32012,47.66
O31144,11.04
ECON30244,45.97
ECON40421,44.52
SS13300,31.62
ECON23343,45.6
O22002,8.31
NAT13220,36.36
TECH42023,46.01
O42403,10.54
ECON04103,53.8
TECH33043,39.81
O11404,8.8
NAT24323,45.08
NAT21330,41.62
SF32433,20.84
ECON02310,59.11
TECH02141,41.0
ECON24424,51.71
SF34031,22.1
SF03400,20.96
NAT40114,37.7
SF02224,20.5
ECON24323,39.12
TECH44243,40.21
TECH00204,37.98
TECH23413,41.69
TECH04424,38.28
ECON24442,49.37
SF14033,27.13
SS00201,32.78
SS14030,34.93
TECH14023,38.58
SF00031,22.06
ECON23130,45.75
ECON22400,53.41
SF24212,20.72
ECON20440,57.33
SF11124,26.98
ECON21344,47.27
NAT04200,37.42
O11031,9.88
ECON00220,55.58
SF23441,22.23
ECON10034,60.98
ECON30241,50.92
ECON01201,42.75
TECH33403,41.04
ECON41014,46.68
SS41410,26.63
TECH11242,40.54
ECON00224,53.12
TECH33434,41.02
TECH23233,34.51
SF13342,20.82
ECON12202,52.17
TECH41002,38.11
ECON12144,58.98
TECH01421,41.52
ECON43144,39.99
ECON04424,50.09
ECON22323,46.2
NAT21424,37.35
ECON30321,54.61
TECH34313,32.45
O32321,8.88
SS33012,28.69
SF32341,23.01
ECON40303,57.86
TECH24100,44.93
SS21331,25.75
ECON22411,52.52
O44304,10.34
TECH32200,39.36
O13233,10.63
SF42323,20.58
ECON32021,48.27
O04121,11.28
NAT01142,39.32
SF34401,16.87
SS21214,30.23
ECON03411,44.34
ECON43322,59.2
NAT00440,40.61
TECH42221,38.92
SS32310,33.19
ECON23101,46.82
SF41414,23.84
SF00444,22.65
ECON23442,54.09
NAT40040,31.51
SF23443,22.66
ECON42422,45.65
TECH33112,38.16
ECON20233,48.31
ECON11304,48.43
NAT20043,35.28
ECON01132,50.36
NAT22031,37.84
O10231,9.22
TECH43323,38.59
TECH10332,40.65
TECH14000,45.42
SS30420,28.44
SS41430,33.65
ECON04104,43.88
ECON31010,45.6
SF33302,22.68
ECON40103,53.02
ECON23210,44.85
ECON03203,43.9
SF24304,25.84
ECON21142,50.9
ECON34010,45.67
TECH11113,42.2
TECH04422,45.46
ECON33031,56.81
ECON00414,42.68
TECH41241,37.27
ECON23123,45.7
NAT11140,38.06
SS34113,29.86
SF44203,19.64
NAT31001,34.48
NAT34214,34.69
SF14241,19.25
SF11114,24.55
SF20113,21.63
SS30141,28.64
TECH20312,45.56
ECON13441,42.37
NAT21333,39.03
O40441,11.47
ECON44244,54.09
TECH40020,48.73
TECH32133,38.07
SS10323,28.91
TECH24231,40.24
SF22004,22.42
ECON21022,45.58
O21224,10.76
SF40434,20.94
SF23214,20.85
ECON42234,42.05
SF32430,24.99
NAT24231,38.52
NAT22204,35.8
ECON41304,42.11
O34303,11.46
ECON10404,47.65
ECON30144,48.17
ECON01430,50.23
TECH44313,44.42
SS10422,33.02
SF44310,21.64
O02442,10.91
O41402,10.32
ECON24130,43.54
TECH14200,37.08
ECON03341,49.52
ECON03330,47.41
TECH01114,40.3
TECH34002,39.95
TECH03431,52.05
ECON23222,48.13
ECON40212,54.85
ECON22442,46.02
ECON30211,51.64
NAT14130,33.04
SS12223,32.17
SF30432,21.05
ECON23430,47.35
ECON03430,49.01
ECON12334,45.45
NAT40221,45.09
ECON41044,57.86
ECON22302,56.47
NAT23443,42.97
TECH22023,39.54
TECH43220,45.79
O14141,9.75
SF44222,19.46
SF21422,16.56
NAT11321,47.02
TECH14444,38.54
SS03413,28.35
SF20130,19.16
TECH42010,45.99
O41232,9.83
SS41110,31.79
ECON10300,50.8
TECH04003,41.57
NAT11302,39.32
SF30101,22.48
ECON23212,51.09
O30043,9.81
SS40410,30.39
ECON11243,52.1
TECH43340,40.4
SS43030,26.07
ECON02004,50.79
NAT03021,40.54
ECON34000,46.17
O31222,8.83
TECH23042,44.15
SS12124,28.79
SF20034,19.3
ECON32112,47.71
TECH41124,38.9
O14002,9.96
SF22021,20.24
TECH32042,43.07
ECON11202,48.24
O32043,9.33
TECH12441,42.05
SF34333,19.43
TECH04400,44.99
O30401,9.28
TECH23312,40.78
O34333,10.85
ECON24113,55.28
ECON20212,47.52
SF03312,23.01
ECON00213,51.2
ECON42323,49.76
O24223,10.71
TECH22242,46.86
SS40320,26.85
ECON14213,44.24
SF04303,22.38
ECON10222,54.21
O02443,11.59
ECON32144,58.63
TECH34020,40.26
TECH10100,42.2
O44330,10.46
ECON03232,42.73
SS13140,38.18
TECH42232,39.34
ECON03130,57.1
TECH22443,45.38
SF20231,22.06
ECON14303,51.3
SF32204,19.13
ECON32414,62.38
ECON20344,47.72
TECH04114,45.45
ECON32444,41.54
TECH33430,39.73
TECH04301,40.65
SF44040,18.3
NAT33402,33.69
TECH44224,30.54
SF32130,21.85
TECH01222,41.13
TECH13042,36.39
SF42142,21.48
TECH23001,39.83
NAT41344,40.28
TECH04433,41.49
TECH44122,44.81
SF00144,22.11
SF20310,21.43
NAT33124,41.35
ECON13130,54.68
SS13013,24.75
SF31232,20.54
TECH31402,33.45
ECON40313,52.51
TECH40014,38.27
ECON23411,60.59
SF22430,22.59
SS04302,34.09
SF31443,23.13
O13434,8.8
ECON21442,56.25
NAT12030,41.86
TECH13311,40.92
TECH12204,40.84
TECH10423,42.91
ECON44410,44.63
ECON42013,56.14
SS44134,34.48
O44342,9.86
ECON32422,54.27
O13141,10.13
ECON20134,48.06
ECON02422,50.38
NAT22113,37.19
O33031,9.41
ECON10142,42.91
SF21111,22.75
ECON34213,58.31
TECH41100,35.95
SF40213,21.49
TECH01410,45.13
SS42420,30.17
O00023,11.16
ECON02003,54.3
ECON42110,52.42
ECON43123,45.71
SF22001,22.01
ECON41140,46.76
SS13400,28.1
TECH34141,40.88
ECON02113,50.14
SS40220,26.06
SF04003,26.66
ECON00034,49.31
ECON24220,47.13
TECH23111,36.8
O40401,11.0
SS32444,30.67
TECH42240,48.1
ECON11423,54.3
ECON21404,38.56
SF33123,23.33
ECON40243,40.33
ECON03223,43.58
SS10123,26.89
ECON40133,53.76
ECON23143,52.61
NAT02420,31.79
ECON43334,48.26
O32332,11.36
ECON02330,51.62
NAT14021,34.09
ECON30002,47.02
ECON14023,52.58
SF32444,22.55
ECON43003,56.99
SF34040,22.46
ECON22120,44.99
SF23122,24.11
NAT23040,39.95
TECH32232,47.79
NAT21032,40.94
TECH12210,39.54
TECH10131,43.37
TECH40401,36.41
ECON23103,48.9
ECON30111,54.7
ECON32132,48.74
O01343,9.76
ECON01013,46.99
SF31140,20.95
O30341,10.76
SF21211,20.15
SF30110,19.82
NAT14144,33.43
TECH12333,45.55
NAT03213,35.41
ECON04134,52.06
ECON24331,55.09
NAT04140,35.65
ECON33203,58.15
ECON34120,46.85
NAT01001,38.5
TECH20120,44.65
NAT04340,45.27
SF31233,23.47
ECON40242,53.04
ECON22333,46.6
NAT01342,40.46
NAT41340,36.63
SF10224,21.75
SF11230,20.2
SF44013,22.24
ECON40001,51.47
SF23431,22.25
TECH20244,32.85
ECON10121,45.2
ECON11231,52.45
O02314,9.12
TECH13030,42.64
ECON41201,37.85
SS22420,34.93
SF21303,22.32
TECH13140,44.43
