bgi,edad,ingreso_mensual,deuda_total,tiempo_empleo,num_tarjetas,monto_solicitado,historial_morosidad,estado_civil,nivel_educacion,tipo_vivienda
0,48,2786.9481825166595,4415.281652740014,2.3935673098359214,2,5836.52064757029,0.10933877928111208,Soltero,Superior,Propia
0,49,10146.71960649972,28136.121281090953,7.471889591691858,3,11965.987466954006,1.5125272562192738,Casado,Superior,Propia
0,34,5118.436868028976,23078.536714741073,16.68782581026049,3,63203.18519001087,0.0964839911254856,Soltero,Media,Propia
0,72,5027.858583825892,9494.797238578209,1.1393137155670654,1,10184.382219394243,0.4193493406866942,Casado,Superior,Familiar
0,52,4951.749825779993,33019.48644275447,3.7046503885106787,1,36626.845470288834,0.4329348380491145,Divorciado,Media,Propia
0,27,5396.1695215357095,22854.123895932753,1.6923368344452694,0,4178.4186234259305,0.336304237657266,Soltero,Superior,Propia
0,54,4711.279176152115,12401.348931931021,7.871667216087371,2,22322.93228925945,0.5174600686113209,Casado,Superior,Alquilada
0,30,3852.6759862395274,4995.245718988586,4.308934204698224,0,75451.26951371328,0.13056987900925895,Soltero,Superior,Familiar
0,56,3906.2821175192157,33327.54058072594,5.033572589166379,1,2149.3235284125526,0.4022207082914743,Soltero,Media,Propia
0,62,4934.493459568003,3883.4202658912327,7.995313597255331,0,167.09492250489714,0.23274551736404087,Soltero,Superior,Alquilada
0,32,3913.1504577324704,1836.8100243448662,2.520660979608902,0,11368.487136501377,0.5418627143872415,Soltero,Media,Propia
0,59,3574.3084346456712,23180.56345607712,12.330821063064828,1,1943.9999147721999,0.07612331381052286,Casado,Media,Alquilada
0,51,5212.860455383794,34518.019250714184,3.807439187276906,0,27597.05105791522,0.42300632961878143,Casado,Superior,Alquilada
1,57,4490.04556515829,26074.182548084143,0.8596080579465919,2,49196.16465792632,0.10244947258534952,Casado,Postgrado,Alquilada
0,73,8007.985977165377,19511.27296041888,5.95197892248194,0,11383.965114424755,0.16331060305257064,Soltero,Media,Alquilada
0,41,301.9396167860241,19758.03473332229,7.881499229619774,0,5987.311649906385,0.12340431183475278,Soltero,Superior,Alquilada
0,33,7183.013703844923,21827.324470242464,1.9045577239785516,1,11397.480650666908,0.1009588239898087,Casado,Superior,Propia
0,31,7492.170384995258,21071.42871829412,9.73082490256681,0,25707.11503912119,0.873520080051758,Viudo,Superior,Alquilada
0,32,853.2195351837008,17249.53139175501,11.829928230155833,0,181.9079921445722,0.16823141569534436,Soltero,Media,Propia
0,43,4314.624811839302,15833.608831615009,1.6210697978523219,2,17805.34544578956,1.3094964595202687,Divorciado,Postgrado,Familiar
0,50,4257.118268008417,14499.25497680382,20.528485611408694,0,19001.691557042916,1.752055868226091,Casado,Media,Hipoteca
0,49,2184.9766105643575,8968.283289066589,0.7582529519025276,3,20305.004827063356,0.4234528502392569,Casado,Media,Hipoteca
0,57,3444.3666248182494,12754.599385065807,1.128331581573379,0,5542.020460528032,0.07715933519011431,Casado,Basica,Familiar
0,45,2778.8483090683426,1456.345486436916,1.0180825013378585,0,25038.95665264673,0.23464053987741576,Soltero,Superior,Alquilada
0,66,8504.540886847246,14213.282985642001,11.221095570920664,2,1916.81911211672,0.7990815151086437,Soltero,Media,Familiar
0,41,6871.356786294922,7091.271142792661,5.310811942673517,0,4444.637751787968,0.2289511561743342,Casado,Media,Propia
0,80,7543.110189988318,6171.285462273832,0.8249881312515189,0,41987.99523561042,0.04551912880210078,Soltero,Media,Alquilada
0,54,6443.34412808647,16439.15320922783,2.9019809744493594,0,26843.494172906587,0.4068500491944789,Divorciado,Superior,Alquilada
0,32,2741.8964575655414,26136.018290756794,4.776431677739809,0,276.81797717852965,0.9325550766240666,Casado,Superior,Alquilada
0,28,3950.9594674404525,22346.532848018505,0.43577012666828674,3,5710.388529673615,0.794637251445945,Soltero,Media,Familiar
0,52,5978.749122455836,2435.9951710145833,10.703027201711366,0,4826.315485169453,0.0962605822760085,Casado,Superior,Propia
0,41,2555.7443822161094,7082.974907437299,8.13809942226804,3,6316.318285385556,0.5585377667199042,Soltero,Superior,Alquilada
0,55,6425.996860344776,22526.169503905727,3.5180766404091806,4,5688.674289142449,0.12455402997422892,Casado,Superior,Hipoteca
0,52,4519.34920368373,7140.1008516935235,17.075459615250438,1,1291.3314064662939,0.12308298155587216,Casado,Media,Propia
0,43,4250.358384900805,13202.934800023802,2.704371135146974,4,12284.521106842709,1.0360215818686789,Divorciado,Superior,Alquilada
0,32,6421.919936406983,19400.416792196414,20.71042688225587,0,26390.17793398541,0.14362038674606603,Divorciado,Postgrado,Hipoteca
0,22,5888.526622972079,7253.244361090918,5.511896858173445,6,18665.265313898348,0.15275152788324525,Casado,Superior,Alquilada
0,38,4278.06766836184,15843.00404916768,5.034788547467604,0,22348.05468606294,0.00032680215703518456,Casado,Media,Alquilada
0,57,7318.659606728496,4327.796040654364,0.9073389785331738,2,1692.6299365638993,1.0226902666443611,Divorciado,Superior,Propia
0,48,2837.8733448002054,10189.05884839029,10.682293120440278,1,60519.99913268028,0.7865404874322917,Soltero,Superior,Alquilada
0,26,6231.871213888528,17558.255473140296,2.7886226567511265,0,36463.99146316579,0.49352955596129344,Soltero,Superior,Familiar
0,47,6186.202515936768,2256.050131746646,0.885078722413422,2,32704.37998976395,0.6936789911598987,Soltero,Media,Alquilada
0,50,4380.90712137202,18523.797903683193,0.06343834561467812,2,34630.281073094615,0.08246595886831491,Soltero,Media,Alquilada
0,31,5652.266044484236,14842.89760858655,4.102127208569378,0,53975.02386392768,0.30654324691254775,Casado,Superior,Propia
0,47,2497.7728472293943,19419.91963533718,3.7475255732925157,0,15716.391357000704,0.21633032924217135,Casado,Superior,Propia
0,45,6848.054038413802,16791.313072517292,6.35329922373547,2,4469.922715986941,0.049234671797103786,Casado,Media,Hipoteca
0,27,4630.195727114022,25913.123439790754,11.048118028677141,2,19183.109135951567,0.33289295402065056,Soltero,Postgrado,Alquilada
1,50,3954.553958961921,16001.796021183258,0.4136840009027475,6,27164.36372469671,1.2675086398529636,Casado,Media,Alquilada
0,53,7098.018451673779,11564.755670997976,6.574456468802962,2,26781.910647468012,0.020441789380499488,Soltero,Superior,Propia
0,61,3591.3126189144814,15978.38002425827,1.0376549707763458,6,14739.850823934305,0.17227502670192948,Casado,Superior,Alquilada
0,60,2183.0774072728805,19346.384232291104,9.765879262842791,2,1418.2954717407415,0.11630721454153987,Casado,Superior,Hipoteca
0,24,1886.7416529521925,15390.880562605635,8.548046073055023,0,9276.07181512589,0.13600060034847197,Soltero,Postgrado,Alquilada
0,30,6212.01990269128,15324.73352963106,3.8912791714955026,0,50707.14917406533,1.1953506411923291,Soltero,Media,Propia
0,52,2439.1412950074337,9384.066497545957,6.193559716560313,3,17562.994227461633,0.3156207996288356,Soltero,Superior,Alquilada
0,52,8509.588363968729,9696.792659592415,1.8869407530569824,2,15458.182760697726,0.31396014783062026,Divorciado,Media,Familiar
0,52,836.141184232556,3779.1578256024513,3.185421433947308,0,6262.8289717172765,0.7147588734519326,Divorciado,Superior,Alquilada
0,80,8392.912736580076,28996.613945495516,8.619669529794812,0,9191.529071062943,0.08390894505614924,Casado,Superior,Familiar
0,53,5422.0349344052365,5049.094116869719,3.0741315921204126,6,45141.929201180115,0.33399841354523957,Soltero,Superior,Alquilada
0,62,4806.573776259215,9456.758417632742,2.214263980932781,1,21960.032354921303,0.28104648917574454,Casado,Media,Familiar
0,59,3910.1618263821006,9252.74187544642,3.4081927704243213,1,30965.63586149921,0.4542985650204533,Casado,Superior,Alquilada
1,54,5798.2722287041415,22159.39501555553,8.80855497633712,1,12115.38292842597,3.86176476103123,Divorciado,Media,Propia
0,40,4924.730595150303,12640.402573663778,2.0414057023216685,0,19898.413147100437,0.7336413617363867,Soltero,Basica,Alquilada
0,56,7206.603764033043,24981.93658138987,0.954359594706478,0,5710.5840639267635,0.25363738693217297,Soltero,Superior,Propia
0,33,5228.455297324079,9612.075006049052,6.224217408676418,0,24446.865612079684,0.8788328196142539,Casado,Superior,Hipoteca
0,41,5300.603522923755,17231.953297790416,8.742873866424489,0,11158.391226447246,0.09359169618058402,Soltero,Superior,Familiar
0,37,4272.775575572288,8317.223573921941,0.5303453804904421,2,11687.488398079504,0.015468674449368607,Soltero,Media,Alquilada
0,46,4886.108752557865,32161.193022187108,1.3713560915406764,1,20957.755621064072,0.11435976691547312,Soltero,Media,Alquilada
0,79,5615.603537784118,5499.212647763898,0.7655926703041758,3,55065.33094219477,0.20806960416615417,Casado,Superior,Propia
0,18,1579.6632146867487,17478.56568181622,2.1381043077802806,3,1322.9316618459816,0.3572679050552802,Divorciado,Superior,Familiar
0,55,2303.629155788574,20070.21504745679,2.992376739601061,0,34830.063304143034,0.47742371547035667,Viudo,Media,Alquilada
0,20,6486.5281880454295,18310.392779611986,6.908053472419113,2,6917.048962922711,1.207349274895966,Casado,Superior,Propia
