Ganancia bruta,Ganancia (pérdida),Ingresos de actividades ordinarias,Costo de ventas,Patrimonio total,Total pasivos,Total de activos,Sector,Ganancias acumuladas,Otros pasivos financieros corrientes,Pasivos corrientes totales,Costos financieros,Otros activos no financieros corrientes,Activos corrientes totales
7622481.0,176748.0,45347532.333333336,37725051.333333336,942358.0,5543290.666666667,6485648.666666667,G,440749.0,213783.33333333334,5258657.666666667,0.0,0.0,5372346.333333333
4874989.333333333,1481452.6666666667,16453367.0,11578377.666666666,8534306.666666666,2782694.0,11317000.666666666,G,7835235.666666667,1359000.0,2782694.0,0.0,0.0,8353682.666666667
2409063.3333333335,318587.3333333333,6920384.0,4511320.666666667,7054494.333333333,18799546.333333332,25854040.666666668,F,6046382.666666667,425234.0,2996557.0,1248365.0,0.0,11826518.333333334
2148025.3333333335,74384.0,7492104.0,5344078.666666667,6683794.0,3573922.6666666665,10257716.666666666,C,3332705.3333333335,1627781.0,2707182.6666666665,346038.6666666667,14038.0,5434095.0
3123010.3333333335,499591.6666666667,8045800.333333333,4922790.0,3780722.0,3839915.3333333335,7620637.333333333,M,2865806.0,0.0,3689530.0,0.0,0.0,5623439.666666667
7478404.333333333,454319.0,39525922.333333336,32047518.0,7561841.333333333,17051586.666666668,24613428.0,G,5931763.333333333,5638595.666666667,10827425.666666666,1569147.6666666667,0.0,13436145.0
3660585.0,3461602.0,12579888.333333334,8919303.333333334,12923678.333333334,10529016.666666666,23452695.0,F,12388523.0,215463.66666666666,3541248.6666666665,238085.0,2777018.0,14323735.333333334
2295378.6666666665,463909.0,10780805.666666666,8485427.0,1916120.6666666667,1494228.3333333333,3410349.0,G,899984.0,713449.3333333334,1386672.3333333333,131832.33333333334,0.0,2740767.6666666665
2121507.3333333335,888553.3333333334,20833385.0,18711877.666666668,6645524.333333333,2450093.3333333335,9095617.666666666,G,1383620.0,0.0,1933784.6666666667,56915.0,8617.0,3603308.6666666665
958441.0,507686.6666666667,2331820.3333333335,1373379.3333333333,20597189.0,3393721.3333333335,23990910.333333332,F,20452189.0,0.0,2022528.0,0.0,0.0,10272025.0
1663447.6666666667,-1428552.6666666667,2639970.3333333335,976522.6666666666,11491706.333333334,2297382.3333333335,13789088.666666666,I,5541776.333333333,155526.0,525629.0,0.0,9431.0,687227.6666666666
1443899.3333333333,-43507.333333333336,6164315.333333333,4720416.0,950721.0,3573606.3333333335,4524327.333333333,G,-91810.33333333333,383572.6666666667,1884450.0,379232.3333333333,454938.6666666667,3478971.6666666665
18582512.333333332,5121312.0,65936040.0,47353527.666666664,25145256.666666668,23065116.0,48210372.666666664,G,22107383.666666668,15809183.666666666,21244310.333333332,225598.33333333334,589.3333333333334,34533209.0
16313470.333333334,5006157.0,95269458.66666667,78955988.33333333,16501430.666666666,22243575.0,38745005.666666664,F,14618918.0,5029613.0,11109208.666666666,825395.0,201934.33333333334,28513758.0
1864464.0,128284.66666666667,4462035.0,2597571.0,946223.0,1110996.0,2057219.0,G,653241.0,627107.6666666666,1100890.6666666667,278823.3333333333,0.0,1988607.6666666667
2596212.0,658972.3333333334,12472227.0,9876015.0,13443929.666666666,10274742.0,23718671.666666668,C,6406996.666666667,663118.3333333334,7431877.0,413616.3333333333,978.3333333333334,15900045.666666666
1252084.3333333333,125238.0,7173533.0,5921448.666666667,12743398.666666666,5344554.666666667,18087953.333333332,C,9181603.333333334,1588505.6666666667,3254811.3333333335,334078.0,36726.333333333336,8013351.666666667
0.0,-685703.3333333334,0.0,0.0,9079680.333333334,1362769.6666666667,10442450.0,L,6309348.333333333,0.0,1362769.6666666667,0.0,0.0,9531165.0
2240306.0,171385.33333333334,23338582.333333332,21098276.333333332,2366646.0,633436.3333333334,3000082.3333333335,G,2165524.0,0.0,496444.6666666667,59342.666666666664,15701.0,1031160.0
584005.3333333334,68909.66666666667,1256619.0,672613.6666666666,833646.3333333334,810534.3333333334,1644180.6666666667,G,473453.0,172022.0,714503.6666666666,62809.0,0.0,1307838.0
980321.6666666666,65177.333333333336,6179446.0,5199124.333333333,1916074.0,619785.0,2535859.0,G,1510667.6666666667,167577.66666666666,505907.6666666667,110621.66666666667,0.0,2287564.3333333335
0.0,-46675.0,0.0,0.0,2004064.3333333333,608163.0,2612227.3333333335,L,561944.0,0.0,13217.0,0.0,0.0,167.66666666666666
6886073.0,661735.6666666666,28579677.666666668,21693604.666666668,3214384.6666666665,5397250.333333333,8611635.0,G,1823679.3333333333,1616373.3333333333,5235934.666666667,197801.66666666666,0.0,8176507.666666667
549894.3333333334,-1129520.6666666667,4352385.333333333,3802491.0,2668036.0,8367542.333333333,11035578.333333334,A,-2342180.6666666665,2817626.3333333335,5516403.0,0.0,125618.0,3345514.0
12305548.333333334,362244.3333333333,33712893.0,21407344.666666668,7851416.0,18669991.0,26521407.0,C,6560997.666666667,5101060.666666667,13399665.333333334,2503364.6666666665,0.0,16895542.333333332
2037817.0,-69296.0,11357508.666666666,9319691.666666666,704780.3333333334,2059392.0,2764172.3333333335,G,454978.3333333333,339728.0,1444057.3333333333,49550.0,0.0,1202544.6666666667
553788.6666666666,135442.66666666666,553788.6666666666,0.0,9109114.0,8353208.0,17462322.0,L,5137431.0,0.0,154285.0,116818.0,0.0,65655.66666666667
2810170.6666666665,370875.0,10054302.333333334,7244131.666666667,3253632.0,2596436.6666666665,5850068.666666667,G,1750064.0,34299.333333333336,2463881.3333333335,97918.66666666667,0.0,5118378.333333333
2920202.0,483957.0,2920202.0,0.0,197630511.0,477979.3333333333,198108490.33333334,L,477208.6666666667,0.0,477979.3333333333,3515.5,0.0,5410400.0
1410272.6666666667,-315126.3333333333,4874274.666666667,3464002.0,748910.6666666666,3443364.6666666665,4192275.3333333335,C,312434.6666666667,1184122.0,2223380.0,355269.3333333333,0.0,2593858.6666666665
4940804.666666667,416851.0,12438636.666666666,7497832.0,7822429.333333333,4607176.333333333,12429605.666666666,G,5660261.333333333,1070084.0,4061120.0,203601.33333333334,0.0,11482374.0
20184047.666666668,2863713.6666666665,67542012.0,47357964.333333336,13561665.0,21379138.333333332,34940803.333333336,G,2984818.6666666665,1218137.6666666667,16725848.0,989961.6666666666,28123.666666666668,22034567.0
5144434.333333333,1194304.0,16236100.666666666,11091666.333333334,7934119.0,4407697.666666667,12341816.666666666,C,2230444.0,380539.6666666667,2965237.3333333335,250555.66666666666,96433.66666666667,5965326.666666667
10860340.0,150906.33333333334,33067857.333333332,22207517.333333332,3633128.6666666665,12754104.333333334,16387233.0,G,1466529.6666666667,5417225.333333333,12304360.666666666,776255.0,0.0,11016292.0
696431.6666666666,46309.333333333336,696431.6666666666,0.0,14517448.333333334,1014548.0,15531996.333333334,L,732352.3333333334,48898.333333333336,256603.33333333334,0.0,0.0,605340.3333333334
1123955.0,64477.333333333336,2580805.6666666665,1456850.6666666667,7030034.666666667,2462413.3333333335,9492448.0,G,1852850.6666666667,55000.0,1589944.6666666667,67928.0,2346878.0,7432430.0
13158569.333333334,1447178.6666666667,42779705.333333336,29621136.0,11445795.0,25053701.666666668,36499496.666666664,G,6429166.666666667,5223248.666666667,22953183.0,559405.3333333334,0.0,25876894.0
2631851.6666666665,351441.3333333333,12232270.0,9600418.333333334,4195110.666666667,8190600.666666667,12385711.333333334,C,2872085.6666666665,3823103.6666666665,7750434.666666667,424210.0,0.0,6983208.333333333
17908041.0,4297737.0,47034520.333333336,29126479.333333332,49910018.666666664,11318695.666666666,61228714.333333336,G,45743240.666666664,2197.5,9308944.333333334,1710850.0,143626.0,51803885.0
6362546.0,2371038.3333333335,13539884.666666666,7177338.666666667,11446110.0,60186699.333333336,71632809.33333333,F,8633232.333333334,0.0,15961978.0,197706.0,294477.0,43690862.0
7721293.666666667,787699.3333333334,54083681.333333336,46362387.666666664,3147049.3333333335,8389433.333333334,11536482.666666666,G,1961978.3333333333,1097225.0,6945622.666666667,339500.3333333333,756098.3333333334,8399692.0
2008550.6666666667,382493.0,6152123.666666667,4143573.0,1928245.3333333333,3076393.3333333335,5004638.666666667,C,971518.3333333334,153943.66666666666,3030597.3333333335,154620.33333333334,97230.66666666667,2889837.6666666665
2162156.3333333335,655488.0,21725246.666666668,19563090.333333332,4735391.333333333,5963646.0,10699037.333333334,G,251032.33333333334,292376.3333333333,4157873.0,34668.666666666664,0.0,9915778.333333334
16771861.0,2899904.3333333335,20416888.333333332,3645027.3333333335,12772509.666666666,7242633.666666667,20015143.333333332,C,8268867.666666667,467521.3333333333,2734070.3333333335,676057.3333333334,0.0,4452325.333333333
302136.0,683527.6666666666,3811453.6666666665,3509317.6666666665,4562725.666666667,2638975.6666666665,7201701.333333333,A,4502725.666666667,308.3333333333333,481366.6666666667,7999.333333333333,0.0,6556358.666666667
975231.3333333334,141038.0,7083693.0,6108461.666666667,7050350.333333333,6333437.333333333,13383787.666666666,A,4882926.333333333,2969977.3333333335,4176853.6666666665,465936.3333333333,0.0,8130782.0
1013854.6666666666,404760.0,7409934.0,6396079.333333333,3303292.0,6166986.0,9470278.0,A,1230644.0,558024.3333333334,1539318.0,193307.0,0.0,2280251.0
1484019.3333333333,47844.666666666664,7321643.666666667,5837624.333333333,3201807.3333333335,2286426.0,5488233.333333333,C,1751420.3333333333,1055967.3333333333,1930354.0,329872.3333333333,35067.0,2187412.0
953308.0,733545.0,981621.6666666666,28313.666666666668,4972909.333333333,1540477.0,6513386.333333333,L,4833413.0,134184.0,540380.0,119017.0,26539.0,1354233.0
2443458.6666666665,342387.3333333333,6083416.666666667,3639958.0,2066007.3333333333,3234643.3333333335,5300650.666666667,G,1130108.3333333333,0.0,2632259.6666666665,35245.333333333336,49033.0,4505554.0
1359545.3333333333,263358.6666666667,8131534.666666667,6771989.333333333,11838344.666666666,8125869.666666667,19964214.333333332,G,915013.0,45000.0,7795041.333333333,132152.66666666666,4572737.0,16185834.666666666
3809985.0,171756.0,7115025.0,3305040.0,3211770.3333333335,2916833.6666666665,6128604.0,C,2383163.6666666665,512693.0,2866096.0,90464.5,0.0,5416454.0
11119700.666666666,878717.0,11139430.333333334,19729.666666666668,2267940.0,1695560.3333333333,3963500.3333333335,N,925440.0,177130.33333333334,1561631.3333333333,424003.0,0.0,3485305.6666666665
6666346.333333333,-744339.0,15206983.666666666,8540637.333333334,3331065.6666666665,7369441.333333333,10700507.0,C,-1722035.0,0.0,3640650.6666666665,0.0,0.0,2075776.3333333333
2129100.0,-267437.6666666667,2183339.0,81358.5,5770965.333333333,2370766.3333333335,8141731.666666667,I,3384569.0,99460.0,261411.33333333334,63213.333333333336,0.0,613253.0
12218064.333333334,6246702.666666667,100249158.0,88031093.66666667,31297243.333333332,40320031.666666664,71617275.0,G,20916591.333333332,17169794.333333332,26593190.0,1917343.0,132802.0,28040666.666666668
7894747.666666667,373628.3333333333,31578222.333333332,23683474.666666668,6803398.0,16092208.666666666,22895606.666666668,C,1759843.3333333333,4917268.333333333,7650835.333333333,890372.0,0.0,14025362.0
844838.6666666666,511909.0,5128527.0,4283688.333333333,3117411.0,11270299.666666666,14387710.666666666,F,1819876.0,1061882.5,1148593.0,168393.0,0.0,11441145.333333334
3292485.0,572467.6666666666,7105719.666666667,3813234.6666666665,2363154.0,2526441.0,4889595.0,C,1696487.3333333333,24231.666666666668,2517617.3333333335,73501.66666666667,0.0,3893078.6666666665
3693897.0,927531.0,20941072.333333332,17247175.333333332,7830524.333333333,9191310.333333334,17021834.666666668,G,7261141.0,0.0,5758089.333333333,298748.3333333333,0.0,16761375.333333334
2223808.3333333335,116665.33333333333,6948547.0,4724738.666666667,5220055.666666667,7080887.0,12300942.666666666,A,1029803.3333333334,3346202.0,6925965.666666667,454678.3333333333,15810.0,2189840.0
9428957.0,32157.333333333332,9428957.0,0.0,806055.6666666666,631376.0,1437431.6666666667,N,728469.6666666666,0.0,631376.0,111444.66666666667,0.0,1387781.0
2444950.6666666665,523575.3333333333,9492292.666666666,7047342.0,3603736.3333333335,2870370.3333333335,6474106.666666667,C,1340099.3333333333,746435.0,2012320.6666666667,221829.33333333334,22107.5,3282905.0
9869378.0,947052.6666666666,29698297.666666668,19828919.666666668,10279817.0,16195923.333333334,26475740.333333332,C,8627307.666666666,5096048.333333333,12605799.333333334,1075054.6666666667,0.0,19297426.333333332
4556885.0,120612.0,23988202.666666668,19431317.666666668,3024900.6666666665,8761809.666666666,11786710.333333334,G,1051372.3333333333,958479.6666666666,6174798.333333333,390376.3333333333,20841.666666666668,6149981.666666667
0.0,104643.0,0.0,0.0,10096449.666666666,92959.33333333333,10189409.0,L,2408577.6666666665,0.0,70159.33333333333,32121.0,1422184.5,5380884.333333333
14641411.333333334,228692.33333333334,27001051.0,12359639.666666666,8368081.666666667,9916874.0,18284955.666666668,C,5544081.666666667,3637873.6666666665,8952939.0,1596963.0,218548.0,15580140.666666666
2111728.6666666665,477201.0,9289486.0,7177757.333333333,2997371.3333333335,2131853.6666666665,5129225.0,G,2847006.3333333335,37151.333333333336,989602.0,325691.6666666667,0.0,3567388.6666666665
27359552.333333332,2760958.0,54809945.333333336,27450393.0,27699691.666666668,15468359.666666666,43168051.333333336,C,10605398.333333334,1398525.6666666667,15210755.666666666,477869.0,1050199.0,26268161.666666668
7813252.333333333,531750.0,22869080.0,15055827.666666666,5812836.666666667,10331232.0,16144068.666666666,C,1647675.6666666667,200163.33333333334,5960716.333333333,130917.0,979863.0,14799566.0
2276630.3333333335,192847.33333333334,8016494.333333333,5739864.0,4354971.333333333,1052130.3333333333,5407101.666666667,G,2151918.0,185673.0,930466.6666666666,23023.333333333332,30332.0,3809190.3333333335
3888990.6666666665,242762.0,14602860.666666666,10713870.0,6038929.0,3325540.6666666665,9364469.666666666,C,3306687.0,0.0,2174144.0,115775.66666666667,0.0,6387110.666666667
2248395.3333333335,188588.66666666666,8343958.0,6095562.666666667,918055.3333333334,1943581.0,2861636.3333333335,M,520217.6666666667,354637.0,1434359.6666666667,74624.33333333333,16110.666666666666,1538613.3333333333
177973.33333333334,488594.0,232837.66666666666,54864.333333333336,10702904.333333334,1295641.3333333333,11998545.666666666,F,9724415.666666666,335499.5,647818.6666666666,30095.666666666668,0.0,6375800.666666667
1597512.0,37272.666666666664,1597512.0,0.0,12348108.666666666,2441970.6666666665,14790079.333333334,L,596757.6666666666,247081.66666666666,539810.0,125709.66666666667,2728.6666666666665,222764.33333333334
4903265.333333333,3281028.3333333335,36083591.333333336,31180326.0,18569836.0,14892825.0,33462661.0,F,17989836.0,0.0,2958244.6666666665,225761.33333333334,0.0,31667550.666666668
1046563.3333333334,83491.66666666667,8997266.0,7950702.666666667,3800907.6666666665,798467.6666666666,4599375.333333333,G,3799407.6666666665,51411.666666666664,456965.3333333333,0.0,0.0,823344.0
2455957.3333333335,393566.6666666667,4783066.0,2327108.6666666665,15977852.0,1175804.6666666667,17153656.666666668,C,732209.6666666666,150797.33333333334,891405.3333333334,0.0,0.0,1526341.6666666667
2419259.3333333335,309410.6666666667,5585962.666666667,3166703.3333333335,8053056.666666667,4276438.333333333,12329495.0,F,6834423.333333333,582766.6666666666,1418725.6666666667,1081678.3333333333,1243016.6666666667,11781771.333333334
13417241.333333334,5757541.333333333,14003319.666666666,586078.3333333334,84287410.0,39717712.0,124005122.0,L,83342410.0,206557.5,39245900.0,188326.0,24140798.0,80767923.33333333
8011459.0,1905110.3333333333,23208049.333333332,15196590.333333334,26580990.0,11944125.333333334,38525115.333333336,C,7892664.333333333,1987612.0,7995036.0,318483.6666666667,383525.6666666667,6835662.333333333
1024355.3333333334,-53214.666666666664,19239174.0,18214818.666666668,23310515.333333332,8966701.333333334,32277216.666666668,F,21198352.333333332,2282116.0,4771095.666666667,0.0,0.0,9011396.666666666
431572.0,34783.0,431572.0,0.0,3514163.6666666665,372490.6666666667,3886654.3333333335,L,1979202.6666666667,237305.66666666666,372490.6666666667,5380.333333333333,0.0,455938.3333333333
1607851.0,1342941.6666666667,1607851.0,0.0,8978883.666666666,539955.0,9518838.666666666,K,1184845.6666666667,0.0,450983.6666666667,658.3333333333334,0.0,1148743.6666666667
2027858.0,644795.3333333334,18199061.333333332,16171203.333333334,10255637.0,2617582.3333333335,12873219.333333334,C,1825075.6666666667,0.0,2617582.3333333335,160199.5,0.0,7147918.666666667
15973417.0,3588796.3333333335,98298382.0,82324965.0,43216124.666666664,68797663.33333333,112013788.0,G,43201124.666666664,40487423.666666664,65722720.0,4388129.333333333,0.0,91052160.33333333
862093.0,107238.0,36973209.0,36111116.0,600948.6666666666,1819524.0,2420472.6666666665,G,330948.6666666667,1562970.3333333333,1819524.0,17120.0,0.0,2136713.0
96289.33333333333,-342025.3333333333,3973852.0,3877562.6666666665,19368712.333333332,2570723.6666666665,21939436.0,A,3662751.6666666665,0.0,901058.0,7371.333333333333,0.0,1717723.6666666667
15682543.666666666,2979665.6666666665,44983896.333333336,29301352.666666668,47396141.333333336,46472141.666666664,93868283.0,N,2995531.3333333335,17573968.666666668,24385084.0,4010330.0,45760.333333333336,9303357.333333334
19863834.666666668,1430609.3333333333,48609242.333333336,28745407.666666668,7983352.0,20987327.333333332,28970679.333333332,C,4974791.666666667,1100823.6666666667,11533470.666666666,2699973.5,40445.0,15499063.666666666
4088882.6666666665,653773.3333333334,8948567.333333334,4859684.666666667,11610922.333333334,10716296.333333334,22327218.666666668,C,5775296.333333333,2485690.3333333335,7068605.333333333,585823.6666666666,0.0,8518416.666666666
4369163.666666667,889871.6666666666,16200521.0,11831357.333333334,6520416.0,7443960.0,13964376.0,F,5404739.0,2684997.3333333335,6103796.333333333,314807.6666666667,0.0,9915409.333333334
6930631.333333333,1417673.6666666667,20159511.666666668,13228880.333333334,9082565.333333334,13177003.0,22259568.333333332,C,6539838.666666667,2128139.3333333335,8676416.0,703526.6666666666,38985.5,3049000.6666666665
2196446.3333333335,253069.33333333334,6674185.0,4477738.666666667,4650732.666666667,1710997.3333333333,6361730.0,G,3446246.0,375401.3333333333,653559.0,136713.0,0.0,3092697.3333333335
1588250.0,292047.6666666667,5408749.0,3820499.0,7438236.333333333,3780906.6666666665,11219143.0,G,4218359.333333333,1749010.3333333333,3217710.3333333335,110288.5,0.0,7963539.666666667
1740710.6666666667,178707.0,14645970.0,12905259.333333334,3099042.3333333335,4628807.0,7727849.333333333,G,1719446.6666666667,778041.0,4628807.0,382191.6666666667,15102.5,7567178.333333333
343878.3333333333,120768.0,12188186.333333334,11844308.0,1078176.0,2306205.6666666665,3384381.6666666665,G,624128.6666666666,423678.0,1578819.0,265900.3333333333,300000.0,1823578.3333333333
13340545.666666666,422319.6666666667,102938335.0,89597789.33333333,25040150.333333332,33719465.333333336,58759615.666666664,G,20541304.333333332,13129185.666666666,20543123.666666668,2324331.3333333335,64894.0,28585859.333333332
2462352.3333333335,-519052.6666666667,3650579.6666666665,1188227.3333333333,8890956.0,5508357.333333333,14399313.333333334,P,1972226.3333333333,1780836.6666666667,3365411.3333333335,0.0,11377.5,808365.6666666666
1231985.0,-162422.66666666666,7228436.666666667,5996451.666666667,3908709.0,5671871.333333333,9580580.333333334,C,1144265.3333333333,1157522.3333333333,2739316.0,550036.3333333334,0.0,3207291.3333333335
1765027.3333333333,424775.6666666667,3682476.6666666665,1917449.3333333333,13289300.333333334,962113.0,14251413.333333334,C,11092448.666666666,13047.0,685662.0,29374.5,117195.0,3757459.6666666665
1131136.3333333333,721160.3333333334,1217185.6666666667,129074.0,12451123.333333334,2245352.6666666665,14696476.0,L,12211265.333333334,32906.666666666664,474346.0,60499.666666666664,0.0,1402187.3333333333
1312969.0,79706.33333333333,5980585.333333333,4667616.333333333,1673040.6666666667,2419824.3333333335,4092865.0,G,1093040.6666666667,366485.6666666667,1927304.3333333333,50620.333333333336,13365.0,2913968.0
1130413.6666666667,115284.0,1130413.6666666667,0.0,5854439.0,3146291.0,9000730.0,L,4609609.0,0.0,86951.66666666667,0.0,0.0,696252.6666666666
